date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-22,2026-02-23T01:10:00Z,Phoenix Suns,Portland Trail Blazers,139.200098379661,-139.200098379661,3.5,-3.5,180,-245,222.5,-100.43591347517386,100.43591347517386,11,11,11,8,oddsapi_consensus
2026-02-22,2026-02-22T23:40:00Z,Los Angeles Lakers,Boston Celtics,107.97678716829674,-107.97678716829674,1.5,-1.5,-115,-105,229.0,-101.55732331874736,101.55732331874741,11,11,6,6,oddsapi_consensus
2026-02-22,2026-02-23T00:10:00Z,Minnesota Timberwolves,Philadelphia 76ers,-314.2403262561999,314.24032625619986,-9.5,9.5,-115,-105,239.5,100.579273590917,-100.57927359091697,11,11,10,6,oddsapi_consensus
2026-02-22,2026-02-22T20:40:00Z,Golden State Warriors,Denver Nuggets,223.3933637510615,-223.3933637510615,7.0,-7.0,-110,-110,227.5,100.21226915729144,-100.21226915729144,11,11,6,6,oddsapi_consensus
2026-02-22,2026-02-22T20:40:00Z,Milwaukee Bucks,Toronto Raptors,143.69150637450494,-143.69150637450502,3.5,-3.5,175,-240,219.5,100.72490032620514,-100.72490032620514,11,11,10,6,oddsapi_consensus
2026-02-22,2026-02-22T20:40:00Z,Atlanta Hawks,Brooklyn Nets,-333.19233301576577,333.1923330157658,-9.5,9.5,-110,-110,228.0,-100.0,-100.0,11,11,9,5,oddsapi_consensus
2026-02-22,2026-02-22T18:10:00Z,Oklahoma City Thunder,Cleveland Cavaliers,176.84167174415407,-176.84167174415404,3.5,-3.5,-110,-120,240.5,-102.62604618771779,102.62604618771779,8,8,5,4,oddsapi_consensus
2026-02-22,2026-02-22T23:10:00Z,Washington Wizards,Charlotte Hornets,450.3965678820555,-450.3965678820555,11.5,-11.5,-105,-115,225.5,-100.2890674683471,100.28906746834713,11,11,8,6,oddsapi_consensus
2026-02-22,2026-02-22T22:10:00Z,Indiana Pacers,Dallas Mavericks,118.8041390805071,-118.80413908050713,2.0,-2.0,-110,-110,233.5,-101.57212111281379,101.57212111281383,11,11,8,5,oddsapi_consensus
2026-02-22,2026-02-23T01:10:00Z,Chicago Bulls,New York Knicks,367.1755370114717,-367.1755370114717,10.0,-10.0,-115,-105,233.5,-100.62102158049993,100.62102158049991,11,11,8,7,oddsapi_consensus
2026-02-22,2026-02-23T02:10:00Z,Los Angeles Clippers,Orlando Magic,-117.4137651350216,117.41376513502154,-2.0,2.0,-115,-105,215.5,101.22720192028679,-101.22720192028679,11,11,7,6,oddsapi_consensus
