date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,quarter,q1,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,quarter,q2,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,quarter,q3,0.0,2.0,5.100000000000001,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,quarter,q4,0.0,0.5,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,quarter,q1,0.0,1.5,3.1000000000000014,0.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,quarter,q2,0.0,2.0,4.0,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,quarter,q3,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,quarter,q4,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,quarter,q1,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,quarter,q2,0.0,0.0,3.1000000000000014,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,quarter,q3,0.0,2.0,4.100000000000001,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,quarter,q4,0.0,2.0,4.0,0.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,quarter,q1,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,quarter,q2,0.0,1.0,4.100000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,quarter,q3,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,quarter,q4,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281930,Anneli Maley,quarter,q1,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281930,Anneli Maley,quarter,q2,0.0,0.0,4.100000000000001,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4281930,Anneli Maley,quarter,q3,0.0,0.0,4.0,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281930,Anneli Maley,quarter,q4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4038379,Marine Johannes,quarter,q1,0.0,0.0,3.1000000000000014,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,4038379,Marine Johannes,quarter,q2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,4038379,Marine Johannes,quarter,q3,0.0,0.0,4.100000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4038379,Marine Johannes,quarter,q4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,5345320,Pauline Astier,quarter,q1,0.0,0.0,3.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5345320,Pauline Astier,quarter,q2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,5345320,Pauline Astier,quarter,q3,0.0,0.0,3.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,5345320,Pauline Astier,quarter,q4,0.0,0.0,3.1000000000000014,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4595823,Alex Fowler,quarter,q1,0.0,0.0,3.1000000000000014,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4595823,Alex Fowler,quarter,q2,0.0,0.0,4.100000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4595823,Alex Fowler,quarter,q3,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,4595823,Alex Fowler,quarter,q4,0.0,0.0,3.1000000000000014,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281929,Satou Sabally,quarter,q1,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281929,Satou Sabally,quarter,q2,0.0,0.0,3.1000000000000014,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,4281929,Satou Sabally,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.1000000000000014,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4281929,Satou Sabally,quarter,q4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,3027368,Emma Meesseman,quarter,q1,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3027368,Emma Meesseman,quarter,q2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3027368,Emma Meesseman,quarter,q3,0.0,0.0,3.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3027368,Emma Meesseman,quarter,q4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2327695,Rebekah Gardner,quarter,q1,0.0,0.0,3.0,0.0,0.0,1.1000000000000014,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2327695,Rebekah Gardner,quarter,q2,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,2327695,Rebekah Gardner,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,2327695,Rebekah Gardner,quarter,q4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5106084,Ny'Ceara Pryor,quarter,q1,0.0,0.0,3.1000000000000014,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,5106084,Ny'Ceara Pryor,quarter,q2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5106084,Ny'Ceara Pryor,quarter,q3,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5106084,Ny'Ceara Pryor,quarter,q4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4683006,Leonie Fiebich,quarter,q1,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4683006,Leonie Fiebich,quarter,q2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4683006,Leonie Fiebich,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4683006,Leonie Fiebich,quarter,q4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,1.0
2026-05-08,,NYL,CON,home,NYL,50,4065818,Leaonna Odom,quarter,q1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4065818,Leaonna Odom,quarter,q2,0.0,0.0,2.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4065818,Leaonna Odom,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4065818,Leaonna Odom,quarter,q4,0.0,0.0,3.0,0.0,0.0,0.10000000000000142,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433632,Ashley Owusu,quarter,q1,0.0,0.0,2.0,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433632,Ashley Owusu,quarter,q2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433632,Ashley Owusu,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433632,Ashley Owusu,quarter,q4,0.0,0.0,2.1000000000000014,0.0,0.0,1.1000000000000014,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,2593770,Betnijah Laney-Hamilton,quarter,q1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,2593770,Betnijah Laney-Hamilton,quarter,q2,0.0,0.0,2.1000000000000014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,2593770,Betnijah Laney-Hamilton,quarter,q3,0.0,0.0,2.1000000000000014,0.0,0.0,0.10000000000000142,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,2593770,Betnijah Laney-Hamilton,quarter,q4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4337216,Han Xu,quarter,q1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4337216,Han Xu,quarter,q2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4337216,Han Xu,quarter,q3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4337216,Han Xu,quarter,q4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3102133,Rebecca Allen,quarter,q1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3102133,Rebecca Allen,quarter,q2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.10000000000000142
2026-05-08,,NYL,CON,home,NYL,50,3102133,Rebecca Allen,quarter,q3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3102133,Rebecca Allen,quarter,q4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5138115,Stephanie Mawuli,quarter,q1,0.0,0.0,2.1000000000000014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5138115,Stephanie Mawuli,quarter,q2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5138115,Stephanie Mawuli,quarter,q3,0.0,0.0,0.20000000000000284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5138115,Stephanie Mawuli,quarter,q4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433353,Esmery Martinez,quarter,q1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433353,Esmery Martinez,quarter,q2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433353,Esmery Martinez,quarter,q3,0.0,0.0,2.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433353,Esmery Martinez,quarter,q4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433668,Rita Igbokwe,quarter,q1,0.0,0.0,0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433668,Rita Igbokwe,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433668,Rita Igbokwe,quarter,q3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433668,Rita Igbokwe,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790260,Marine Fauthoux,quarter,q1,0.0,0.0,0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790260,Marine Fauthoux,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790260,Marine Fauthoux,quarter,q3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790260,Marine Fauthoux,quarter,q4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3142182,Morgan Green,quarter,q1,0.0,0.0,1.1000000000000014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3142182,Morgan Green,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3142182,Morgan Green,quarter,q3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,3142182,Morgan Green,quarter,q4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4703593,Okako Adika,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4703593,Okako Adika,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4703593,Okako Adika,quarter,q3,0.0,0.0,0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4703593,Okako Adika,quarter,q4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790258,Raquel Carrera,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790258,Raquel Carrera,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790258,Raquel Carrera,quarter,q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4790258,Raquel Carrera,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433744,Ugonne Onyiah,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433744,Ugonne Onyiah,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433744,Ugonne Onyiah,quarter,q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4433744,Ugonne Onyiah,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,882,Epiphanny Prince,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,882,Epiphanny Prince,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,882,Epiphanny Prince,quarter,q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,882,Epiphanny Prince,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5278238,Annika Soltau,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5278238,Annika Soltau,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5278238,Annika Soltau,quarter,q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,5278238,Annika Soltau,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4281253,DiDi Richards,quarter,q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4281253,DiDi Richards,quarter,q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4281253,DiDi Richards,quarter,q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,,NYL,CON,home,NYL,50,4281253,DiDi Richards,quarter,q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
