date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-06,201566.0,Russell Westbrook,SAC,ast,UNDER,5.5,210,0.3225806451612903,0.5323308865541355,0.6616544327706777,0.2097502413928452,0.6502257483178201,bovada,Bovada,2026-01-07T04:10:00Z,Sacramento Kings,Dallas Mavericks
2026-01-06,1642847.0,Jeremiah Fears,NOP,ast,UNDER,2.5,190,0.3448275862068966,0.49487385734859324,0.4743692867429663,0.15004627114169666,0.4351341863109204,bovada,Bovada,2026-01-07T01:10:00Z,New Orleans Pelicans,Los Angeles Lakers
2026-01-06,2544.0,LeBron James,LAL,ast,UNDER,5.5,185,0.3508771929824561,0.497369739296079,0.4868486964803951,0.1464925463136229,0.41750375699382525,bovada,Bovada,2026-01-07T01:10:00Z,New Orleans Pelicans,Los Angeles Lakers
2026-01-06,203944.0,Julius Randle,MIN,ast,UNDER,4.5,165,0.37735849056603776,0.5308107745930766,0.6540538729653826,0.1534522840270388,0.4066485526716529,bovada,Bovada,2026-01-07T01:10:00Z,Minnesota Timberwolves,Miami Heat
2026-01-06,1641713.0,G.G. Jackson,MEM,ast,OVER,1.5,160,0.38461538461538464,0.5328167908857421,0.6640839544287105,0.14820140627035744,0.3853236563029294,betmgm,BetMGM,2026-01-07T01:10:00Z,Memphis Grizzlies,San Antonio Spurs
2026-01-06,1642847.0,Jeremiah Fears,NOP,ast,OVER,4.5,205,0.32786885245901637,0.4461907770126071,0.2309538850630357,0.11832192455359075,0.3608818698884516,bovada,Bovada,2026-01-07T01:10:00Z,New Orleans Pelicans,Los Angeles Lakers
2026-01-06,1628978.0,Donte DiVincenzo,MIN,ast,UNDER,3.5,170,0.37037037037037035,0.5037692855622574,0.5188464278112872,0.13339891519188707,0.36017707101809504,bovada,Bovada,2026-01-07T01:10:00Z,Minnesota Timberwolves,Miami Heat
2026-01-06,1642285.0,Cam Spencer,MEM,ast,UNDER,4.5,190,0.3448275862068966,0.46884300774492027,0.34421503872460146,0.1240154215380237,0.3596447224602688,bovada,Bovada,2026-01-07T01:10:00Z,Memphis Grizzlies,San Antonio Spurs
2026-01-06,1628368.0,De'Aaron Fox,SAS,ast,OVER,6.5,210,0.3225806451612903,0.4259859169780105,0.12992958489005269,0.10340527181672021,0.32055634263183264,bovada,Bovada,2026-01-07T01:10:00Z,Memphis Grizzlies,San Antonio Spurs
2026-01-06,1642875.0,Maxime Raynaud,SAC,ast,OVER,1.5,160,0.38461538461538464,0.5065891724741443,0.5329458623707213,0.12197378785875962,0.3171318484327751,betmgm,BetMGM,2026-01-07T04:10:00Z,Sacramento Kings,Dallas Mavericks
2026-01-06,1630162.0,Anthony Edwards,MIN,ast,UNDER,3.5,145,0.40816326530612246,0.5358813891388892,0.679406945694446,0.1277181238327667,0.3129094033902784,bovada,Bovada,2026-01-07T01:10:00Z,Minnesota Timberwolves,Miami Heat
2026-01-06,1629111.0,Jock Landale,MEM,ast,OVER,2.5,158,0.3875968992248062,0.4972698454225101,0.4863492271125506,0.1096729461977039,0.28295620119007625,betonlineag,BetOnline.ag,2026-01-07T01:10:00Z,Memphis Grizzlies,San Antonio Spurs
2026-01-06,202691.0,Klay Thompson,DAL,ast,OVER,1.5,145,0.40816326530612246,0.5220213727222203,0.6101068636111013,0.11385810741609781,0.2789523631694396,betmgm,BetMGM,2026-01-07T04:10:00Z,Sacramento Kings,Dallas Mavericks
2026-01-06,1642281.0,Jaylon Tyson,CLE,ast,OVER,2.5,151,0.398406374501992,0.5083663329717604,0.5418316648588017,0.10995995846976836,0.27599949575911853,williamhill_us,Caesars,2026-01-07T00:10:00Z,Indiana Pacers,Cleveland Cavaliers
