date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-04-12,0022501199,Los Angeles Clippers,Golden State Warriors,2026-04-13T00:40:00Z,-229.9875301459674,229.98753014596733,-6.5,6.5,-105,-115,225.5,100.21672229205498,-100.21672229205494,11,oddsapi_consensus,LAC,GSW,0.4850044983805899,1.209871308894853,0.7017643427632827,LAC: Kawhi Leonard (11.2%); GSW: Brandin Podziemski (11.2%); LAC: Darius Garland (10.9%); LAC: Derrick Jones Jr. (10.1%); LAC: Brook Lopez (10.0%)
2026-04-12,0022501197,San Antonio Spurs,Denver Nuggets,2026-04-13T00:40:00Z,-418.48278351682046,418.4827835168202,-11.5,11.5,-115,-105,232.5,100.54318305268876,-100.54318305268876,11,oddsapi_consensus,SAS,DEN,0.574442516811659,1.2697305775243937,0.7190927056773678,DEN: Nikola Jokic (12.1%); DEN: Jamal Murray (12.1%); SAS: Stephon Castle (10.1%); DEN: Christian Braun (9.9%); SAS: De'Aaron Fox (9.7%)
2026-04-12,0022501189,Miami Heat,Atlanta Hawks,2026-04-12T22:10:00Z,-163.74781109367655,163.74781109367655,-4.5,4.5,-320,230,243.0,-100.0,-100.0,11,oddsapi_consensus,MIA,ATL,0.51499550161941,1.3202948047739398,0.7329434391892525,ATL: Jalen Johnson (11.7%); ATL: Nickeil Alexander-Walker (11.3%); MIA: Bam Adebayo (11.2%); ATL: Dyson Daniels (10.8%); MIA: Pelle Larsson (10.2%)
2026-04-12,0022501191,Philadelphia 76ers,Milwaukee Bucks,2026-04-12T22:10:00Z,-780.929166533332,780.9291665333324,-15.5,15.5,-115,-105,227.0,-100.0,-100.0,11,oddsapi_consensus,PHI,MIL,0.51499550161941,1.247902522552631,0.7128936351227035,PHI: Tyrese Maxey (12.4%); PHI: VJ Edgecombe (11.4%); PHI: Joel Embiid (11.3%); PHI: Paul George (10.5%); MIL: Ousmane Dieng (9.6%)
2026-04-12,0022501190,New York Knicks,Charlotte Hornets,2026-04-12T22:10:00Z,574.4932883506317,-574.4932883506319,13.5,-13.5,-115,-105,218.5,100.4250616339369,-100.42506163393688,11,oddsapi_consensus,NYK,CHA,0.4850044983805899,1.2968058761707582,0.7265963149473793,NYK: Jalen Brunson (11.8%); NYK: OG Anunoby (10.9%); CHA: Brandon Miller (10.2%); NYK: Josh Hart (10.1%); NYK: Mikal Bridges (10.0%)
2026-04-12,0022501198,Los Angeles Lakers,Utah Jazz,2026-04-13T00:40:00Z,-771.168072048193,771.1680720481933,-14.5,14.5,-115,-105,236.5,-100.0,-100.0,11,oddsapi_consensus,LAL,UTA,0.4700359482354282,1.0809375160186931,0.6607227014054424,LAL: Austin Reaves (11.8%); LAL: LeBron James (10.7%); LAL: Luka Doncic (10.7%); UTA: Andersson Garcia (10.5%); UTA: Kennedy Chandler (10.3%)
2026-04-12,0022501200,Portland Trail Blazers,Sacramento Kings,2026-04-13T00:40:00Z,-918.3104307930888,918.310430793088,-16.5,16.5,-105,-115,228.5,100.15915963711603,-100.15915963711603,11,oddsapi_consensus,POR,SAC,0.51499550161941,1.1872121522260226,0.6949294300417752,POR: Deni Avdija (11.0%); SAC: Maxime Raynaud (10.9%); POR: Toumani Camara (10.7%); SAC: Daeqwon Plowden (10.3%); POR: Jrue Holiday (10.1%)
2026-04-12,0022501188,Indiana Pacers,Detroit Pistons,2026-04-12T22:10:00Z,645.4366863586581,-645.4366863586586,14.0,-14.0,-115,-105,229.5,100.60080679769978,-100.60080679769978,11,oddsapi_consensus,IND,DET,0.5299640517645717,1.10023727214359,0.6672078879682298,DET: Jalen Duren (11.0%); DET: Daniss Jenkins (10.6%); DET: Ausar Thompson (10.4%); IND: Pascal Siakam (10.3%); DET: Cade Cunningham (10.2%)
2026-04-12,0022501195,Minnesota Timberwolves,New Orleans Pelicans,2026-04-13T00:40:00Z,-228.93243301411576,228.93243301411576,-6.0,6.0,-105,-115,236.0,-101.55732331874736,101.5573233187474,11,oddsapi_consensus,MIN,NOP,0.5299640517645717,1.095598149954952,0.6656604380677953,NOP: Trey Murphy III (11.8%); MIN: Julius Randle (10.6%); MIN: Ayo Dosunmu (10.5%); MIN: Anthony Edwards (10.3%); NOP: Saddiq Bey (10.1%)
2026-04-12,0022501196,Oklahoma City Thunder,Phoenix Suns,2026-04-13T00:40:00Z,-210.61323833172324,210.61323833172315,-5.5,5.5,-115,-105,213.0,-100.0,-100.0,11,oddsapi_consensus,OKC,PHX,0.5,1.2266373819612353,0.7067228996656996,OKC: Shai Gilgeous-Alexander (11.4%); PHX: CJ Huntley (11.1%); PHX: Dillon Brooks (11.1%); PHX: Oso Ighodaro (11.1%); PHX: Amir Coffey (11.1%)
