date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,CHI,3142010,Azura Stevens,blend_lag1_roll3_roll5_roll10,26.626666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,2491205,Skylar Diggins,blend_lag1_roll3_roll5_roll10,25.433333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4433405,Kamilla Cardoso,blend_lag1_roll3_roll5_roll10,23.84,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,2566186,Rachel Banham,blend_lag1_roll3_roll5_roll10,23.563333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4433630,Rickea Jackson,blend_lag1_roll3_roll5_roll10,23.409999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4433424,Maddy Westbeld,blend_lag1_roll3_roll5_roll10,17.42666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4433433,Aicha Coulibaly,blend_lag1_roll3_roll5_roll10,15.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4858656,Gabriela Jaquez,blend_lag1_roll3_roll5_roll10,14.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4594786,Sydney Taylor,blend_lag1_roll3_roll5_roll10,14.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,2566081,Elizabeth Williams,blend_lag1_roll3_roll5_roll10,12.086666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,4432865,Jacy Sheldon,blend_lag1_roll3_roll5_roll10,9.293333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CHI,981,Courtney Vandersloot,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CON,4433514,Saniya Rivers,blend_lag1_roll3_roll5_roll10,26.87666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
,CON,4684384,Aneesah Morrow,blend_lag1_roll3_roll5_roll10,22.336666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-15T16:00:00Z
