date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-05-09,Cleveland Cavaliers,Detroit Pistons,108.5,55.0,54.0,53.0,51.0,-3.0,-115,-105,-2.0,-105,-115,-1.5,-110,-110,-1.5,110,-130,-1.5,115,-135
2026-05-09,Los Angeles Lakers,Oklahoma City Thunder,103.5,52.5,51.5,55.5,53.0,4.0,-105,-115,2.0,-105,-115,2.0,-115,-105,2.5,-105,-115,2.5,-115,-105
