game_id,expected_threes_0_3,prob_ge_1
0022500831,1.1746842300124265,0.6910834891487049
0022500832,1.225621488757104,0.7064248100645794
0022500833,1.1622660018147906,0.687223375140951
0022500834,1.1461057908910688,0.6821277768330014
0022500835,1.3110026435399005,0.730450341372848
0022500836,1.3195539428342455,0.7327455138389758
0022500837,1.2133487171027866,0.7027996287863443
0022500838,1.2560458019542617,0.7152221288150891
0022500839,1.3400311921023123,0.7381624988091787
0022500840,1.090429750778711,0.6639279645505051
0022500841,1.3046786839016564,0.7287403188534886
