player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Ajay Mitchell,OKC,"[{'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': -105.0, 'edge': 0.0877755905499253, 'ev': 0.1713713910736637, 'ev_pct': 17.13713910736637, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -115.0, 'edge': 0.0651056120820482, 'ev': 0.1217191878055683, 'ev_pct': 12.17191878055683, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -140.0, 'edge': 0.0073003261979428, 'ev': 0.0125148449107592, 'ev_pct': 1.25148449107592, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 135.0, 'edge': 0.1502491412535817, 'ev': 0.3530854819459171, 'ev_pct': 35.30854819459171, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.1293524847186273, 'ev': 0.2897495657697252, 'ev_pct': 28.97495657697252, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 108.0, 'edge': 0.0950118253779679, 'ev': 0.1976245967861735, 'ev_pct': 19.76245967861735, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.1350874002120117, 'ev': 0.2971922804664259, 'ev_pct': 29.719228046642588, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 105.0, 'edge': 0.1018279767086858, 'ev': 0.2087473522528059, 'ev_pct': 20.874735225280592, 'book': 'draftkings'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': -105.0, 'edge': 0.0877755905499253, 'ev': 0.1713713910736637, 'ev_pct': 17.13713910736637, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -115.0, 'edge': 0.0651056120820482, 'ev': 0.1217191878055683, 'ev_pct': 12.17191878055683, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -140.0, 'edge': 0.0073003261979428, 'ev': 0.0125148449107592, 'ev_pct': 1.25148449107592, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 135.0, 'edge': 0.1502491412535817, 'ev': 0.3530854819459171, 'ev_pct': 35.30854819459171, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.1293524847186273, 'ev': 0.2897495657697252, 'ev_pct': 28.97495657697252, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 108.0, 'edge': 0.0950118253779679, 'ev': 0.1976245967861735, 'ev_pct': 19.76245967861735, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.1350874002120117, 'ev': 0.2971922804664259, 'ev_pct': 29.719228046642588, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 105.0, 'edge': 0.1018279767086858, 'ev': 0.2087473522528059, 'ev_pct': 20.874735225280592, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 135.0, 'ev': 0.3530854819459171, 'ev_pct': 35.30854819459171, 'book': 'draftkings'}",model 2.6 vs line 4.5 (-1.9),2.617009417215983,"['EV 35.3%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Bobby Portis,MIL,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.1259029703619889, 'ev': 0.2694323565746561, 'ev_pct': 26.943235657465607, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -130.0, 'edge': 0.0073679752600462, 'ev': 0.0130356485370048, 'ev_pct': 1.30356485370048, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -110.0, 'edge': 0.0426162045655126, 'ev': 0.0813582087159786, 'ev_pct': 8.13582087159786, 'book': 'draftkings'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.1259029703619889, 'ev': 0.2694323565746561, 'ev_pct': 26.943235657465607, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -130.0, 'edge': 0.0073679752600462, 'ev': 0.0130356485370048, 'ev_pct': 1.30356485370048, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -110.0, 'edge': 0.0426162045655126, 'ev': 0.0813582087159786, 'ev_pct': 8.13582087159786, 'book': 'draftkings'}]","{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'ev': 0.2694323565746561, 'ev_pct': 26.943235657465607, 'book': 'draftkings'}",model 0.7 vs line 2.5 (-1.8),0.6864983485001144,"['EV 26.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Chet Holmgren,OKC,"[{'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0050360096577519, 'ev': 0.0100720193155039, 'ev_pct': 1.00720193155039, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 124.0, 'edge': 0.1300172837449283, 'ev': 0.2912387155886394, 'ev_pct': 29.12387155886394, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 116.0, 'edge': 0.1134828922105368, 'ev': 0.2451230471747595, 'ev_pct': 24.51230471747595, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 110.0, 'edge': 0.1002553789830236, 'ev': 0.2105362958643496, 'ev_pct': 21.053629586434962, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 124.0, 'edge': 0.0233927840748464, 'ev': 0.0523998363276561, 'ev_pct': 5.23998363276561, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 124.0, 'edge': 0.0233927840748464, 'ev': 0.0523998363276561, 'ev_pct': 5.23998363276561, 'book': 'draftkings'}]",[],"[{'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0050360096577519, 'ev': 0.0100720193155039, 'ev_pct': 1.00720193155039, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 124.0, 'edge': 0.1300172837449283, 'ev': 0.2912387155886394, 'ev_pct': 29.12387155886394, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 116.0, 'edge': 0.1134828922105368, 'ev': 0.2451230471747595, 'ev_pct': 24.51230471747595, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 110.0, 'edge': 0.1002553789830236, 'ev': 0.2105362958643496, 'ev_pct': 21.053629586434962, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 124.0, 'edge': 0.0233927840748464, 'ev': 0.0523998363276561, 'ev_pct': 5.23998363276561, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 124.0, 'edge': 0.0233927840748464, 'ev': 0.0523998363276561, 'ev_pct': 5.23998363276561, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'OVER', 'line': 6.5, 'price': 124.0, 'ev': 0.2912387155886394, 'ev_pct': 29.12387155886394, 'book': 'draftkings'}",model 10.3 vs line 6.5 (+3.8),10.274509417215985,"['EV 29.1%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
DeMar DeRozan,SAC,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.137041133460874, 'ev': 0.3288987203060977, 'ev_pct': 32.889872030609766, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 135.0, 'edge': 0.1281758852339237, 'ev': 0.3012133302997207, 'ev_pct': 30.12133302997207, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 145.0, 'edge': 0.0157737646026027, 'ev': 0.0386457232763766, 'ev_pct': 3.86457232763766, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.022217839317541, 'ev': 0.0415376995936636, 'ev_pct': 4.15376995936636, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 1.5, 'price': 122.0, 'edge': 0.0126817860363303, 'ev': 0.0281535650006532, 'ev_pct': 2.8153565000653202, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.137041133460874, 'ev': 0.3288987203060977, 'ev_pct': 32.889872030609766, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 135.0, 'edge': 0.1281758852339237, 'ev': 0.3012133302997207, 'ev_pct': 30.12133302997207, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 145.0, 'edge': 0.0157737646026027, 'ev': 0.0386457232763766, 'ev_pct': 3.86457232763766, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.022217839317541, 'ev': 0.0415376995936636, 'ev_pct': 4.15376995936636, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 1.5, 'price': 122.0, 'edge': 0.0126817860363303, 'ev': 0.0281535650006532, 'ev_pct': 2.8153565000653202, 'book': 'fanduel'}]","{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'ev': 0.3288987203060977, 'ev_pct': 32.889872030609766, 'book': 'fanduel'}",model 5.2 vs line 3.5 (+1.7),5.158787575849563,"['EV 32.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Giannis Antetokounmpo,MIL,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.1200842029512914, 'ev': 0.2689886146108929, 'ev_pct': 26.89886146108929, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -110.0, 'edge': 0.0623795103353369, 'ev': 0.1190881560947342, 'ev_pct': 11.90881560947342, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -120.0, 'edge': 0.0459857795390347, 'ev': 0.0843072624882302, 'ev_pct': 8.43072624882302, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -110.0, 'edge': 0.0691319416074743, 'ev': 0.1319791612506329, 'ev_pct': 13.197916125063289, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 114.0, 'edge': 0.1147560662233367, 'ev': 0.2455779817179405, 'ev_pct': 24.55779817179405, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 103.0, 'edge': 0.0894349484110813, 'ev': 0.181552945274495, 'ev_pct': 18.1552945274495, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'edge': 0.0820457858495049, 'ev': 0.1640915716990099, 'ev_pct': 16.40915716990099, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -110.0, 'edge': 0.0582362620399811, 'ev': 0.1111783184399639, 'ev_pct': 11.11783184399639, 'book': 'draftkings'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'edge': 0.1200842029512914, 'ev': 0.2689886146108929, 'ev_pct': 26.89886146108929, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -110.0, 'edge': 0.0623795103353369, 'ev': 0.1190881560947342, 'ev_pct': 11.90881560947342, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -120.0, 'edge': 0.0459857795390347, 'ev': 0.0843072624882302, 'ev_pct': 8.43072624882302, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': -110.0, 'edge': 0.0691319416074743, 'ev': 0.1319791612506329, 'ev_pct': 13.197916125063289, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 114.0, 'edge': 0.1147560662233367, 'ev': 0.2455779817179405, 'ev_pct': 24.55779817179405, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 103.0, 'edge': 0.0894349484110813, 'ev': 0.181552945274495, 'ev_pct': 18.1552945274495, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'edge': 0.0820457858495049, 'ev': 0.1640915716990099, 'ev_pct': 16.40915716990099, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -110.0, 'edge': 0.0582362620399811, 'ev': 0.1111783184399639, 'ev_pct': 11.11783184399639, 'book': 'draftkings'}]","{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 124.0, 'ev': 0.2689886146108929, 'ev_pct': 26.89886146108929, 'book': 'draftkings'}",model 2.8 vs line 4.5 (-1.7),2.7934246156777487,"['EV 26.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Gradey Dick,TOR,"[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -115.0, 'edge': 0.0179536183349749, 'ev': 0.0335654603653879, 'ev_pct': 3.35654603653879, 'book': 'draftkings'}]",[],"[{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -115.0, 'edge': 0.0179536183349749, 'ev': 0.0335654603653879, 'ev_pct': 3.35654603653879, 'book': 'draftkings'}]","{'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -115.0, 'ev': 0.0335654603653879, 'ev_pct': 3.35654603653879, 'book': 'draftkings'}",model 0.8 vs line 1.5 (-0.7),0.8481793709646798,"['EV 3.4%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Isaiah Joe,OKC,"[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -125.0, 'edge': 0.0104227480239856, 'ev': 0.0187609464431742, 'ev_pct': 1.87609464431742, 'book': 'draftkings'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -125.0, 'edge': 0.0104227480239856, 'ev': 0.0187609464431742, 'ev_pct': 1.87609464431742, 'book': 'draftkings'}]","{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -125.0, 'ev': 0.0187609464431742, 'ev_pct': 1.87609464431742, 'book': 'draftkings'}",,,"['EV 1.9%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Jamal Shead,TOR,"[{'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 135.0, 'edge': 0.0132670483142167, 'ev': 0.0311775635384092, 'ev_pct': 3.11775635384092, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 130.0, 'edge': 0.0040163545121815, 'ev': 0.0092376153780175, 'ev_pct': 0.9237615378017501, 'book': 'fanduel'}]",[],"[{'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 135.0, 'edge': 0.0132670483142167, 'ev': 0.0311775635384092, 'ev_pct': 3.11775635384092, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 130.0, 'edge': 0.0040163545121815, 'ev': 0.0092376153780175, 'ev_pct': 0.9237615378017501, 'book': 'fanduel'}]","{'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 135.0, 'ev': 0.0311775635384092, 'ev_pct': 3.11775635384092, 'book': 'draftkings'}",model 1.5 vs line 0.5 (+1.0),1.4733481942579194,"['EV 3.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Kyle Kuzma,MIL,"[{'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 148.0, 'edge': 0.0708923723391963, 'ev': 0.1758130834012068, 'ev_pct': 17.58130834012068, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 119.0, 'edge': 0.0247025980019248, 'ev': 0.0540986896242153, 'ev_pct': 5.40986896242153, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.0140338829419666, 'ev': 0.0300325094958086, 'ev_pct': 3.00325094958086, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 135.0, 'edge': 0.1086530459798985, 'ev': 0.2553346580527615, 'ev_pct': 25.53346580527615, 'book': 'draftkings'}]",[],"[{'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 148.0, 'edge': 0.0708923723391963, 'ev': 0.1758130834012068, 'ev_pct': 17.58130834012068, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 119.0, 'edge': 0.0247025980019248, 'ev': 0.0540986896242153, 'ev_pct': 5.40986896242153, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.0140338829419666, 'ev': 0.0300325094958086, 'ev_pct': 3.00325094958086, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 135.0, 'edge': 0.1086530459798985, 'ev': 0.2553346580527615, 'ev_pct': 25.53346580527615, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 148.0, 'ev': 0.1758130834012068, 'ev_pct': 17.58130834012068, 'book': 'fanduel'}",model 2.9 vs line 3.5 (-0.6),2.917009417215984,"['EV 17.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Luguentz Dort,OKC,"[{'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -122.0, 'edge': 0.0164815845036334, 'ev': 0.0299910799984151, 'ev_pct': 2.99910799984151, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 132.0, 'edge': 0.0935819878507354, 'ev': 0.2171102118137062, 'ev_pct': 21.711021181370622, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0898338619137039, 'ev': 0.2066178824015191, 'ev_pct': 20.66178824015191, 'book': 'draftkings'}]",[],"[{'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -122.0, 'edge': 0.0164815845036334, 'ev': 0.0299910799984151, 'ev_pct': 2.99910799984151, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 132.0, 'edge': 0.0935819878507354, 'ev': 0.2171102118137062, 'ev_pct': 21.711021181370622, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0898338619137039, 'ev': 0.2066178824015191, 'ev_pct': 20.66178824015191, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -122.0, 'ev': 0.0299910799984151, 'ev_pct': 2.99910799984151, 'book': 'fanduel'}",model 3.1 vs line 1.5 (+1.6),3.12367608388265,"['EV 3.0%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
