date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-02-20,Charlotte Hornets,Cleveland Cavaliers,112.5,57.0,55.5,3.0,-105,-115,1.5,-105,-115,1.5,-110,-110
2026-02-20,Washington Wizards,Indiana Pacers,112.0,56.5,55.5,0.5,-110,-110,0.5,-115,-105,0.5,-115,-105
2026-02-20,Memphis Grizzlies,Utah Jazz,115.5,58.5,57.0,-0.5,-110,-110,-0.5,-105,-115,-0.5,-105,-115
2026-02-20,Minnesota Timberwolves,Dallas Mavericks,122.5,61.5,60.0,-8.0,-110,-110,-4.0,-115,-105,-4.0,-110,-110
2026-02-20,Atlanta Hawks,Miami Heat,125.5,63.5,61.5,2.0,-110,-110,1.0,-110,-110,1.0,-110,-110
2026-02-20,Oklahoma City Thunder,Brooklyn Nets,109.0,55.5,54.0,-10.5,-115,-105,-5.5,-110,-110,-5.0,-115,-105
2026-02-20,New Orleans Pelicans,Milwaukee Bucks,115.0,58.0,57.5,-2.0,-110,-110,-1.0,-110,-110,-1.0,-110,-110
2026-02-20,Portland Trail Blazers,Denver Nuggets,117.0,59.0,57.5,1.0,-115,-105,0.5,-115,-105,0.5,-115,-105
2026-02-20,Los Angeles Lakers,Los Angeles Clippers,110.5,55.5,54.0,-4.0,-110,-110,-2.0,-110,-110,-2.0,-110,-110
