game_id,expected_threes_0_3,prob_ge_1
0022500516,2.2124974058020994,0.8905729767017652
0022500517,2.1452562223223124,0.8829619545577706
0022500518,2.1959486921393507,0.8887470333905931
0022500519,2.1421961329940413,0.8826032591438133
0022500520,2.268892642072877,0.8965733529890835
0022500521,2.184667396216616,0.8874848496038206
0022500522,2.2355142856523518,0.893062880517449
0022500523,2.158353348831728,0.8844848222810655
0022500524,2.253426821833274,0.8949613416511416
0022500525,2.2339467168614977,0.8928951177708946
0022500526,2.317062318662696,0.9014372934525847
0022500527,2.169252421347732,0.8857369944268003
