date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-18,,DAL,WSH,home,DAL,150,4433730,Paige Bueckers,scenario,close,27,13.0,18.0,24.0,2.0,4.0,8.0,2.0,4.0,5.400000000000002,0.0,1.0,3.400000000000002,19.0,26.0,34.800000000000004
2026-05-18,,DAL,WSH,home,DAL,150,4433730,Paige Bueckers,scenario,medium,37,10.2,17.0,26.799999999999997,1.6,5.0,8.0,2.0,4.0,6.0,1.0,2.0,3.0,19.6,27.0,37.4
2026-05-18,,DAL,WSH,home,DAL,150,4433730,Paige Bueckers,scenario,blowout,86,13.0,19.0,26.0,2.0,5.0,8.0,1.5,4.0,7.0,0.0,2.0,4.0,20.0,28.0,37.5
2026-05-18,,DAL,WSH,home,DAL,150,4399415,Maddy Siegrist,scenario,close,27,9.8,14.0,23.0,3.0,7.0,10.400000000000002,0.0,1.0,3.0,0.0,1.0,3.0,17.6,23.0,29.400000000000002
2026-05-18,,DAL,WSH,home,DAL,150,4399415,Maddy Siegrist,scenario,medium,37,9.2,16.0,25.0,3.0,7.0,11.0,0.0,1.0,3.0,0.0,1.0,2.0,17.2,24.0,35.8
2026-05-18,,DAL,WSH,home,DAL,150,4399415,Maddy Siegrist,scenario,blowout,86,9.5,18.0,26.0,3.0,7.0,10.0,0.0,1.0,3.0,0.0,1.0,3.0,19.0,24.5,34.0
2026-05-18,,DAL,WSH,home,DAL,150,2529047,Odyssey Sims,scenario,close,27,4.6,12.0,14.400000000000002,2.0,3.0,5.0,1.0,2.0,5.0,0.0,1.0,2.0,10.6,16.0,21.400000000000002
2026-05-18,,DAL,WSH,home,DAL,150,2529047,Odyssey Sims,scenario,medium,37,4.0,11.0,18.4,1.6,4.0,6.0,2.0,3.0,5.399999999999999,0.0,0.0,2.3999999999999986,11.0,19.0,25.4
2026-05-18,,DAL,WSH,home,DAL,150,2529047,Odyssey Sims,scenario,blowout,86,6.0,11.0,16.0,1.0,3.0,6.0,2.0,3.0,6.0,0.0,1.0,2.0,11.0,18.0,25.5
2026-05-18,,DAL,WSH,home,DAL,150,4433807,Aziaha James,scenario,close,27,5.2,12.0,18.0,3.6,5.0,9.400000000000002,1.0,2.0,4.0,0.0,1.0,2.0,10.8,20.0,27.800000000000004
2026-05-18,,DAL,WSH,home,DAL,150,4433807,Aziaha James,scenario,medium,37,3.6,11.0,15.399999999999999,3.0,5.0,8.399999999999999,0.6000000000000001,2.0,4.0,0.0,0.0,2.0,11.0,18.0,24.4
2026-05-18,,DAL,WSH,home,DAL,150,4433807,Aziaha James,scenario,blowout,86,4.0,11.0,16.0,3.0,6.0,8.0,0.0,2.0,4.0,0.0,0.0,2.0,11.0,18.5,24.0
