game_id,expected_threes_0_3,prob_ge_1
0022500775,2.3061741525489037,0.9003582626579026
0022500776,2.253767010902836,0.8949970685772939
0022500777,2.151635336203851,0.8837061773135376
0022500778,2.3379328467167726,0.9034730318240778
0022500779,2.2443938080466204,0.8940082277373786
0022500780,2.224758776560302,0.8919065098263216
0022500781,2.058501582720651,0.8723549077195846
0022500782,2.0598030106025087,0.8725209205513651
0022500783,2.3047263021357365,0.9002138918388682
0022500784,2.127618683293372,0.880879379703259
0022500785,2.2533740529532533,0.8949557987325362
0022500786,2.0895374856338433,0.8762556438737334
0022500787,2.189888228922194,0.8880707416279523
0022500788,2.3367138484159033,0.9033552938672781
