game_id,expected_threes_0_3,prob_ge_1
0022500409,1.2,0.6988057880877978
0022500410,1.2,0.6988057880877978
0022500411,1.2,0.6988057880877978
0022500412,1.2,0.6988057880877978
0022500413,1.2,0.6988057880877978
0022500414,1.2,0.6988057880877978
0022500415,1.2,0.6988057880877978
0022500416,1.2,0.6988057880877978
0022500417,1.2,0.6988057880877978
0022500418,1.2,0.6988057880877978
0022500419,1.2,0.6988057880877978
0022500420,1.2,0.6988057880877978
0022500421,1.2,0.6988057880877978
0022500422,1.2,0.6988057880877978
