date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-17,CHARLOTTE HORNETS,MIAMI HEAT,CHA,MIA,136,106,9.126519674417262,221.84061655291427,30,242,-20.87348032558274,-20.15938344708573
2026-03-17,DENVER NUGGETS,PHILADELPHIA 76ERS,DEN,PHI,124,96,2.4152944986434712,229.95145377192787,28,220,-25.584705501356527,9.951453771927874
2026-03-17,DENVER NUGGETS,PHILADELPHIA 76ERS,DEN,PHI,124,96,2.4152944986434712,229.95145377192787,28,220,-25.584705501356527,9.951453771927874
2026-03-17,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,MIL,CLE,116,123,-8.633361038480272,224.54156683847248,-7,239,-1.6333610384802721,-14.458433161527523
2026-03-17,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,MIL,CLE,116,123,-8.633361038480272,224.54156683847248,-7,239,-1.6333610384802721,-14.458433161527523
2026-03-17,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,MIN,PHX,116,104,-2.0049807055346034,223.66438254202768,12,220,-14.004980705534603,3.664382542027681
2026-03-17,NEW YORK KNICKS,INDIANA PACERS,NYK,IND,136,110,-3.394200758152456,224.46883498586425,26,246,-29.394200758152458,-21.531165014135752
2026-03-17,ORLANDO MAGIC,OKLAHOMA CITY THUNDER,ORL,OKC,108,113,12.55924404543129,226.818219858226,-5,221,17.559244045431292,5.818219858226001
2026-03-17,SACRAMENTO KINGS,SAN ANTONIO SPURS,SAC,SAS,104,132,4.689716185513298,224.9767391213953,-28,236,32.6897161855133,-11.023260878604702
2026-03-17,WASHINGTON WIZARDS,DETROIT PISTONS,WAS,DET,117,130,-8.88671817857722,225.41299601859825,-13,247,4.113281821422779,-21.58700398140175
