date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-01-09,2026-01-10T00:40:00Z,Brooklyn Nets,Los Angeles Clippers,182.27272727272728,-220.54545454545453,6.0,-6.0,-110.2,-110.0,215.0,-107.75,-110.75,11,11,5,4,oddsapi_consensus
2026-01-09,2026-01-10T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder,180.0909090909091,-217.63636363636363,5.5,-5.5,-107.71428571428571,-105.0,229.5,-109.7,-109.7,11,11,7,10,oddsapi_consensus
2026-01-09,2026-01-10T02:10:00Z,Denver Nuggets,Atlanta Hawks,84.72727272727273,-122.81818181818181,2.0,-2.0,-112.66666666666667,-110.0,232.0,-110.33333333333333,-108.66666666666667,11,11,6,6,oddsapi_consensus
2026-01-09,2026-01-10T03:10:00Z,Portland Trail Blazers,Houston Rockets,204.9090909090909,-251.8181818181818,7.0,-7.0,-110.28571428571429,-110.0,221.5,-109.44444444444444,-109.88888888888889,11,11,7,9,oddsapi_consensus
2026-01-09,2026-01-10T00:11:00Z,Orlando Magic,Philadelphia 76ers,-52.857142857142854,-119.14285714285714,1.5,-1.5,-124.16666666666667,-125.0,221.5,-112.5,-115.0,7,7,6,2,oddsapi_consensus
2026-01-09,2026-01-10T00:11:00Z,Boston Celtics,Toronto Raptors,-692.0,440.0,-11.5,11.5,-119.4,-110.0,237.5,-112.5,-117.5,7,7,5,2,oddsapi_consensus
2026-01-09,2026-01-10T03:40:00Z,Los Angeles Lakers,Milwaukee Bucks,-153.54545454545453,129.0,-3.0,3.0,-110.55555555555556,175.0,229.0,-109.57142857142857,-109.57142857142857,11,11,9,7,oddsapi_consensus
2026-01-09,2026-01-10T03:10:00Z,Golden State Warriors,Sacramento Kings,-801.8181818181819,538.7272727272727,-15.0,15.0,-108.16666666666667,-115.0,231.5,-110.28571428571429,-108.85714285714286,11,11,6,7,oddsapi_consensus
2026-01-09,2026-01-10T02:10:00Z,Phoenix Suns,New York Knicks,-29.09090909090909,-118.27272727272727,1.0,-1.0,-110.11111111111111,-120.0,228.0,-109.5,-109.5,11,11,9,6,oddsapi_consensus
2026-01-09,2026-01-10T00:12:00Z,Washington Wizards,New Orleans Pelicans,146.0,-189.42857142857142,4.5,-4.5,-121.4,-110.0,237.5,-115.0,-115.0,7,7,5,2,oddsapi_consensus
