date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,open_line,open_price,open_implied_prob,line_move,implied_move,sentiment_strength,sentiment_w,sentiment_applied
2026-03-04,1628404.0,Josh Hart,NYK,ast,UNDER,4.5,110,0.47619047619047616,0.7572943231609746,0.8573489668606418,0.2811038469704984,0.5903180786380466,fanduel,FanDuel,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,4.5,110,0.47619047619047616,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-105,0.5121951219512195,0.8130349309765104,0.9431037481153122,0.30083980902529084,0.5873539128589012,betonlineag,BetOnline.ag,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,5.5,-105,0.5121951219512195,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-105,0.5121951219512195,0.8130349309765104,0.9431037481153122,0.30083980902529084,0.5873539128589012,betmgm,BetMGM,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,5.5,-105,0.5121951219512195,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-105,0.5121951219512195,0.8130349309765104,0.9431037481153122,0.30083980902529084,0.5873539128589012,betrivers,BetRivers,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,5.5,-105,0.5121951219512195,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-106,0.5145631067961165,0.8130349309765104,0.9431037481153122,0.29847182418039386,0.5800490168034069,draftkings,DraftKings,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,5.5,-106,0.5145631067961165,0.0,0.0,0.0,0.0,False
2026-03-04,1628404.0,Josh Hart,NYK,ast,UNDER,4.5,108,0.4807692307692308,0.7572943231609746,0.8573489668606418,0.2765250923917438,0.5751721921748272,betrivers,BetRivers,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,4.5,108,0.4807692307692308,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-108,0.5192307692307693,0.8130349309765104,0.9431037481153122,0.2938041617457411,0.565845052251057,williamhill_us,Caesars,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,5.5,-108,0.5192307692307693,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,6.5,130,0.43478260869565216,0.6805300793107103,0.9428279164762596,0.24574747061505814,0.5652191824146338,bovada,Bovada,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,8.5,-245,0.7101449275362319,-2.0,-0.27536231884057977,5.922705314009662,0.35,True
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,130,0.43478260869565216,0.6532839151304224,0.7105804635145505,0.21850130643477023,0.5025530047999716,betmgm,BetMGM,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,2.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,118,0.45871559633027525,0.6797928258116901,0.7402298053977066,0.22107722948141484,0.4819483602694844,fanduel,FanDuel,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,4.5,118,0.45871559633027525,0.0,0.0,0.0,0.0,False
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,118,0.45871559633027525,0.6797928258116901,0.7402298053977066,0.22107722948141484,0.4819483602694844,betrivers,BetRivers,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,4.5,118,0.45871559633027525,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,124,0.44642857142857145,0.6532839151304224,0.7105804635145505,0.20685534370185094,0.4633559698921461,betonlineag,BetOnline.ag,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,2.5,124,0.44642857142857145,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,123,0.4484304932735426,0.6532839151304224,0.7105804635145505,0.20485342185687977,0.4568231307408419,draftkings,DraftKings,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,2.5,123,0.4484304932735426,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-136,0.576271186440678,0.8386604050660484,0.9825275544069093,0.26238921862537046,0.4553224676146135,fanduel,FanDuel,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-136,0.576271186440678,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-137,0.5780590717299579,0.8386604050660484,0.9825275544069093,0.2606013333360906,0.4508212846763028,williamhill_us,Caesars,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-137,0.5780590717299579,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,122,0.45045045045045046,0.6532839151304224,0.7105804635145505,0.20283346467997193,0.4502902915895377,fanduel,FanDuel,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,2.5,122,0.45045045045045046,0.0,0.0,0.0,0.0,False
2026-03-04,204456.0,T.J. McConnell,IND,ast,UNDER,4.5,-141,0.5850622406639004,0.843724674555143,0.9903187382362855,0.25866243389124255,0.4421109685658827,betonlineag,BetOnline.ag,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,4.5,-141,0.5850622406639004,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-139,0.5815899581589958,0.8386604050660484,0.9825275544069093,0.2570704469070526,0.4420132144660832,betrivers,BetRivers,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-139,0.5815899581589958,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-140,0.5833333333333334,0.8386604050660484,0.9825275544069093,0.25532707173271507,0.4377035515417973,draftkings,DraftKings,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-140,0.5833333333333334,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,120,0.45454545454545453,0.6532839151304224,0.7105804635145505,0.19873846058496786,0.4372246132869292,betrivers,BetRivers,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,2.5,120,0.45454545454545453,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-141,0.5850622406639004,0.8386604050660484,0.9825275544069093,0.253598164402148,0.4334550185880687,betonlineag,BetOnline.ag,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-141,0.5850622406639004,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-145,0.5918367346938775,0.8386604050660484,0.9825275544069093,0.2468236703721709,0.4170468913184957,betmgm,BetMGM,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,7.5,-145,0.5918367346938775,0.0,0.0,0.0,0.0,False
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,108,0.4807692307692308,0.6797928258116901,0.7402298053977066,0.1990235950424593,0.4139690776883155,betonlineag,BetOnline.ag,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,4.5,108,0.4807692307692308,0.0,0.0,0.0,0.0,False
2026-03-04,1628404.0,Josh Hart,NYK,ast,UNDER,4.5,115,0.46511627906976744,0.6550320077290521,0.8573489668606418,0.1899157286592847,0.40831881661746205,bovada,Bovada,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,5.5,-170,0.6296296296296297,-1.0,-0.16451335055986221,3.40855584266437,0.35,True
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,107,0.4830917874396135,0.6797928258116901,0.7402298053977066,0.1967010383720766,0.4071711494301985,williamhill_us,Caesars,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,4.5,107,0.4830917874396135,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,1.5,180,0.35714285714285715,0.5010237091895601,0.6198501502670083,0.14388085204670292,0.4028663857307683,bovada,Bovada,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-160,0.6153846153846154,-1.0,-0.25824175824175827,4.970695970695972,0.35,True
2026-03-04,1631260.0,A.J. Green,MIL,ast,OVER,1.5,-115,0.5348837209302325,0.7498692715019583,0.8459258104621551,0.21498555057172575,0.40192950759061763,betmgm,BetMGM,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,1.5,-115,0.5348837209302325,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,5.5,-105,0.5121951219512195,0.7077409978176585,0.9431037481153122,0.195545875866439,0.38178004335828564,bovada,Bovada,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,6.5,-200,0.6666666666666666,-1.0,-0.1544715447154471,3.241192411924118,0.35,True
2026-03-04,1631096.0,Chet Holmgren,OKC,ast,OVER,2.5,155,0.39215686274509803,0.5414844651004648,0.5636431739364645,0.14932760235536674,0.38078538600618517,betonlineag,BetOnline.ag,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,155,0.39215686274509803,0.0,0.0,0.0,0.0,False
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,130,0.43478260869565216,0.5940392498210768,0.7402298053977066,0.15925664112542465,0.36629027458847674,bovada,Bovada,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,5.5,-150,0.6,-1.0,-0.16521739130434782,3.4202898550724634,0.35,True
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,4.5,100,0.5,0.6797928258116901,0.7402298053977066,0.1797928258116901,0.3595856516233802,betmgm,BetMGM,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,4.5,100,0.5,0.0,0.0,0.0,0.0,False
2026-03-04,1628404.0,Josh Hart,NYK,ast,UNDER,5.5,-170,0.6296296296296297,0.8197460513080941,0.953428548625441,0.19011642167846443,0.3019496109010906,bovada,Bovada,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,5.5,-170,0.6296296296296297,0.0,0.0,0.0,0.0,False
2026-03-04,1631096.0,Chet Holmgren,OKC,ast,OVER,2.5,140,0.4166666666666667,0.5414844651004648,0.5636431739364645,0.12481779843379809,0.2995627162411154,betrivers,BetRivers,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,140,0.4166666666666667,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,-135,0.574468085106383,0.7461930930801656,0.9825275544069093,0.17172500797378254,0.29892871758399187,bovada,Bovada,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,8.5,-245,0.7101449275362319,-1.0,-0.1356768424298489,2.927947373830815,0.35,True
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,5.5,-150,0.6,0.774529206397008,0.8838641718391547,0.17452920639700797,0.29088201066167985,bovada,Bovada,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,5.5,-150,0.6,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,2.5,120,0.45454545454545453,0.5837254539256836,0.7105804635145505,0.12917999938022912,0.284195998636504,bovada,Bovada,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,3.5,-200,0.6666666666666666,-1.0,-0.2121212121212121,4.2020202020202015,0.35,True
2026-03-04,1630198.0,Isaiah Joe,OKC,ast,OVER,2.5,161,0.3831417624521073,0.4892290731098473,0.4834310575182339,0.10608731065774002,0.27688788081670157,betonlineag,BetOnline.ag,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,161,0.3831417624521073,0.0,0.0,0.0,0.0,False
2026-03-04,1627759.0,Jaylen Brown,BOS,ast,UNDER,5.5,-155,0.6078431372549019,0.774529206397008,0.8838641718391547,0.16668606914210604,0.27422546858862595,draftkings,DraftKings,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,5.5,-155,0.6078431372549019,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,2.5,-157,0.6108949416342413,0.777365507724518,0.8882277123430161,0.16647056609027666,0.2725027737910899,draftkings,DraftKings,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-157,0.6108949416342413,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,2.5,-159,0.6138996138996139,0.777365507724518,0.8882277123430161,0.16346589382490406,0.26627463207956065,betonlineag,BetOnline.ag,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-159,0.6138996138996139,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,2.5,-160,0.6153846153846154,0.777365507724518,0.8882277123430161,0.16198089233990254,0.2632189500523417,bovada,Bovada,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-160,0.6153846153846154,0.0,0.0,0.0,0.0,False
2026-03-04,1630700.0,Dyson Daniels,ATL,ast,UNDER,6.5,-200,0.6666666666666666,0.8405480207213027,0.985431578491916,0.17388135405463612,0.2608220310819541,bovada,Bovada,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,6.5,-200,0.6666666666666666,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,2.5,-162,0.6183206106870229,0.777365507724518,0.8882277123430161,0.15904489703749503,0.2572207594063191,fanduel,FanDuel,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-162,0.6183206106870229,0.0,0.0,0.0,0.0,False
2026-03-04,202696.0,Nikola Vucevic,BOS,ast,UNDER,2.5,-167,0.6254681647940075,0.777365507724518,0.8882277123430161,0.1518973429305105,0.24285383570327118,betrivers,BetRivers,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,-167,0.6254681647940075,0.0,0.0,0.0,0.0,False
2026-03-04,1628970.0,Miles Bridges,CHA,ast,UNDER,2.5,130,0.43478260869565216,0.5354639895846595,0.5544654827738088,0.1006813808890073,0.23156717604471677,fanduel,FanDuel,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-04,1631096.0,Chet Holmgren,OKC,ast,OVER,2.5,150,0.4,0.4919649023153021,0.5636431739364645,0.09196490231530208,0.22991225578825525,bovada,Bovada,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,1.5,-190,0.6551724137931034,1.0,-0.2551724137931034,4.919540229885057,0.35,True
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,4.5,130,0.43478260869565216,0.5324459741720853,0.6297752898688949,0.09766336547643312,0.2246257405957962,bovada,Bovada,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-150,0.6,-1.0,-0.16521739130434782,3.4202898550724634,0.35,True
2026-03-04,1630198.0,Isaiah Joe,OKC,ast,OVER,2.5,150,0.4,0.4892290731098473,0.4834310575182339,0.08922907310984729,0.22307268277461823,betrivers,BetRivers,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,150,0.4,0.0,0.0,0.0,0.0,False
2026-03-04,1631230.0,Dominick Barlow,PHI,ast,OVER,1.5,170,0.37037037037037035,0.4526741629241198,0.4274898706141753,0.08230379255374948,0.2222202398951234,betmgm,BetMGM,2026-03-05T00:40:00Z,Philadelphia 76ers,Utah Jazz,1.5,170,0.37037037037037035,0.0,0.0,0.0,0.0,False
2026-03-04,201572.0,Brook Lopez,LAC,ast,OVER,1.5,-120,0.5454545454545454,0.6658569370555028,0.7246215574107735,0.12040239160095734,0.22073771793508845,betmgm,BetMGM,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,1.5,-120,0.5454545454545454,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-150,0.6,0.731820373422408,0.8181582749551549,0.13182037342240804,0.21970062237068,bovada,Bovada,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-150,0.6,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-151,0.601593625498008,0.731820373422408,0.8181582749551549,0.13022674792440003,0.21646962734453257,draftkings,DraftKings,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-151,0.601593625498008,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-152,0.6031746031746031,0.731820373422408,0.8181582749551549,0.12864577024780488,0.21328114541083437,betonlineag,BetOnline.ag,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-152,0.6031746031746031,0.0,0.0,0.0,0.0,False
2026-03-04,1626157.0,Karl-Anthony Towns,NYK,ast,UNDER,1.5,200,0.3333333333333333,0.40260700709397307,0.4081032229464352,0.06927367376063975,0.20782102128191926,bovada,Bovada,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,-145,0.5918367346938775,-1.0,-0.2585034013605442,4.975056689342404,0.35,True
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-154,0.6062992125984252,0.731820373422408,0.8181582749551549,0.1255211608239828,0.20702840811228335,williamhill_us,Caesars,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-154,0.6062992125984252,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-155,0.6078431372549019,0.731820373422408,0.8181582749551549,0.12397723616750611,0.20396254982396156,betrivers,BetRivers,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-155,0.6078431372549019,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-155,0.6078431372549019,0.731820373422408,0.8181582749551549,0.12397723616750611,0.20396254982396156,betmgm,BetMGM,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-155,0.6078431372549019,0.0,0.0,0.0,0.0,False
2026-03-04,1641717.0,Cason Wallace,OKC,ast,OVER,2.5,-185,0.6491228070175439,0.7812519387950518,0.8942068370669145,0.13212913177750796,0.20355028408967446,betmgm,BetMGM,2026-03-05T00:10:00Z,New York Knicks,Oklahoma City Thunder,2.5,-185,0.6491228070175439,0.0,0.0,0.0,0.0,False
2026-03-04,1631248.0,Baylor Scheierman,BOS,ast,UNDER,1.5,130,0.43478260869565216,0.522374966438078,0.5344247395616657,0.08759235774242585,0.20146242280757942,betmgm,BetMGM,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,1.5,130,0.43478260869565216,0.0,0.0,0.0,0.0,False
2026-03-04,201950.0,Jrue Holiday,POR,ast,UNDER,5.5,-158,0.6124031007751938,0.731820373422408,0.8181582749551549,0.11941727264721425,0.19499782495557766,fanduel,FanDuel,2026-03-05T01:10:00Z,Memphis Grizzlies,Portland Trail Blazers,5.5,-158,0.6124031007751938,0.0,0.0,0.0,0.0,False
2026-03-04,1629674.0,Neemias Queta,BOS,ast,OVER,1.5,120,0.45454545454545453,0.5429177404550357,0.5658196762180558,0.08837228590958118,0.19441902900107855,betmgm,BetMGM,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,1.5,120,0.45454545454545453,0.0,0.0,0.0,0.0,False
2026-03-04,1630552.0,Jalen Johnson,ATL,ast,UNDER,8.5,-245,0.7101449275362319,0.8473153124827364,0.9958427965864292,0.13717038494650446,0.19315829716956756,bovada,Bovada,2026-03-05T02:40:00Z,Milwaukee Bucks,Atlanta Hawks,8.5,-245,0.7101449275362319,0.0,0.0,0.0,0.0,False
2026-03-04,1627783.0,Pascal Siakam,IND,ast,UNDER,3.5,-200,0.6666666666666666,0.7876174085409092,0.9039998674451566,0.1209507418742426,0.18142611281136384,bovada,Bovada,2026-03-05T03:40:00Z,Los Angeles Clippers,Indiana Pacers,3.5,-200,0.6666666666666666,0.0,0.0,0.0,0.0,False
2026-03-04,1628970.0,Miles Bridges,CHA,ast,UNDER,2.5,120,0.45454545454545453,0.5354639895846595,0.5544654827738088,0.08091853503920493,0.17802077708625075,betmgm,BetMGM,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,120,0.45454545454545453,0.0,0.0,0.0,0.0,False
2026-03-04,1630202.0,Payton Pritchard,BOS,ast,UNDER,4.5,150,0.4,0.46591252948552303,0.5021615473741445,0.06591252948552301,0.1647813237138076,bovada,Bovada,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,6.5,-260,0.7222222222222222,-2.0,-0.3222222222222222,6.703703703703703,0.35,True
2026-03-04,1631217.0,Moussa Diabate,CHA,ast,OVER,1.5,-135,0.574468085106383,0.6680891831377752,0.7271144487003481,0.09362109803139218,0.1629700595361272,betmgm,BetMGM,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,1.5,-135,0.574468085106383,0.0,0.0,0.0,0.0,False
2026-03-04,1628970.0,Miles Bridges,CHA,ast,UNDER,2.5,115,0.46511627906976744,0.5354639895846595,0.5544654827738088,0.07034771051489203,0.1512475776070178,betonlineag,BetOnline.ag,2026-03-05T00:40:00Z,Boston Celtics,Charlotte Hornets,2.5,115,0.46511627906976744,0.0,0.0,0.0,0.0,False
