market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Atlanta Hawks,Atlanta Hawks,Boston Celtics,2026-03-30,0.0875929493312777,-105.87824744378516,0.5142760284701525,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,Boston Celtics,2026-03-30,0.28643395169232144,-135.0,0.574468085106383,7.683749141126226,-1.0,8.683749141126226,1.0,,High
TOTAL,Over,Atlanta Hawks,Boston Celtics,2026-03-30,0.4496295109233688,101.33336535823716,0.49668866271652323,9.326155376682067,222.0,,,231.32615537668207,High
ATS,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,2026-03-30,0.5352074075073036,-115.0,0.5348837209302325,11.037420562586313,7.0,4.037420562586313,-7.0,,High
TOTAL,Under,Dallas Mavericks,Minnesota Timberwolves,2026-03-30,0.5925233772185166,-100.0,0.5,-13.253478235626915,236.0,,,222.74652176437309,High
ATS,Washington Wizards,Los Angeles Lakers,Washington Wizards,2026-03-30,0.23099671973589286,-105.0,0.5121951219512195,-3.9984691272583444,16.0,12.001530872741656,16.0,,High
TOTAL,Under,Los Angeles Lakers,Washington Wizards,2026-03-30,0.6527485867780305,100.74526759594912,0.4981437480323343,-14.848626803756531,235.5,,,220.65137319624347,High
ATS,Memphis Grizzlies,Memphis Grizzlies,Phoenix Suns,2026-03-30,0.8690511244757944,-110.0,0.5238095238095238,24.408613502265254,13.5,10.908613502265256,-13.5,,High
TOTAL,Under,Memphis Grizzlies,Phoenix Suns,2026-03-30,0.11932735804465266,-100.43391477913738,0.5010824385174922,-2.4510198639931957,229.5,,,227.0489801360068,Medium
ML,Philadelphia 76ers,Miami Heat,Philadelphia 76ers,2026-03-30,0.06828323507039585,-125.40833814564078,0.556360688239545,,,,,,High
ATS,Philadelphia 76ers,Miami Heat,Philadelphia 76ers,2026-03-30,0.1323019999518863,-180.0,0.6428571428571429,-7.277993482137129,-2.5,-9.777993482137129,-2.5,,High
TOTAL,Under,Miami Heat,Philadelphia 76ers,2026-03-30,0.5771169104107994,-100.57917297590328,0.5014437515304065,-12.949174127327609,246.5,,,233.5508258726724,High
ATS,Detroit Pistons,Oklahoma City Thunder,Detroit Pistons,2026-03-30,0.7967976936022392,-115.0,0.5348837209302325,-21.15999706066721,13.5,-7.659997060667207,13.5,,High
TOTAL,Over,Oklahoma City Thunder,Detroit Pistons,2026-03-30,0.17530342503251295,101.85091333289718,0.49541514749094895,3.322983971402749,219.5,,,222.82298397140275,Medium
ATS,Chicago Bulls,San Antonio Spurs,Chicago Bulls,2026-03-30,0.7934178067611927,-115.0,0.5348837209302325,-20.907321620783332,18.5,-2.407321620783333,18.5,,High
TOTAL,Under,San Antonio Spurs,Chicago Bulls,2026-03-30,0.8210399345937966,-100.0,0.5,-21.503422173509108,244.0,,,222.4965778264909,High
ATS,Utah Jazz,Utah Jazz,Cleveland Cavaliers,2026-03-30,0.5826728643626414,-115.0,0.5348837209302325,12.260775448867827,17.0,-4.739224551132173,-17.0,,High
TOTAL,Under,Utah Jazz,Cleveland Cavaliers,2026-03-30,0.6666294629424935,100.24772096710264,0.49938146370429026,-15.411674718607685,242.5,,,227.08832528139231,High
