date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142191,Kelsey Mitchell,scenario,close,578,13.0,21.0,30.0,2.0,4.0,6.0,0.0,2.0,4.0,0.0,2.0,4.0,18.0,27.0,37.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142191,Kelsey Mitchell,scenario,medium,592,13.0,21.0,31.0,1.0,4.0,6.0,0.0,2.0,3.0,0.0,2.0,4.0,18.0,27.0,37.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142191,Kelsey Mitchell,scenario,blowout,830,11.0,19.0,28.0,1.0,3.0,6.0,0.0,2.0,3.0,0.0,1.0,3.0,16.0,24.0,34.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4398829,Lexie Hull,scenario,close,578,7.0,13.0,20.0,3.0,6.0,10.0,0.0,2.0,4.0,0.0,1.0,3.0,14.0,21.0,29.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4398829,Lexie Hull,scenario,medium,592,6.0,11.0,19.0,3.0,6.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,13.0,20.0,28.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4398829,Lexie Hull,scenario,blowout,830,5.0,11.0,18.0,3.0,6.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,12.0,19.0,27.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4432831,Aliyah Boston,scenario,close,578,4.0,10.0,16.0,6.0,9.5,14.0,1.0,3.0,6.0,0.0,0.0,2.0,16.0,23.0,31.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4432831,Aliyah Boston,scenario,medium,592,4.0,10.0,16.0,6.0,10.0,14.0,1.0,3.0,5.0,0.0,0.0,2.0,16.0,23.0,30.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4432831,Aliyah Boston,scenario,blowout,830,4.0,9.0,15.0,5.0,9.0,13.0,1.0,3.0,5.0,0.0,0.0,1.0,15.0,21.0,28.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4682855,Justine Pissott,scenario,close,578,4.0,9.0,16.0,1.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,2.300000000000068,7.0,13.0,20.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4682855,Justine Pissott,scenario,medium,592,4.0,9.0,15.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,2.8999999999999773,7.0,13.0,20.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4682855,Justine Pissott,scenario,blowout,830,3.0,9.0,15.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,6.0,12.0,20.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142055,Myisha Hines-Allen,scenario,close,578,4.0,8.0,14.0,6.0,9.0,13.0,1.0,3.0,6.0,0.0,1.0,2.0,15.0,21.0,29.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142055,Myisha Hines-Allen,scenario,medium,592,3.1000000000000014,8.0,14.0,6.0,9.0,13.0,1.0,3.0,6.0,0.0,1.0,2.0,14.0,21.0,28.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142055,Myisha Hines-Allen,scenario,blowout,830,3.0,8.0,13.100000000000023,5.0,9.0,13.0,1.0,3.0,6.0,0.0,1.0,2.0,13.0,20.0,28.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142255,Monique Billings,scenario,close,578,3.0,8.0,14.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,0.0,2.0,9.0,15.0,22.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142255,Monique Billings,scenario,medium,592,3.0,8.0,13.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,0.0,1.0,9.0,15.0,22.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3142255,Monique Billings,scenario,blowout,830,3.0,7.0,13.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,0.0,1.0,9.0,14.0,22.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433797,Raven Johnson,scenario,close,578,3.0,7.0,14.0,2.0,4.0,7.0,2.0,5.0,8.0,0.0,0.0,1.0,11.0,17.0,24.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433797,Raven Johnson,scenario,medium,592,3.0,7.0,13.0,2.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,1.0,11.0,16.0,23.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433797,Raven Johnson,scenario,blowout,830,2.0,7.0,12.0,2.0,4.0,6.0,2.0,4.0,7.0,0.0,0.0,1.0,10.0,15.0,22.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433546,Makayla Timpson,scenario,close,578,2.0,7.0,12.0,1.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,12.0,18.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433546,Makayla Timpson,scenario,medium,592,2.0,7.0,12.0,1.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,11.0,18.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,4433546,Makayla Timpson,scenario,blowout,830,2.0,7.0,12.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,11.0,18.0
2026-05-09,401856893.0,IND,DAL,home,IND,2000,3058893,Shatori Walker-Kimbrough,scenario,close,578,2.0,6.0,12.0,1.0,3.0,5.0,0.0,2.0,4.0,0.0,0.0,1.0,6.0,11.0,18.0
