date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-25,BOSTON CELTICS,OKLAHOMA CITY THUNDER,BOS,OKC,119,109,-0.646585027000754,221.5726626662954,10,228,-10.646585027000754,-6.4273373337046
2026-03-25,CLEVELAND CAVALIERS,MIAMI HEAT,CLE,MIA,103,120,-9.998218096937906,225.3972405593353,-17,223,7.001781903062094,2.3972405593353017
2026-03-25,DENVER NUGGETS,DALLAS MAVERICKS,DEN,DAL,142,135,11.400665815099917,221.22618068954503,7,277,4.4006658150999165,-55.77381931045497
2026-03-25,DETROIT PISTONS,ATLANTA HAWKS,DET,ATL,129,130,-2.393948377423244,226.33280067880108,-1,259,-1.3939483774232442,-32.66719932119892
2026-03-25,GOLDEN STATE WARRIORS,BROOKLYN NETS,GSW,BKN,109,106,5.574852112577034,229.93299034544896,3,215,2.574852112577034,14.932990345448957
2026-03-25,INDIANA PACERS,LOS ANGELES LAKERS,IND,LAL,130,137,2.0257048661048107,233.53087089481312,-7,267,9.02570486610481,-33.46912910518688
2026-03-25,LOS ANGELES CLIPPERS,TORONTO RAPTORS,LAC,TOR,119,94,14.16617127158858,228.01460451546663,25,213,-10.83382872841142,15.01460451546663
2026-03-25,MEMPHIS GRIZZLIES,SAN ANTONIO SPURS,MEM,SAS,98,123,4.92814637540204,226.3464664024097,-25,221,29.92814637540204,5.346466402409703
2026-03-25,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,MIN,HOU,110,108,8.096723989460486,224.36819897048483,2,218,6.096723989460486,6.368198970484826
2026-03-25,PHILADELPHIA 76ERS,CHICAGO BULLS,PHI,CHI,157,137,3.9446221881291215,226.2867888098625,20,294,-16.05537781187088,-67.71321119013751
2026-03-25,PORTLAND TRAIL BLAZERS,MILWAUKEE BUCKS,POR,MIL,130,99,4.77166967949757,226.65025314177515,31,229,-26.22833032050243,-2.3497468582248473
2026-03-25,UTAH JAZZ,WASHINGTON WIZARDS,UTA,WAS,110,133,3.0486399989152018,228.7987951044816,-23,243,26.048639998915203,-14.201204895518401
