date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-03-07,0022500915,1630183,Jaden McDaniels,MIN,3.0,4.0,2.0,0.0,3.0,0.0,2.0,9.0
2026-03-07,0022500915,203944,Julius Randle,MIN,14.0,9.0,1.0,1.0,2.0,0.0,4.0,24.0
2026-03-07,0022500915,203497,Rudy Gobert,MIN,12.0,8.0,0.0,0.0,2.0,1.0,2.0,20.0
2026-03-07,0022500915,1630162,Anthony Edwards,MIN,34.0,3.0,2.0,5.0,2.0,2.0,0.0,39.0
2026-03-07,0022500915,1628978,Donte DiVincenzo,MIN,0.0,2.0,4.0,0.0,1.0,0.0,1.0,6.0
2026-03-07,0022500915,1629675,Naz Reid,MIN,13.0,8.0,1.0,1.0,0.0,0.0,1.0,22.0
2026-03-07,0022500915,1630245,Ayo Dosunmu,MIN,3.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0
2026-03-07,0022500915,1630538,Bones Hyland,MIN,9.0,1.0,4.0,1.0,0.0,0.0,1.0,14.0
2026-03-07,0022500915,1630545,Terrence Shannon Jr.,MIN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2026-03-07,0022500915,1641763,Julian Phillips,MIN,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2026-03-07,0022500915,1642911,Rocco Zikarsky,MIN,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2026-03-07,0022500915,1630217,Desmond Bane,ORL,30.0,3.0,4.0,0.0,1.0,0.0,2.0,37.0
2026-03-07,0022500915,1631094,Paolo Banchero,ORL,25.0,15.0,3.0,1.0,0.0,0.0,5.0,43.0
2026-03-07,0022500915,1628976,Wendell Carter Jr.,ORL,10.0,6.0,3.0,0.0,1.0,1.0,1.0,19.0
2026-03-07,0022500915,1641710,Anthony Black,ORL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-03-07,0022500915,1630591,Jalen Suggs,ORL,14.0,4.0,4.0,3.0,2.0,1.0,1.0,22.0
2026-03-07,0022500915,1641783,Tristan da Silva,ORL,11.0,7.0,4.0,1.0,2.0,0.0,0.0,22.0
2026-03-07,0022500915,1628975,Jevon Carter,ORL,6.0,2.0,4.0,2.0,0.0,0.0,3.0,12.0
