player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': 170.0, 'edge': 0.1797903595392862, 'ev': 0.4854339707560727, 'ev_pct': 48.54339707560727, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 525.0, 'edge': 0.1343919258326753, 'ev': 0.839949536454221, 'ev_pct': 83.9949536454221, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -230.0, 'edge': 0.0890639260279251, 'ev': 0.127787372127023, 'ev_pct': 12.778737212702302, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 1300.0, 'edge': 0.0422363093275267, 'ev': 0.5913083305853742, 'ev_pct': 59.130833058537426, 'book': 'bovada'}]",[]
Andrew Wiggins,MIA,"[{'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': 210.0, 'edge': 0.2483944128839005, 'ev': 0.7700226799400918, 'ev_pct': 77.00226799400917, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 750.0, 'edge': 0.1951953196539686, 'ev': 1.6591602170587336, 'ev_pct': 165.91602170587336, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -195.0, 'edge': 0.1400738253029785, 'ev': 0.2119065562275828, 'ev_pct': 21.190655622758282, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 1600.0, 'edge': 0.0653289655292766, 'ev': 1.110592413997702, 'ev_pct': 111.05924139977019, 'book': 'bovada'}]",[]
Austin Reaves,LAL,"[{'market': 'ast', 'side': 'OVER', 'line': 5.5, 'price': 270.0, 'edge': 0.024751270349551, 'ev': 0.0915797002933389, 'ev_pct': 9.157970029333889, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 5.5, 'price': 320.0, 'edge': 0.0307163004934146, 'ev': 0.1290084620723414, 'ev_pct': 12.90084620723414, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 1200.0, 'edge': 0.0228092988403642, 'ev': 0.2965208849247354, 'ev_pct': 29.65208849247354, 'book': 'bovada'}]",[]
Bam Adebayo,MIA,"[{'market': 'ast', 'side': 'OVER', 'line': 5.5, 'price': 600.0, 'edge': 0.0485227394171824, 'ev': 0.3396591759202774, 'ev_pct': 33.965917592027736, 'book': 'bovada'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 125.0, 'edge': 0.0265291881173087, 'ev': 0.0596906732639446, 'ev_pct': 5.96906732639446, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 310.0, 'edge': 0.163501595006784, 'ev': 0.6703565395278147, 'ev_pct': 67.03565395278147, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': -120.0, 'edge': 0.1218341862440899, 'ev': 0.2233626747808315, 'ev_pct': 22.33626747808315, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 950.0, 'edge': 0.0885840989626293, 'ev': 0.9301330391076076, 'ev_pct': 93.01330391076075, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -430.0, 'edge': 0.0528182084496851, 'ev': 0.0651015127403095, 'ev_pct': 6.5101512740309495, 'book': 'bovada'}]",[]
Bennedict Mathurin,IND,"[{'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 410.0, 'edge': 0.0472549897545791, 'ev': 0.2410004477483537, 'ev_pct': 24.100044774835368, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 5.5, 'price': 115.0, 'edge': 0.0233346286139808, 'ev': 0.0501694515200588, 'ev_pct': 5.01694515200588, 'book': 'bovada'}]",[]
Brandin Podziemski,GSW,"[{'market': 'ast', 'side': 'OVER', 'line': 5.5, 'price': 525.0, 'edge': 0.0518586869815708, 'ev': 0.3241167936348177, 'ev_pct': 32.411679363481774, 'book': 'bovada'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 110.0, 'edge': 0.0238140523333876, 'ev': 0.0500095099001139, 'ev_pct': 5.00095099001139, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': 165.0, 'edge': 0.1876013045077214, 'ev': 0.4971434569454617, 'ev_pct': 49.71434569454617, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 600.0, 'edge': 0.1645862138622596, 'ev': 1.1521034970358173, 'ev_pct': 115.21034970358173, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -245.0, 'edge': 0.0866487202598702, 'ev': 0.1220155448557357, 'ev_pct': 12.201554485573569, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 1600.0, 'edge': 0.0622218347507543, 'ev': 1.0577711907628249, 'ev_pct': 105.77711907628249, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 5.5, 'price': 190.0, 'edge': 0.1119281799664011, 'ev': 0.3245917219025633, 'ev_pct': 32.45917219025633, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 725.0, 'edge': 0.0978758653898278, 'ev': 0.8074758894660796, 'ev_pct': 80.74758894660796, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -220.0, 'edge': 0.0240970275406648, 'ev': 0.0350502218773307, 'ev_pct': 3.5050221877330703, 'book': 'bovada'}]",[]
Brandon Miller,CHA,"[{'market': 'ast', 'side': 'OVER', 'line': 5.5, 'price': 575.0, 'edge': 0.0383335100570993, 'ev': 0.2587511928854209, 'ev_pct': 25.87511928854209, 'book': 'bovada'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 130.0, 'edge': 0.0289889735181113, 'ev': 0.0666746390916559, 'ev_pct': 6.66746390916559, 'book': 'bovada'}]",[]
Cam Thomas,BKN,"[{'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 150.0, 'edge': 0.1764589193106768, 'ev': 0.4411472982766921, 'ev_pct': 44.11472982766921, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': -200.0, 'edge': 0.1383035560348423, 'ev': 0.2074553340522634, 'ev_pct': 20.74553340522634, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 400.0, 'edge': 0.1178127211582333, 'ev': 0.5890636057911667, 'ev_pct': 58.906360579116665, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -850.0, 'edge': 0.041780142636972, 'ev': 0.0466954535354393, 'ev_pct': 4.66954535354393, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 29.5, 'price': 1000.0, 'edge': 0.0361318854744809, 'ev': 0.3974507402192899, 'ev_pct': 39.745074021928986, 'book': 'bovada'}]",[]
Cameron Johnson,BKN,"[{'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': 135.0, 'edge': 0.1300642000976438, 'ev': 0.305650870229463, 'ev_pct': 30.5650870229463, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 440.0, 'edge': 0.1139624080925703, 'ev': 0.61539700369988, 'ev_pct': 61.539700369988005, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 9.5, 'price': -300.0, 'edge': 0.0400168258824891, 'ev': 0.0533557678433188, 'ev_pct': 5.33557678433188, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 24.5, 'price': 1200.0, 'edge': 0.0394097428998986, 'ev': 0.5123266576986829, 'ev_pct': 51.23266576986829, 'book': 'bovada'}]",[]
Chet Holmgren,OKC,"[{'market': 'pts', 'side': 'OVER', 'line': 14.5, 'price': 165.0, 'edge': 0.060069578836463, 'ev': 0.159184383916627, 'ev_pct': 15.9184383916627, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 19.5, 'price': 500.0, 'edge': 0.0382576870429911, 'ev': 0.2295461222579465, 'ev_pct': 22.954612225794648, 'book': 'bovada'}]",[]
