date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-03-10,0022500941,Milwaukee Bucks,Phoenix Suns,2026-03-11T00:10:00Z,106.34781558057722,-106.34781558057718,1.0,-1.0,-105,-115,217.5,-100.0,-100.0,11,oddsapi_consensus,MIL,PHX,0.756448370347732,2.2810250582134644,0.8978205868317448,MIL: Kevin Porter Jr. (11.0%); PHX: Devin Booker (11.0%); MIL: Ryan Rollins (10.6%); PHX: Dillon Brooks (10.1%); PHX: Grayson Allen (9.9%)
2026-03-10,0022500944,Portland Trail Blazers,Charlotte Hornets,2026-03-11T02:10:00Z,136.75163609544884,-136.7516360954489,3.0,-3.0,175,-240,227.5,-101.30838680857356,101.30838680857362,11,oddsapi_consensus,POR,CHA,0.7673316988345642,2.375146857851342,0.9069991696943824,POR: Toumani Camara (11.1%); POR: Deni Avdija (11.0%); CHA: Kon Knueppel (10.5%); CHA: Miles Bridges (10.5%); CHA: Brandon Miller (9.9%)
2026-03-10,0022500946,Los Angeles Lakers,Minnesota Timberwolves,2026-03-11T03:10:00Z,128.19470469751917,-128.19470469751917,2.5,-2.5,135,-180,233.5,-100.06568399298726,100.06568399298726,11,oddsapi_consensus,LAL,MIN,0.721779420790061,2.1570585259637047,0.8843351537111185,LAL: Luka Dončić (11.0%); MIN: Anthony Edwards (11.0%); LAL: Austin Reaves (10.4%); MIN: Julius Randle (10.3%); LAL: LeBron James (10.2%)
2026-03-10,0022500938,Miami Heat,Washington Wizards,2026-03-10T23:40:00Z,-692.1068100594885,692.1068100594885,-15.5,15.5,-115,-105,242.5,-100.15915963711603,100.15915963711603,11,oddsapi_consensus,MIA,WAS,0.756448370347732,2.1897993749058937,0.8880607958219485,WAS: Leaky Black (10.8%); MIA: Bam Adebayo (10.4%); WAS: Julian Reese (10.3%); MIA: Andrew Wiggins (10.2%); WAS: CJ McCollum (10.2%)
2026-03-10,0022500937,Brooklyn Nets,Detroit Pistons,2026-03-10T23:40:00Z,709.6626917145526,-709.6626917145521,14.5,-14.5,-115,-105,217.5,101.05378907441764,-101.05378907441764,11,oddsapi_consensus,BKN,DET,0.756448370347732,2.145501300727669,0.8829906345407478,DET: Cade Cunningham (12.3%); BKN: Michael Porter Jr. (11.5%); BKN: Nic Claxton (10.2%); DET: Tobias Harris (10.0%); BKN: Noah Clowney (9.9%)
2026-03-10,0022500939,Atlanta Hawks,Dallas Mavericks,2026-03-10T23:40:00Z,-322.7072954672445,322.7072954672444,-9.0,9.0,-115,-105,240.0,-100.0,-100.0,11,oddsapi_consensus,ATL,DAL,0.7336665094894441,2.141086859194267,0.8824729617606267,ATL: Jalen Johnson (11.1%); DAL: Cooper Flagg (10.7%); ATL: Dyson Daniels (10.5%); ATL: Nickeil Alexander-Walker (10.5%); ATL: Onyeka Okongwu (9.9%)
2026-03-10,0022500943,Golden State Warriors,Chicago Bulls,2026-03-11T02:10:00Z,-213.0829453965156,213.0829453965156,-6.5,6.5,-110,-110,227.5,-100.38580991145663,100.38580991145663,11,oddsapi_consensus,GSW,CHI,0.7880657317897286,2.386746305219427,0.9080716955516672,GSW: Stephen Curry (10.8%); CHI: Josh Giddey (10.7%); GSW: Jimmy Butler III (10.7%); CHI: Nikola Vučević (10.6%); CHI: Coby White (10.0%)
2026-03-10,0022500936,Philadelphia 76ers,Memphis Grizzlies,2026-03-10T23:10:00Z,-140.7941257850525,140.7941257850525,-3.0,3.0,-240,175,228.0,-100.0,-100.0,11,oddsapi_consensus,PHI,MEM,0.721779420790061,2.1981526708489394,0.8889919625519046,PHI: Tyrese Maxey (12.4%); PHI: VJ Edgecombe (11.4%); PHI: Kelly Oubre Jr. (10.4%); PHI: Joel Embiid (10.0%); MEM: Jaren Jackson Jr. (9.9%)
2026-03-10,0022500942,San Antonio Spurs,Boston Celtics,2026-03-11T00:10:00Z,-136.65659471119392,136.65659471119386,-3.5,3.5,-245,180,222.0,-100.3185727938834,100.3185727938834,11,oddsapi_consensus,SAS,BOS,0.7979136546931449,2.2980148231669952,0.8995419270561459,BOS: Jaylen Brown (11.4%); BOS: Derrick White (11.3%); BOS: Payton Pritchard (10.8%); SAS: De'Aaron Fox (10.4%); SAS: Devin Vassell (10.1%)
2026-03-10,0022500945,Sacramento Kings,Indiana Pacers,2026-03-11T02:10:00Z,-145.03522601705052,145.03522601705043,-3.5,3.5,-245,180,236.5,-100.0,-100.0,11,oddsapi_consensus,SAC,IND,0.756448370347732,2.091888665145503,0.8765462473042527,SAC: Keegan Murray (11.2%); IND: Pascal Siakam (10.9%); IND: Bennedict Mathurin (10.3%); SAC: DeMar DeRozan (10.3%); IND: Andrew Nembhard (10.2%)
2026-03-10,0022500940,Houston Rockets,Toronto Raptors,2026-03-11T00:10:00Z,-178.55502232104726,178.55502232104726,-5.0,5.0,-115,-105,217.5,-100.24772096710264,100.24772096710264,11,oddsapi_consensus,HOU,TOR,0.7452249901046542,2.033518548684356,0.8691257772503028,HOU: Amen Thompson (11.4%); HOU: Kevin Durant (11.3%); HOU: Jabari Smith Jr. (10.7%); TOR: Scottie Barnes (10.5%); TOR: Brandon Ingram (10.4%)
