market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Brooklyn Nets,Brooklyn Nets,New York Knicks,2025-11-24,1.1064988111158032,585.4545454545455,0.14588859416445624,,,,,,High
ATS,Brooklyn Nets,Brooklyn Nets,New York Knicks,2025-11-24,,,,8.33598518371582,14.0,-5.66401481628418,-14.0,,High
TOTAL,Under,Brooklyn Nets,New York Knicks,2025-11-24,,,,-5.5322723388671875,229.5,,,223.9677276611328,High
ML,Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,2025-11-24,0.47466269273402784,321.1818181818182,0.23742715303259226,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,2025-11-24,,,,6.4918434619903564,9.5,-3.008156538009644,-9.5,,High
TOTAL,Under,Sacramento Kings,Minnesota Timberwolves,2025-11-24,,,,-11.602401733398409,238.0,,,226.3975982666016,High
ML,Indiana Pacers,Indiana Pacers,Detroit Pistons,2025-11-24,2.0720509088190315,352.54545454545456,0.22097227802330252,,,,,,High
ATS,Indiana Pacers,Indiana Pacers,Detroit Pistons,2025-11-24,,,,15.293005466461182,10.5,4.793005466461182,-10.5,,High
TOTAL,Under,Indiana Pacers,Detroit Pistons,2025-11-24,,,,-3.411361694335909,235.5,,,232.0886383056641,Medium
ML,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,2025-11-24,0.2684000315510091,-132.1818181818182,0.5693030540328896,,,,,,High
ATS,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,2025-11-24,,,,-5.567439079284668,-2.0,-7.567439079284668,-2.0,,High
TOTAL,Under,Toronto Raptors,Cleveland Cavaliers,2025-11-24,,,,-7.699798583984403,236.0,,,228.3002014160156,High
ML,Dallas Mavericks,Miami Heat,Dallas Mavericks,2025-11-24,0.098801668581328,275.27272727272725,0.2664728682170543,,,,,,High
ATS,Dallas Mavericks,Miami Heat,Dallas Mavericks,2025-11-24,,,,-1.9070663452148438,8.5,6.592933654785156,8.5,,Medium
TOTAL,Under,Miami Heat,Dallas Mavericks,2025-11-24,,,,-14.20928955078125,241.5,,,227.29071044921875,High
ML,Chicago Bulls,New Orleans Pelicans,Chicago Bulls,2025-11-24,0.07474219383781366,-219.0,0.6865203761755486,,,,,,High
ATS,Chicago Bulls,New Orleans Pelicans,Chicago Bulls,2025-11-24,,,,-3.1227569580078125,-5.5,-8.622756958007812,-5.5,,High
TOTAL,Under,New Orleans Pelicans,Chicago Bulls,2025-11-24,,,,-14.29290771484375,245.0,,,230.70709228515625,High
ML,Memphis Grizzlies,Memphis Grizzlies,Denver Nuggets,2025-11-24,0.41936018730673097,265.90909090909093,0.27329192546583847,,,,,,High
ATS,Memphis Grizzlies,Memphis Grizzlies,Denver Nuggets,2025-11-24,,,,7.273759126663208,8.0,-0.726240873336792,-8.0,,High
TOTAL,Under,Memphis Grizzlies,Denver Nuggets,2025-11-24,,,,-2.2378692626953125,232.5,,,230.2621307373047,Medium
ML,Phoenix Suns,Phoenix Suns,Houston Rockets,2025-11-24,0.04094281344313877,196.63636363636363,0.3371130861170702,,,,,,High
ATS,Phoenix Suns,Phoenix Suns,Houston Rockets,2025-11-24,,,,3.540009260177612,6.5,-2.959990739822388,-6.5,,High
TOTAL,Over,Phoenix Suns,Houston Rockets,2025-11-24,,,,1.9494171142578125,224.5,,,226.4494171142578,Low
ML,Utah Jazz,Golden State Warriors,Utah Jazz,2025-11-24,0.5589080245608795,604.1818181818181,0.142008778724503,,,,,,High
ATS,Utah Jazz,Golden State Warriors,Utah Jazz,2025-11-24,,,,-2.9707136154174805,14.5,11.52928638458252,14.5,,Medium
TOTAL,Under,Golden State Warriors,Utah Jazz,2025-11-24,,,,-7.55511474609375,239.5,,,231.94488525390625,High
ML,Milwaukee Bucks,Milwaukee Bucks,Portland Trail Blazers,2025-11-24,0.2612155314015312,-125.54545454545456,0.5566303909713826,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Portland Trail Blazers,2025-11-24,,,,4.760062217712402,-1.5,6.260062217712402,1.5,,High
TOTAL,Under,Milwaukee Bucks,Portland Trail Blazers,2025-11-24,,,,-3.8228759765625,232.5,,,228.6771240234375,Medium
