date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2025-11-12,1630188.0,Jalen Smith,CHI,ast,OVER,1.5,130,0.43478260869565216,0.8009285001630855,0.3661458914674333,0.8421355503750967,fanatics,Fanatics,2025-11-13T00:10:00Z,Detroit Pistons,Chicago Bulls
2025-11-12,1630188.0,Jalen Smith,CHI,ast,OVER,1.5,130,0.43478260869565216,0.8009285001630855,0.3661458914674333,0.8421355503750967,betmgm,BetMGM,2025-11-13T00:10:00Z,Detroit Pistons,Chicago Bulls
2025-11-12,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,6.5,120,0.45454545454545453,0.7651122939915311,0.3105668394460766,0.6832470467813685,betonlineag,BetOnline.ag,2025-11-13T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2025-11-12,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,5.5,205,0.32786885245901637,0.6265935026358758,0.2987246501768594,0.911110183039421,bovada,Bovada,2025-11-13T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2025-11-12,1630692.0,Jordan Goodwin,PHX,ast,OVER,1.5,115,0.46511627906976744,0.7625433702818255,0.29742709121205807,0.6394682461059248,fanatics,Fanatics,2025-11-13T01:40:00Z,Dallas Mavericks,Phoenix Suns
2025-11-12,1630692.0,Jordan Goodwin,PHX,ast,OVER,1.5,115,0.46511627906976744,0.7625433702818255,0.29742709121205807,0.6394682461059248,betmgm,BetMGM,2025-11-13T01:40:00Z,Dallas Mavericks,Phoenix Suns
2025-11-12,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,6.5,110,0.47619047619047616,0.7651122939915311,0.28892181780105497,0.6067358173822155,bovada,Bovada,2025-11-13T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2025-11-12,1642276.0,Kel'el Ware,MIA,ast,OVER,0.5,100,0.5,0.788358701250093,0.288358701250093,0.576717402500186,betmgm,BetMGM,2025-11-13T00:40:00Z,Miami Heat,Cleveland Cavaliers
2025-11-12,201935.0,James Harden,LAC,ast,UNDER,10.5,-140,0.5833333333333334,0.8683744367795141,0.2850411034461807,0.4886418916220242,betmgm,BetMGM,2025-11-13T03:40:00Z,Los Angeles Clippers,Denver Nuggets
2025-11-12,201935.0,James Harden,LAC,ast,UNDER,9.5,105,0.4878048780487805,0.7638493967583136,0.27604451870953317,0.565891263354543,bovada,Bovada,2025-11-13T03:40:00Z,Los Angeles Clippers,Denver Nuggets
2025-11-12,1629111.0,Jock Landale,MEM,ast,OVER,1.5,130,0.43478260869565216,0.710272386784166,0.2754897780885139,0.6336264896035819,betmgm,BetMGM,2025-11-13T00:40:00Z,Boston Celtics,Memphis Grizzlies
2025-11-12,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,6.5,103,0.49261083743842365,0.7651122939915311,0.2725014565531075,0.5531779568028082,williamhill_us,Caesars,2025-11-13T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2025-11-12,203507.0,Giannis Antetokounmpo,MIL,ast,UNDER,6.5,102,0.49504950495049505,0.7651122939915311,0.2700627890410361,0.5455268338628929,fanduel,FanDuel,2025-11-13T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2025-11-12,201935.0,James Harden,LAC,ast,UNDER,9.5,101,0.4975124378109453,0.7638493967583136,0.26633695894736836,0.5353372874842104,draftkings,DraftKings,2025-11-13T03:40:00Z,Los Angeles Clippers,Denver Nuggets
2025-11-12,1629111.0,Jock Landale,MEM,ast,OVER,1.5,125,0.4444444444444444,0.710272386784166,0.2658279423397216,0.5981128702643737,fanatics,Fanatics,2025-11-13T00:40:00Z,Boston Celtics,Memphis Grizzlies
