date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-05-04,New York Knicks,Philadelphia 76ers,109.5,55.5,54.5,-3.5,-110,-110,-2.0,-105,-115,-2.0,-105,-115
2026-05-04,San Antonio Spurs,Minnesota Timberwolves,105.5,53.0,52.5,-8.0,-105,-115,-4.0,-115,-105,-3.5,-115,-105
