date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-16,ATLANTA HAWKS,ORLANDO MAGIC,ATL,ORL,124,112,-1.8454019402314965,224.19394655764265,12,236,-13.845401940231497,-11.806053442357353
2026-03-16,ATLANTA HAWKS,ORLANDO MAGIC,ATL,ORL,124,112,-1.8454019402314965,224.19394655764265,12,236,-13.845401940231497,-11.806053442357353
2026-03-16,BOSTON CELTICS,PHOENIX SUNS,BOS,PHX,120,112,-10.654334297180922,218.6282736560204,8,232,-18.654334297180924,-13.371726343979589
2026-03-16,BROOKLYN NETS,PORTLAND TRAIL BLAZERS,BKN,POR,95,114,0.233393393607785,225.79811660313257,-19,209,19.233393393607784,16.79811660313257
2026-03-16,CHICAGO BULLS,MEMPHIS GRIZZLIES,CHI,MEM,132,107,-6.045894321548326,221.9611105293976,25,239,-31.045894321548325,-17.038889470602413
2026-03-16,HOUSTON ROCKETS,LOS ANGELES LAKERS,HOU,LAL,92,100,5.38745999755951,228.1196574929908,-8,192,13.38745999755951,36.1196574929908
2026-03-16,HOUSTON ROCKETS,LOS ANGELES LAKERS,HOU,LAL,92,100,5.38745999755951,228.1196574929908,-8,192,13.38745999755951,36.1196574929908
2026-03-16,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,LAC,SAS,115,119,12.420326590090262,228.26620408266336,-4,234,16.420326590090262,-5.733795917336636
2026-03-16,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,LAC,SAS,115,119,12.420326590090262,228.26620408266336,-4,234,16.420326590090262,-5.733795917336636
2026-03-16,NEW ORLEANS PELICANS,DALLAS MAVERICKS,NOP,DAL,129,111,9.460919972059056,215.51727353948584,18,240,-8.539080027940944,-24.482726460514158
2026-03-16,WASHINGTON WIZARDS,GOLDEN STATE WARRIORS,WAS,GSW,117,125,1.3675397725111034,227.31652727498528,-8,242,9.367539772511103,-14.683472725014724
