date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-05-28,401856943,3099736,Stephanie Talbot,LVA,2.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0
2026-05-28,401856943,4398776,NaLyssa Smith,LVA,9.0,12.0,0.0,0.0,0.0,1.0,1.0,21.0
2026-05-28,401856943,3149391,A'ja Wilson,LVA,21.0,7.0,3.0,1.0,1.0,0.0,2.0,31.0
2026-05-28,401856943,2529122,Chelsea Gray,LVA,8.0,3.0,8.0,1.0,1.0,1.0,1.0,19.0
2026-05-28,401856943,4065870,Jackie Young,LVA,15.0,3.0,7.0,1.0,1.0,0.0,0.0,25.0
2026-05-28,401856943,2529458,Cheyenne Parker-Tyus,LVA,9.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0
2026-05-28,401856943,4433633,Kierstan Bell,LVA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2026-05-28,401856943,2987869,Jewell Loyd,LVA,9.0,2.0,1.0,2.0,0.0,1.0,0.0,12.0
2026-05-28,401856943,4280892,Chennedy Carter,LVA,14.0,1.0,0.0,2.0,1.0,0.0,0.0,15.0
2026-05-28,401856943,3906949,Jessica Shepard,DAL,22.0,20.0,10.0,0.0,0.0,0.0,2.0,52.0
2026-05-28,401856943,4399415,Maddy Siegrist,DAL,8.0,7.0,1.0,2.0,0.0,0.0,0.0,16.0
2026-05-28,401856943,3904577,Arike Ogunbowale,DAL,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2026-05-28,401856943,4433730,Paige Bueckers,DAL,20.0,3.0,6.0,2.0,0.0,2.0,3.0,29.0
2026-05-28,401856943,4433790,Azzi Fudd,DAL,22.0,3.0,2.0,3.0,1.0,1.0,0.0,27.0
2026-05-28,401856943,924,Alysha Clark,DAL,6.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0
2026-05-28,401856943,4790266,Awak Kuier,DAL,12.0,4.0,0.0,2.0,0.0,2.0,1.0,16.0
2026-05-28,401856943,2529047,Odyssey Sims,DAL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2026-05-28,401856943,4433807,Aziaha James,DAL,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
2026-05-28,401856944,3142255,Monique Billings,IND,4.0,5.0,2.0,0.0,0.0,1.0,0.0,11.0
2026-05-28,401856944,4432831,Aliyah Boston,IND,13.0,6.0,4.0,1.0,0.0,0.0,2.0,23.0
2026-05-28,401856944,3142191,Kelsey Mitchell,IND,14.0,1.0,3.0,2.0,0.0,0.0,1.0,18.0
2026-05-28,401856944,4398829,Lexie Hull,IND,5.0,6.0,0.0,1.0,1.0,0.0,1.0,11.0
2026-05-28,401856944,4433403,Caitlin Clark,IND,16.0,4.0,6.0,2.0,3.0,1.0,5.0,26.0
2026-05-28,401856944,3142055,Myisha Hines-Allen,IND,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
2026-05-28,401856944,4433546,Makayla Timpson,IND,7.0,5.0,2.0,0.0,1.0,1.0,0.0,14.0
2026-05-28,401856944,3907781,Sophie Cunningham,IND,11.0,2.0,2.0,1.0,2.0,0.0,1.0,15.0
2026-05-28,401856944,4433797,Raven Johnson,IND,16.0,4.0,2.0,2.0,0.0,1.0,1.0,22.0
2026-05-28,401856944,2529622,Kayla Thornton,GSV,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
2026-05-28,401856944,3142328,Gabby Williams,GSV,19.0,6.0,6.0,0.0,3.0,0.0,1.0,31.0
2026-05-28,401856944,2590093,Kiah Stokes,GSV,4.0,4.0,2.0,0.0,0.0,4.0,2.0,10.0
2026-05-28,401856944,4065780,Kaila Charles,GSV,7.0,4.0,1.0,1.0,0.0,0.0,1.0,12.0
2026-05-28,401856944,4398935,Veronica Burton,GSV,25.0,6.0,3.0,1.0,1.0,5.0,1.0,34.0
2026-05-28,401856944,4257500,Cecilia Zandalasini,GSV,8.0,0.0,3.0,2.0,0.0,0.0,1.0,11.0
2026-05-28,401856944,4432834,Laeticia Amihere,GSV,3.0,5.0,1.0,0.0,0.0,1.0,1.0,9.0
2026-05-28,401856944,4790264,Janelle Salaun,GSV,19.0,7.0,3.0,3.0,1.0,0.0,0.0,29.0
2026-05-28,401856944,1054,Tiffany Hayes,GSV,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2026-05-28,401856944,4899328,Kaitlyn Chen,GSV,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
2026-05-28,401856944,5277552,Juste Jocyte,GSV,3.0,0.0,2.0,1.0,0.0,1.0,2.0,5.0
