player,team,plays,ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Jamaree Bouyea,PHX,[],[],"{'pts': 15.127431869506836, 'reb': 3.639498472213745, 'ast': 2.9841017723083496, 'threes': 2.1600234508514404, 'pra': 21.75103211402893}",[],,,,[],0.0,0.0
James Wiseman,IND,[],[],"{'pts': 8.60863971710205, 'reb': 3.9637935161590576, 'ast': 1.2743629217147827, 'threes': 0.9062302112579346, 'pra': 13.846796154975891}",[],,,,[],0.0,0.0
Jamir Watkins,WAS,[],[],"{'pts': 12.091429315285804, 'reb': 4.434365272521973, 'ast': 1.161160534954071, 'threes': 1.6742562954104594, 'pra': 17.686955122761848}",[],,,,[],0.0,0.0
Jarace Walker,IND,[],[],"{'pts': 16.622130464990263, 'reb': 5.110067367553711, 'ast': 2.965917957550705, 'threes': 1.9370590169444624, 'pra': 24.69811579009468}",[],,,,[],0.0,0.0
Jarred Vanderbilt,LAL,[],[],"{'pts': 6.810380935668945, 'reb': 5.358514785766602, 'ast': 1.6363205701847274, 'threes': 0.5350372995615861, 'pra': 13.805216291620274}",[],,,,[],0.0,0.0
Jase Richardson,ORL,[],[],"{'pts': 9.236168043954033, 'reb': 3.9006927013397217, 'ast': 2.053755760192871, 'threes': 0.9068403633424228, 'pra': 15.190616505486624}",[],,,,[],0.0,0.0
Javon Small,MEM,[],[],"{'pts': 13.840979766845702, 'reb': 4.907342910766602, 'ast': 2.870006561279297, 'threes': 1.707740953334582, 'pra': 21.6183292388916}",[],,,,[],0.0,0.0
Javonte Cooke,POR,[],[],"{'pts': 8.380824089050293, 'reb': 4.196249961853027, 'ast': 1.401384949684143, 'threes': 0.707134485244751, 'pra': 13.978459000587463}",[],,,,[],0.0,0.0
Jaxson Hayes,LAL,[],[],"{'pts': 15.284439272700752, 'reb': 4.536184310913086, 'ast': 3.058115005493164, 'threes': 1.072261603673299, 'pra': 22.878738589107}",[],,,,[],0.0,0.0
Jay Huff,IND,[],[],"{'pts': 8.557835857848128, 'reb': 3.5615785121917725, 'ast': 1.5724097428359018, 'threes': 0.9941920757807396, 'pra': 13.691824112875802}",[],,,,[],0.0,0.0
Jaylen Clark,MIN,[],[],"{'pts': 10.592269007839402, 'reb': 4.123538017272949, 'ast': 2.16001558303833, 'threes': 1.1569803585660234, 'pra': 16.87582260815068}",[],,,,[],0.0,0.0
Jeff Green,HOU,[],[],"{'pts': 8.972495079040527, 'reb': 3.5158045291900635, 'ast': 1.6942805051803589, 'threes': 1.09048593044281, 'pra': 14.18258011341095}",[],,,,[],0.0,0.0
Jerami Grant,POR,[],[],"{'pts': 11.937870025634766, 'reb': 2.859296645737804, 'ast': 1.127085349395049, 'threes': 1.6799360253613795, 'pra': 15.924252020767618}",[],,,,[],0.0,0.0
Jeremiah Fears,NOP,[],[],"{'pts': 13.542256299187155, 'reb': 4.26645565032959, 'ast': 4.388092080387092, 'threes': 1.4427333613396065, 'pra': 22.19680402990384}",[],,,,[],0.0,0.0
Jeremiah Robinson-Earl,DAL,[],[],"{'pts': 10.442687034606934, 'reb': 5.039159774780273, 'ast': 1.9810951948165887, 'threes': 0.5838662385940552, 'pra': 17.462942004203796}",[],,,,[],0.0,0.0
Jeremy Sochan,SAS,[],[],"{'pts': 10.442795753479004, 'reb': 3.942068338394165, 'ast': 1.9648445844650269, 'threes': 0.9018913507461548, 'pra': 16.349708676338196}",[],,,,[],0.0,0.0
Jevon Carter,ORL,[],[],"{'pts': 8.851274490356445, 'reb': 3.80971360206604, 'ast': 2.250269889831543, 'threes': 0.7956752777099609, 'pra': 14.911257982254028}",[],,,,[],0.0,0.0
Joan Beringer,MIN,[],[],"{'pts': 9.99858035606774, 'reb': 4.53170108795166, 'ast': 2.1870908737182617, 'threes': 0.6377309212349269, 'pra': 16.717372317737663}",[],,,,[],0.0,0.0
Joe Ingles,MIN,[],[],"{'pts': 10.04754638671875, 'reb': 4.003561973571777, 'ast': 2.5102648735046387, 'threes': 0.8247101306915283, 'pra': 16.561373233795166}",[],,,,[],0.0,0.0
Joel Embiid,PHI,[],[],"{'pts': 23.355897903442383, 'reb': 7.177539825439453, 'ast': 4.300642013549805, 'threes': 1.611547386197873, 'pra': 34.83407974243164}",[],,,,[],0.0,0.0
John Collins,LAC,[],[],"{'pts': 10.656325901255888, 'reb': 4.568845748901367, 'ast': 0.7582429898166512, 'threes': 0.760562890861718, 'pra': 15.983414639973908}",[],,,,[],0.0,0.0
John Konchar,UTA,[],[],"{'pts': 6.396507263183594, 'reb': 4.068233489990234, 'ast': 1.985939383506775, 'threes': 0.604669451713562, 'pra': 12.450680136680605}",[],,,,[],0.0,0.0
Johnny Juzang,MIN,[],[],"{'pts': 11.362826347351074, 'reb': 3.9747531414031982, 'ast': 1.8415333032608032, 'threes': 1.368604063987732, 'pra': 17.179112792015076}",[],,,,[],0.0,0.0
Jonathan Isaac,ORL,[],[],"{'pts': 9.130318641662598, 'reb': 4.255005836486816, 'ast': 1.575241208076477, 'threes': 0.5289239364423353, 'pra': 14.960565686225891}",[],,,,[],0.0,0.0
Jordan Hawkins,NOP,[],[],"{'pts': 11.705547332763672, 'reb': 4.671428680419922, 'ast': 1.85057532787323, 'threes': 1.343106746673584, 'pra': 18.227551341056824}",[],,,,[],0.0,0.0
Jordan McLaughlin,SAS,[],[],"{'pts': 12.135147094726562, 'reb': 3.502885580062866, 'ast': 2.3070287704467773, 'threes': 1.6474103927612305, 'pra': 17.945061445236206}",[],,,,[],0.0,0.0
Jordan Miller,LAC,[],[],"{'pts': 5.974899199803669, 'reb': 4.1917266845703125, 'ast': 1.9458686113357544, 'threes': 0.3305700168928111, 'pra': 12.112494495709736}",[],,,,[],0.0,0.0
Jordan Poole,NOP,[],[],"{'pts': 12.991582870483398, 'reb': 4.143368721008301, 'ast': 2.9863734245300293, 'threes': 1.0751936435699463, 'pra': 20.12132501602173}",[],,,,[],0.0,0.0
Josh Giddey,CHI,[],[],"{'pts': 15.925477981567385, 'reb': 5.443534851074219, 'ast': 5.766983985900879, 'threes': 1.5847759246826172, 'pra': 27.13599681854248}",[],,,,[],0.0,0.0
Josh Green,CHA,[],[],"{'pts': 10.941685756791456, 'reb': 3.1391279697418213, 'ast': 1.5054725408554075, 'threes': 1.7933424785638294, 'pra': 15.586286267388685}",[],,,,[],0.0,0.0
Josh Okogie,HOU,[],[],"{'pts': 7.582569941719075, 'reb': 3.867509603500366, 'ast': 1.431172490119934, 'threes': 0.5837215438585608, 'pra': 12.881252035339376}",[],,,,[],0.0,0.0
Jrue Holiday,POR,[],[],"{'pts': 16.533592019526605, 'reb': 4.527629852294922, 'ast': 5.53656598020483, 'threes': 1.8499895112144955, 'pra': 26.59778785202636}",[],,,,[],0.0,0.0
Julian Champagnie,SAS,[],[],"{'pts': 6.083410867504709, 'reb': 3.577770471572876, 'ast': 1.3220081311997252, 'threes': 0.535118631699265, 'pra': 10.98318947027731}",[],,,,[],0.0,0.0
Julian Phillips,MIN,[],[],"{'pts': 11.413357734680176, 'reb': 3.8977396488189697, 'ast': 1.9836915731430047, 'threes': 0.8376377820968628, 'pra': 17.29478895664215}",[],,,,[],0.0,0.0
Julius Randle,MIN,[],[],"{'pts': 16.546326138365504, 'reb': 6.887322192047481, 'ast': 3.7220650295634674, 'threes': 1.281102260660704, 'pra': 27.155713359976453}",[],,,,[],0.0,0.0
Justin Champagnie,WAS,[],[],"{'pts': 14.367441222008338, 'reb': 6.287986755371094, 'ast': 2.126418113708496, 'threes': 1.1707311923542827, 'pra': 22.781846091087928}",[],,,,[],0.0,0.0
Justin Edwards,PHI,[],[],"{'pts': 8.66847614665608, 'reb': 3.331613779067993, 'ast': 2.0484414100646973, 'threes': 1.1100258231163025, 'pra': 14.04853133578877}",[],,,,[],0.0,0.0
Jusuf Nurkić,UTA,[],[],"{'pts': 11.349709510803224, 'reb': 8.777209281921387, 'ast': 3.1695780754089355, 'threes': 0.7244478464126587, 'pra': 23.296496868133545}",[],,,,[],0.0,0.0
KJ Simpson,CHA,[],[],"{'pts': 11.756783485412598, 'reb': 3.7749154567718506, 'ast': 3.0898232460021973, 'threes': 1.0272400379180908, 'pra': 18.62152218818665}",[],,,,[],0.0,0.0
Kadary Richmond,WAS,[],[],"{'pts': 12.2875394821167, 'reb': 4.362749099731445, 'ast': 2.692704200744629, 'threes': 1.182434320449829, 'pra': 19.342992782592773}",[],,,,[],0.0,0.0
Kam Jones,IND,[],[],"{'pts': 11.23780644594968, 'reb': 2.7802884578704834, 'ast': 2.1685357093811035, 'threes': 1.9774026823239368, 'pra': 16.186630613201267}",[],,,,[],0.0,0.0
Karlo Matković,NOP,[],[],"{'pts': 9.979158401489258, 'reb': 4.627660751342773, 'ast': 1.1900372541693185, 'threes': 1.344339522929424, 'pra': 15.79685640700135}",[],,,,[],0.0,0.0
Kasparas Jakučionis,MIA,[],[],"{'pts': 11.216047853766677, 'reb': 2.576829671859741, 'ast': 4.4292848035435615, 'threes': 1.0468352105882432, 'pra': 18.22216232916998}",[],,,,[],0.0,0.0
Kawhi Leonard,LAC,[],[],"{'pts': 19.27755075342515, 'reb': 6.785796454987565, 'ast': 4.127629867553711, 'threes': 0.7903212599038583, 'pra': 30.190977075966423}",[],,,,[],0.0,0.0
Keaton Wallace,ATL,[],[],"{'pts': 11.439229011535645, 'reb': 4.120445251464844, 'ast': 2.336434364318848, 'threes': 1.0691535472869873, 'pra': 17.896108627319336}",[],,,,[],0.0,0.0
Keegan Murray,SAC,[],[],"{'pts': 10.433897972106934, 'reb': 4.522387504577637, 'ast': 1.7379497289657593, 'threes': 0.7143077850341797, 'pra': 16.69423520565033}",[],,,,[],0.0,0.0
Kel'el Ware,MIA,[],[],"{'pts': 12.284840990131183, 'reb': 7.017373085021973, 'ast': 1.340926092887634, 'threes': 0.8753966088067091, 'pra': 20.64314016804079}",[],,,,[],0.0,0.0
Keldon Johnson,SAS,[],[],"{'pts': 11.176626971641909, 'reb': 4.928923606872559, 'ast': 1.302896363289769, 'threes': 1.2534234565508158, 'pra': 17.408446941804236}",[],,,,[],0.0,0.0
Kelly Olynyk,SAS,[],[],"{'pts': 10.769758224487305, 'reb': 3.855848073959351, 'ast': 2.0442042350769043, 'threes': 1.0893510580062866, 'pra': 16.66981053352356}",[],,,,[],0.0,0.0
Kelly Oubre Jr.,PHI,[],[],"{'pts': 12.099815990089352, 'reb': 4.53814099112047, 'ast': 2.4669471885441028, 'threes': 1.0416468626539317, 'pra': 19.10490416975393}",[],,,,[],0.0,0.0
Keshad Johnson,MIA,[],[],"{'pts': 11.86647605895996, 'reb': 4.220602989196777, 'ast': 2.274545192718506, 'threes': 0.8750691413879395, 'pra': 18.361624240875244}",[],,,,[],0.0,0.0
Keshon Gilbert,WAS,[],[],"{'pts': 8.74168586730957, 'reb': 4.494285583496094, 'ast': 1.9915415048599243, 'threes': 0.3892451822757721, 'pra': 15.227512955665588}",[],,,,[],0.0,0.0
Kevin Durant,HOU,[],[],"{'pts': 18.30722763061523, 'reb': 4.08003044128418, 'ast': 3.119847297668457, 'threes': 1.8571711521969247, 'pra': 25.507105369567867}",[],,,,[],0.0,0.0
Kevin Love,UTA,[],[],"{'pts': 8.495401290257771, 'reb': 6.2658796310424805, 'ast': 2.308901309967041, 'threes': 0.7506817649081621, 'pra': 17.070182231267292}",[],,,,[],0.0,0.0
Kevon Looney,NOP,[],[],"{'pts': 8.092177391052246, 'reb': 6.856350898742676, 'ast': 2.0841097831726074, 'threes': 0.0943022072315216, 'pra': 17.03263807296753}",[],,,,[],0.0,0.0
Khaman Maluach,PHX,[],[],"{'pts': 9.226722717285156, 'reb': 4.277899742126465, 'ast': 2.358884811401367, 'threes': 0.5802801847457886, 'pra': 15.863507270812988}",[],,,,[],0.0,0.0
Khris Middleton,DAL,[],[],"{'pts': 14.7419009575477, 'reb': 4.003293037414551, 'ast': 2.605435371398926, 'threes': 1.498189423082565, 'pra': 21.350629366361176}",[],,,,[],0.0,0.0
Klay Thompson,DAL,[],[],"{'pts': 9.206107645618673, 'reb': 2.583078622817993, 'ast': 2.134806632995605, 'threes': 1.5350891196687058, 'pra': 13.923992901432271}",[],,,,[],0.0,0.0
Kobe Brown,IND,[],[],"{'pts': 10.35755172322778, 'reb': 3.4808242321014404, 'ast': 1.6843792994068287, 'threes': 1.3740241130193074, 'pra': 15.52275525473605}",[],,,,[],0.0,0.0
Kobe Bufkin,LAL,[],[],"{'pts': 10.16765308380127, 'reb': 4.087756156921387, 'ast': 2.0308523178100586, 'threes': 0.5733065605163574, 'pra': 16.286261558532715}",[],,,,[],0.0,0.0
Kobe Sanders,LAC,[],[],"{'pts': 5.328821182250977, 'reb': 4.406601905822754, 'ast': 2.0732793136262586, 'threes': 0.0, 'pra': 11.808702401699987}",[],,,,[],0.0,0.0
Koby Brea,PHX,[],[],"{'pts': 11.789043426513672, 'reb': 4.00714111328125, 'ast': 2.174720287322998, 'threes': 1.4704368114471436, 'pra': 17.97090482711792}",[],,,,[],0.0,0.0
Kon Knueppel,CHA,[],[],"{'pts': 16.305604037116556, 'reb': 3.9588139057159424, 'ast': 3.134335355880044, 'threes': 2.556174011791453, 'pra': 23.398753298712546}",[],,,,[],0.0,0.0
Kris Dunn,LAC,[],[],"{'pts': 10.831581203319407, 'reb': 3.256513167593157, 'ast': 3.890849348256896, 'threes': 2.542861876814174, 'pra': 17.97894371916946}",[],,,,[],0.0,0.0
Kyle Filipowski,UTA,[],[],"{'pts': 12.24950107186257, 'reb': 6.562335968017578, 'ast': 2.066937826699444, 'threes': 1.015367570249291, 'pra': 20.87877486657959}",[],,,,[],0.0,0.0
Kyle Lowry,PHI,[],[],"{'pts': 10.790207862854004, 'reb': 3.304961919784546, 'ast': 2.1309547424316406, 'threes': 1.6389110088348389, 'pra': 16.22612452507019}",[],,,,[],0.0,0.0
Kyshawn George,WAS,[],[],"{'pts': 13.004521171863262, 'reb': 4.214893341064453, 'ast': 3.822414142958784, 'threes': 1.2273556438611588, 'pra': 21.041828655886498}",[],,,,[],0.0,0.0
LJ Cryer,GSW,[],[],"{'pts': 11.105422973632812, 'reb': 3.7705228328704834, 'ast': 2.179647922515869, 'threes': 1.1215803623199463, 'pra': 17.055593729019165}",[],,,,[],0.0,0.0
LaMelo Ball,CHA,[],[],"{'pts': 18.96721184982379, 'reb': 3.868206739425659, 'ast': 5.501458644866943, 'threes': 3.650851132052992, 'pra': 28.3368772341164}",[],,,,[],0.0,0.0
Lachlan Olbrich,CHI,[],[],"{'pts': 10.877015113830566, 'reb': 4.702484130859375, 'ast': 2.1478424072265625, 'threes': 0.9633944034576416, 'pra': 17.727341651916504}",[],,,,[],0.0,0.0
Lauri Markkanen,UTA,[],[],"{'pts': 19.401873452322825, 'reb': 5.588705062866211, 'ast': 3.131991386413574, 'threes': 1.1812233320761525, 'pra': 28.12256990160261}",[],,,,[],0.0,0.0
Lawson Lovering,MEM,[],[],"{'pts': 8.738380432128906, 'reb': 5.000367164611816, 'ast': 1.144166111946106, 'threes': 0.6670931577682495, 'pra': 14.882913708686829}",[],,,,[],0.0,0.0
LeBron James,LAL,[],[],"{'pts': 22.278663729219964, 'reb': 6.347361564636231, 'ast': 8.384417533874512, 'threes': 1.5888196210531755, 'pra': 37.01044282773071}",[],,,,[],0.0,0.0
Leonard Miller,CHI,[],[],"{'pts': 10.309236526489258, 'reb': 4.243350982666016, 'ast': 2.255768299102783, 'threes': 0.7194069623947144, 'pra': 16.808355808258057}",[],,,,[],0.0,0.0
Liam McNeeley,CHA,[],[],"{'pts': 9.931026458740234, 'reb': 4.122267723083496, 'ast': 2.0939507484436035, 'threes': 0.682892918586731, 'pra': 16.147244930267334}",[],,,,[],0.0,0.0
Luke Kennard,LAL,[],[],"{'pts': 10.567901665245008, 'reb': 4.233371734619141, 'ast': 2.704100904413484, 'threes': 0.3654207156383659, 'pra': 17.50537430427763}",[],,,,[],0.0,0.0
Luke Kornet,SAS,[],[],"{'pts': 7.196368217468262, 'reb': 5.812355995178223, 'ast': 1.8946857078438664, 'threes': 0.5420991791800729, 'pra': 14.90340992049035}",[],,,,[],0.0,0.0
Mac McClung,CHI,[],[],"{'pts': 12.612432479858398, 'reb': 3.646198511123657, 'ast': 2.152195930480957, 'threes': 1.1777783632278442, 'pra': 18.410826921463013}",[],,,,[],0.0,0.0
Malaki Branham,WAS,[],[],"{'pts': 10.595072746276855, 'reb': 3.470106840133667, 'ast': 0.7297223806381226, 'threes': 2.246347188949585, 'pra': 14.794901967048643}",[],,,,[],0.0,0.0
MarJon Beauchamp,PHI,[],[],"{'pts': 11.678467750549316, 'reb': 4.633896827697754, 'ast': 2.7917590141296387, 'threes': 1.2592037916183472, 'pra': 19.10412359237671}",[],,,,[],0.0,0.0
Marcus Smart,LAL,[],[],"{'pts': 13.682187271118163, 'reb': 3.4314544200897217, 'ast': 3.460671029738112, 'threes': 1.2528023092370284, 'pra': 20.574312720946}",[],,,,[],0.0,0.0
Mark Sears,MIL,[],[],"{'pts': 12.037551879882812, 'reb': 3.993670701980591, 'ast': 2.252135753631592, 'threes': 1.232975721359253, 'pra': 18.283358335494995}",[],,,,[],0.0,0.0
Mark Williams,PHX,[],[],"{'pts': 10.469963423911729, 'reb': 8.01963136846369, 'ast': 0.4393198353098126, 'threes': 0.4775145562300644, 'pra': 18.928914627685234}",[],,,,[],0.0,0.0
Marvin Bagley III,DAL,[],[],"{'pts': 12.696642875671388, 'reb': 6.736941337585449, 'ast': 1.7419146299362185, 'threes': 0.8143974542617798, 'pra': 21.17549884319305}",[],,,,[],0.0,0.0
Matas Buzelis,CHI,[],[],"{'pts': 14.937289384365547, 'reb': 5.214511106697628, 'ast': 2.394559863647124, 'threes': 1.9968282223226448, 'pra': 22.546360354710306}",[],,,,[],0.0,0.0
Max Christie,DAL,[],[],"{'pts': 13.369557571411132, 'reb': 3.468066930770874, 'ast': 2.691626071929932, 'threes': 1.7940110257583608, 'pra': 19.529250574111938}",[],,,,[],0.0,0.0
Max Shulga,BOS,[],[],"{'pts': 10.786077499389648, 'reb': 3.8075144290924072, 'ast': 2.1586828231811523, 'threes': 0.9487512111663818, 'pra': 16.752274751663208}",[],,,,[],0.0,0.0
Maxi Kleber,LAL,[],[],"{'pts': 10.558438301086426, 'reb': 4.363348007202148, 'ast': 1.6154989004135132, 'threes': 1.198099970817566, 'pra': 16.537285208702087}",[],,,,[],0.0,0.0
Maxime Raynaud,SAC,[],[],"{'pts': 13.54032086018994, 'reb': 7.29042425374615, 'ast': 0.7183828049820737, 'threes': 0.9509180128373534, 'pra': 21.549127918918163}",[],,,,[],0.0,0.0
Micah Peavy,NOP,[],[],"{'pts': 10.29397201538086, 'reb': 3.889975309371948, 'ast': 2.020124912261963, 'threes': 0.828365683555603, 'pra': 16.20407223701477}",[],,,,[],0.0,0.0
Micah Potter,IND,[],[],"{'pts': 6.980690765380859, 'reb': 4.814925193786621, 'ast': 2.2253212928771973, 'threes': 0.6247593778021195, 'pra': 14.020937252044678}",[],,,,[],0.0,0.0
Michael Porter Jr.,BKN,[],[],"{'pts': 16.712188720703125, 'reb': 4.949329376220703, 'ast': 2.7818422317504883, 'threes': 1.7563400268554688, 'pra': 24.44336032867432}",[],,,,[],0.0,0.0
Mike Conley,MIN,[],[],"{'pts': 9.042505264282228, 'reb': 3.76677680015564, 'ast': 2.824209213256836, 'threes': 0.8834559917449951, 'pra': 15.633491277694702}",[],,,,[],0.0,0.0
Miles Bridges,CHA,[],[],"{'pts': 14.364373207092283, 'reb': 5.222304344177246, 'ast': 3.1254920959472656, 'threes': 0.6419312519453295, 'pra': 22.7121696472168}",[],,,,[],0.0,0.0
Miles Kelly,DAL,[],[],"{'pts': 10.812482833862305, 'reb': 4.373295783996582, 'ast': 2.2532997131347656, 'threes': 1.1894488334655762, 'pra': 17.439078330993652}",[],,,,[],0.0,0.0
Mohamed Diawara,NYK,[],[],"{'pts': 7.145094815422507, 'reb': 3.873314142227173, 'ast': 0.9384208030185366, 'threes': 1.3078799410838902, 'pra': 11.956829760668215}",[],,,,[],0.0,0.0
Monte Morris,IND,[],[],"{'pts': 10.269299507141112, 'reb': 4.242375373840332, 'ast': 2.647544384002685, 'threes': 0.6345722675323486, 'pra': 17.15921926498413}",[],,,,[],0.0,0.0
Moritz Wagner,ORL,[],[],"{'pts': 13.788843154907228, 'reb': 3.7859686389714886, 'ast': 2.571438886768839, 'threes': 0.9434137958646702, 'pra': 20.146250680647555}",[],,,,[],0.0,0.0
Mouhamed Gueye,ATL,[],[],"{'pts': 9.47753620147705, 'reb': 5.860209465026856, 'ast': 1.011286104902809, 'threes': 0.6147694884184267, 'pra': 16.349031771406715}",[],,,,[],0.0,0.0
Moussa Cisse,DAL,[],[],"{'pts': 9.3363037109375, 'reb': 5.687883377075195, 'ast': 1.6809128522872925, 'threes': 0.4246420562267303, 'pra': 16.705099940299988}",[],,,,[],0.0,0.0
Moussa Diabaté,CHA,[],[],"{'pts': 9.135734824127198, 'reb': 8.452953338623047, 'ast': 1.5190695524215698, 'threes': 0.1624777317047119, 'pra': 19.10775771517181}",[],,,,[],0.0,0.0
Myron Gardner,MIA,[],[],"{'pts': 8.66116542816162, 'reb': 5.354593276977539, 'ast': 2.235794867822088, 'threes': 0.8043434629111796, 'pra': 16.25155357296125}",[],,,,[],0.0,0.0
Naji Marshall,DAL,[],[],"{'pts': 17.996402926893555, 'reb': 4.692038536071777, 'ast': 3.366151809692383, 'threes': 1.134131473846521, 'pra': 26.05459327265772}",[],,,,[],0.0,0.0
Naz Reid,MIN,[],[],"{'pts': 11.53453041375852, 'reb': 6.03863525390625, 'ast': 2.3928880764331937, 'threes': 1.6273858190372632, 'pra': 19.96605374409796}",[],,,,[],0.0,0.0
Nic Claxton,BKN,[],[],"{'pts': 16.088053544961433, 'reb': 6.273052215576172, 'ast': 3.501617431640625, 'threes': 0.8562390448256376, 'pra': 25.86272319217823}",[],,,,[],0.0,0.0
Nick Richards,CHI,[],[],"{'pts': 10.382686101473295, 'reb': 5.145864486694336, 'ast': 1.425883650779724, 'threes': 0.7638252099355062, 'pra': 16.954434238947357}",[],,,,[],0.0,0.0
Nick Smith Jr.,LAL,[],[],"{'pts': 11.24210262298584, 'reb': 3.089829921722412, 'ast': 2.429429054260254, 'threes': 1.3760013580322266, 'pra': 16.761361598968506}",[],,,,[],0.0,0.0
Nickeil Alexander-Walker,ATL,[],[],"{'pts': 13.64921397460298, 'reb': 3.32100772857666, 'ast': 3.892559824798168, 'threes': 2.100052361008101, 'pra': 20.862781527977805}",[],,,,[],0.0,0.0
Nicolas Batum,LAC,[],[],"{'pts': 8.220320012044901, 'reb': 4.4173431396484375, 'ast': 1.929101586341858, 'threes': 0.9562713461417623, 'pra': 14.566764738035197}",[],,,,[],0.0,0.0
Nigel Hayes-Davis,PHX,[],[],"{'pts': 8.0543794631958, 'reb': 3.985307931900024, 'ast': 1.3575915098190308, 'threes': 0.7704627513885498, 'pra': 13.397278904914856}",[],,,,[],0.0,0.0
Nikola Jović,MIA,[],[],"{'pts': 9.198230934143066, 'reb': 3.9938347339630127, 'ast': 1.6518992185592651, 'threes': 0.9362416482320448, 'pra': 14.843964886665344}",[],,,,[],0.0,0.0
Nikola Topić,OKC,[],[],"{'pts': 10.58289909362793, 'reb': 3.836415529251098, 'ast': 2.2198638916015625, 'threes': 0.9962444305419922, 'pra': 16.63917851448059}",[],,,,[],0.0,0.0
Nique Clifford,SAC,[],[],"{'pts': 11.389056807936283, 'reb': 2.9527316796039296, 'ast': 4.04626177910033, 'threes': 1.1866967946542275, 'pra': 18.388050266640544}",[],,,,[],0.0,0.0
Noa Essengue,CHI,[],[],"{'pts': 10.58839511871338, 'reb': 3.80115818977356, 'ast': 2.112632751464844, 'threes': 0.901374101638794, 'pra': 16.502186059951782}",[],,,,[],0.0,0.0
Noah Clowney,BKN,[],[],"{'pts': 10.411564826965332, 'reb': 4.7521162033081055, 'ast': 1.2614070177078247, 'threes': 1.558122158050537, 'pra': 16.425088047981262}",[],,,,[],0.0,0.0
Noah Penda,ORL,[],[],"{'pts': 8.978111403329033, 'reb': 4.9393815994262695, 'ast': 2.0129594802856445, 'threes': 0.4745494368002114, 'pra': 15.930452483040948}",[],,,,[],0.0,0.0
Nolan Traore,BKN,[],[],"{'pts': 17.118834802533318, 'reb': 3.87784743309021, 'ast': 5.832177812043404, 'threes': 1.8502153722863448, 'pra': 26.82886004766693}",[],,,,[],0.0,0.0
Norman Powell,MIA,[],[],"{'pts': 17.08106803894043, 'reb': 4.118974685668945, 'ast': 2.0692391395568848, 'threes': 2.1284942408586605, 'pra': 23.26928186416626}",[],,,,[],0.0,0.0
Ochai Agbaji,BKN,[],[],"{'pts': 8.722461700439453, 'reb': 4.294157981872559, 'ast': 2.4497995376586914, 'threes': 0.8787473110211421, 'pra': 15.466419219970703}",[],,,,[],0.0,0.0
Orlando Robinson,ORL,[],[],"{'pts': 11.15137767791748, 'reb': 4.214685440063477, 'ast': 2.563314437866211, 'threes': 0.8113348484039307, 'pra': 17.929377555847168}",[],,,,[],0.0,0.0
Oscar Tshiebwe,UTA,[],[],"{'pts': 12.755910873413086, 'reb': 5.290745735168457, 'ast': 2.675508499145508, 'threes': 1.0591853857040403, 'pra': 20.72216510772705}",[],,,,[],0.0,0.0
Oso Ighodaro,PHX,[],[],"{'pts': 6.87287692019814, 'reb': 4.790950675632643, 'ast': 1.955432023733704, 'threes': 0.3723931964374958, 'pra': 13.619259619564485}",[],,,,[],0.0,0.0
PJ Hall,CHA,[],[],"{'pts': 9.599380493164062, 'reb': 6.44382381439209, 'ast': 2.1760215759277344, 'threes': 0.0480490624904632, 'pra': 18.219225883483887}",[],,,,[],0.0,0.0
Paolo Banchero,ORL,[],[],"{'pts': 16.567663192749023, 'reb': 5.202056884765625, 'ast': 2.839231491088867, 'threes': 1.7713979867089984, 'pra': 24.60895156860352}",[],,,,[],0.0,0.0
Pascal Siakam,IND,[],[],"{'pts': 20.98203025182088, 'reb': 5.160906791687012, 'ast': 3.3039355278015137, 'threes': 1.7019026620047433, 'pra': 29.44687257130941}",[],,,,[],0.0,0.0
Pat Connaughton,CHA,[],[],"{'pts': 10.724072456359863, 'reb': 3.864207983016968, 'ast': 2.808644294738769, 'threes': 0.9758193492889404, 'pra': 17.3969247341156}",[],,,,[],0.0,0.0
Patrick Baldwin Jr.,PHI,[],[],"{'pts': 11.217453002929688, 'reb': 3.7721455097198486, 'ast': 2.332592487335205, 'threes': 0.784813404083252, 'pra': 17.32219099998474}",[],,,,[],0.0,0.0
Patrick Williams,CHI,[],[],"{'pts': 13.13587740847939, 'reb': 2.4328066058780835, 'ast': 2.4234450494079587, 'threes': 2.388286657156033, 'pra': 17.992129063765432}",[],,,,[],0.0,0.0
Paul George,PHI,[],[],"{'pts': 15.137767791748049, 'reb': 3.004868268966675, 'ast': 3.456231117248535, 'threes': 2.127569437026977, 'pra': 21.598867177963257}",[],,,,[],0.0,0.0
Pelle Larsson,MIA,[],[],"{'pts': 15.686673677884617, 'reb': 5.708640098571777, 'ast': 4.098712921142578, 'threes': 0.1840131279386723, 'pra': 25.49402669759897}",[],,,,[],0.0,0.0
Precious Achiuwa,SAC,[],[],"{'pts': 9.190989434468769, 'reb': 5.215463735215162, 'ast': 1.7205858993970942, 'threes': 0.4122436131381445, 'pra': 16.12703906908102}",[],,,,[],0.0,0.0
Quenton Jackson,IND,[],[],"{'pts': 15.02239227294922, 'reb': 3.243890285491944, 'ast': 3.064208507537842, 'threes': 1.7497150897979736, 'pra': 21.330491065979004}",[],,,,[],0.0,0.0
