date,home_tri,away_tri,home_pts,visitor_pts
2025-11-10,CHA,LAL,111,121
2025-11-10,DET,WAS,137,135
2025-11-10,ORL,POR,115,112
2025-11-10,MIA,CLE,140,138
2025-11-10,CHI,SAS,117,121
2025-11-10,DAL,MIL,114,116
2025-11-10,PHX,NOP,121,98
2025-11-10,UTA,MIN,113,120
2025-11-10,LAC,ATL,102,105
