date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-03-03,2026-03-04T04:10:00Z,Sacramento Kings,Phoenix Suns,335.5418755293727,-335.5418755293727,10.0,-10.0,,,223.0,-100.0,-100.0,11,11,7,6,oddsapi_consensus
2026-03-03,2026-03-04T00:10:00Z,Charlotte Hornets,Dallas Mavericks,-507.0645499628309,507.06454996283134,-12.5,12.5,,,231.0,-100.25477707006368,100.25477707006368,11,11,6,5,oddsapi_consensus
2026-03-03,2026-03-04T01:10:00Z,Minnesota Timberwolves,Memphis Grizzlies,-597.0669164178753,597.0669164178754,-14.0,14.0,,,237.5,101.60958005885418,-101.60958005885416,11,11,8,8,oddsapi_consensus
2026-03-03,2026-03-04T01:10:00Z,Chicago Bulls,Oklahoma City Thunder,348.708649353108,-348.70864935310806,10.5,-10.5,,,228.0,101.62003996238036,-101.62003996238032,11,11,8,6,oddsapi_consensus
2026-03-03,2026-03-04T00:40:00Z,Miami Heat,Brooklyn Nets,-540.1525074569552,540.1525074569549,-13.0,13.0,,,226.0,-100.61416619541873,100.61416619541879,11,11,8,5,oddsapi_consensus
2026-03-03,2026-03-04T03:40:00Z,Los Angeles Lakers,New Orleans Pelicans,-287.26785727093664,287.26785727093664,-8.5,8.5,,,243.0,-102.07364623024898,102.07364623024895,11,11,10,6,oddsapi_consensus
2026-03-03,2026-03-04T00:40:00Z,Toronto Raptors,New York Knicks,128.52563219543848,-128.52563219543853,2.5,-2.5,,,221.5,-101.22052241651811,101.22052241651811,11,11,11,5,oddsapi_consensus
2026-03-03,2026-03-04T00:10:00Z,Orlando Magic,Washington Wizards,-766.7040473998255,766.7040473998255,-15.5,15.5,,,227.5,-100.84128428019079,100.84128428019082,11,11,10,9,oddsapi_consensus
2026-03-03,2026-03-04T00:10:00Z,Cleveland Cavaliers,Detroit Pistons,128.5185353297023,-128.51853532970225,2.5,-2.5,,,228.5,100.69516857838028,-100.69516857838026,11,11,10,5,oddsapi_consensus
2026-03-03,2026-03-04T01:10:00Z,Philadelphia 76ers,San Antonio Spurs,264.74604822266815,-264.7460482226682,8.0,-8.0,,,234.5,100.449472020025,-100.44947202002501,11,11,9,9,oddsapi_consensus
