market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Orlando Magic,Charlotte Hornets,Orlando Magic,2026-03-19,0.25095886393677114,-110.0,0.5238095238095238,-4.7948659000824305,5.5,0.7051340999175695,5.5,,High
TOTAL,Under,Charlotte Hornets,Orlando Magic,2026-03-19,0.14314289135880132,-100.21672229205494,0.5005412192587461,-2.911245633368395,225.5,,,222.5887543666316,Medium
ATS,Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,2026-03-19,0.22556086315148993,-110.0,0.5238095238095238,4.364447362540583,13.0,-8.635552637459417,-13.0,,High
TOTAL,Under,Chicago Bulls,Cleveland Cavaliers,2026-03-19,0.7028065467858502,100.62102158049991,0.4984522519733787,-16.498604730342407,241.0,,,224.5013952696576,High
ATS,Los Angeles Clippers,New Orleans Pelicans,Los Angeles Clippers,2026-03-19,0.07071538072263894,105.0,0.4878048780487805,-0.6711290165908332,1.5,0.8288709834091668,1.5,,Low
TOTAL,Under,New Orleans Pelicans,Los Angeles Clippers,2026-03-19,0.20370517864695303,-100.62102158049991,0.5015477480266212,-4.207622657976572,231.5,,,227.29237734202343,High
ATS,Sacramento Kings,Sacramento Kings,Philadelphia 76ers,2026-03-19,0.6206111126020105,-110.0,0.5238095238095238,12.380291109958188,2.5,9.880291109958188,-2.5,,High
TOTAL,Under,Sacramento Kings,Philadelphia 76ers,2026-03-19,0.1270043184630657,-100.54318305268876,0.5013542795232936,-2.619691703504884,226.5,,,223.88030829649512,Medium
ATS,Phoenix Suns,San Antonio Spurs,Phoenix Suns,2026-03-19,0.4619702293662802,-115.0,0.5348837209302325,-9.346938030649495,10.0,0.6530619693505044,10.0,,High
TOTAL,Under,San Antonio Spurs,Phoenix Suns,2026-03-19,0.024980565088941642,-100.0,0.5,-0.5010177922937942,228.0,,,227.4989822077062,Low
ATS,Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,2026-03-19,0.3959886871350061,-110.0,0.5238095238095238,-7.398525822350091,-5.5,-12.898525822350091,-5.5,,High
TOTAL,Under,Utah Jazz,Milwaukee Bucks,2026-03-19,0.020657886114720858,-100.0,0.5,-0.41429942366335126,229.5,,,229.08570057633665,Low
ATS,Washington Wizards,Washington Wizards,Detroit Pistons,2026-03-19,0.20204338773268649,-115.0,0.5348837209302325,4.396373771983855,14.5,-10.103626228016145,-14.5,,High
TOTAL,Over,Washington Wizards,Detroit Pistons,2026-03-19,0.26127100431730765,-100.0,0.5,5.336591345589767,231.0,,,236.33659134558977,High
