event_id,commence_time,home_team,away_team,has_odds
5c0746ce9061a650f053a42e255e9c56,2026-02-01T20:40:00Z,Boston Celtics,Milwaukee Bucks,True
d2cc88f351d8b29d40d8a8cfbe724ad1,2026-02-01T23:10:00Z,Detroit Pistons,Brooklyn Nets,True
dbc4aeceedac7c3d49e0d34601e550c4,2026-02-01T23:10:00Z,Miami Heat,Chicago Bulls,True
0210ab755a18ffa716e3e74460b0600d,2026-02-01T23:10:00Z,Washington Wizards,Sacramento Kings,True
007cc4ad87ae4f21fa2e95d659fa0832,2026-02-01T23:10:00Z,Toronto Raptors,Utah Jazz,True
738c1334fcfb5a8dfb1149f4cdc3ffa4,2026-02-02T00:10:00Z,New York Knicks,Los Angeles Lakers,True
642a194513f0ec5b24011af9806a397c,2026-02-02T00:10:00Z,San Antonio Spurs,Orlando Magic,True
234f77cf5691a918e9951eccf534878a,2026-02-02T01:10:00Z,Phoenix Suns,Los Angeles Clippers,True
b4985acd1a9b9f1b6530bed611bfce81,2026-02-02T02:10:00Z,Portland Trail Blazers,Cleveland Cavaliers,True
1c9f0b84a617632c33b94135b8101897,2026-02-02T02:40:00Z,Denver Nuggets,Oklahoma City Thunder,True
