player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Aaron Nesmith,IND,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 150.0, 'edge': 0.1054840698573622, 'ev': 0.2637101746434057, 'ev_pct': 26.371017464340568, 'book': 'bovada'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 149.0, 'edge': 0.103877644154551, 'ev': 0.2586553339448321, 'ev_pct': 25.865533394483208, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 135.0, 'edge': 0.0799521549637452, 'ev': 0.1878875641648013, 'ev_pct': 18.78875641648013, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 135.0, 'edge': 0.0799521549637452, 'ev': 0.1878875641648013, 'ev_pct': 18.78875641648013, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': 125.0, 'edge': 0.0411463758754565, 'ev': 0.0925793457197772, 'ev_pct': 9.25793457197772, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 150.0, 'edge': 0.1054840698573622, 'ev': 0.2637101746434057, 'ev_pct': 26.371017464340568, 'book': 'bovada'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 149.0, 'edge': 0.103877644154551, 'ev': 0.2586553339448321, 'ev_pct': 25.865533394483208, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 135.0, 'edge': 0.0799521549637452, 'ev': 0.1878875641648013, 'ev_pct': 18.78875641648013, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 135.0, 'edge': 0.0799521549637452, 'ev': 0.1878875641648013, 'ev_pct': 18.78875641648013, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': 125.0, 'edge': 0.0411463758754565, 'ev': 0.0925793457197772, 'ev_pct': 9.25793457197772, 'book': 'bovada'}]","{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 150.0, 'ev': 0.2637101746434057, 'ev_pct': 26.371017464340568, 'book': 'bovada'}",model 2.6 vs line 2.5 (+0.1),2.6066666666666665,"['EV 26.4%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Ace Bailey,UTA,"[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 120.0, 'edge': 0.0613570769868709, 'ev': 0.1349855693711159, 'ev_pct': 13.498556937111589, 'book': 'bovada'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 120.0, 'edge': 0.0613570769868709, 'ev': 0.1349855693711159, 'ev_pct': 13.498556937111589, 'book': 'bovada'}]","{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 120.0, 'ev': 0.1349855693711159, 'ev_pct': 13.498556937111589, 'book': 'bovada'}",,,"['EV 13.5%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Andrew Nembhard,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 104.0, 'edge': 0.0868066138362141, 'ev': 0.1770854922258768, 'ev_pct': 17.70854922258768, 'book': 'betrivers'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 140.0, 'edge': 0.1024034065082447, 'ev': 0.2457681756197872, 'ev_pct': 24.57681756197872, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': 104.0, 'edge': 0.0868066138362141, 'ev': 0.1770854922258768, 'ev_pct': 17.70854922258768, 'book': 'betrivers'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 140.0, 'edge': 0.1024034065082447, 'ev': 0.2457681756197872, 'ev_pct': 24.57681756197872, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 140.0, 'ev': 0.2457681756197872, 'ev_pct': 24.57681756197872, 'book': 'bovada'}",,,"['EV 24.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Andrew Wiggins,MIA,[],[],[],,,,[],0.0,0.0
Anthony Black,ORL,"[{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 140.0, 'edge': 0.0885996302023756, 'ev': 0.2126391124857015, 'ev_pct': 21.26391124857015, 'book': 'bovada'}]",[],"[{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 140.0, 'edge': 0.0885996302023756, 'ev': 0.2126391124857015, 'ev_pct': 21.26391124857015, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 140.0, 'ev': 0.2126391124857015, 'ev_pct': 21.26391124857015, 'book': 'bovada'}",,,"['EV 21.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Anthony Edwards,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.1057611164396876, 'ev': 0.2379625119892972, 'ev_pct': 23.796251198929717, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0829158412579638, 'ev': 0.1774399002920426, 'ev_pct': 17.74399002920426, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0829158412579638, 'ev': 0.1774399002920426, 'ev_pct': 17.74399002920426, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': 110.0, 'edge': 0.1022280536049359, 'ev': 0.2146789125703654, 'ev_pct': 21.467891257036538, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -104.0, 'edge': 0.0733642890145496, 'ev': 0.1439068746054627, 'ev_pct': 14.39068746054627, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -105.0, 'edge': 0.0709730886319575, 'ev': 0.1385665063766789, 'ev_pct': 13.856650637667888, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0593586867736531, 'ev': 0.1133211292951561, 'ev_pct': 11.33211292951561, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -113.0, 'edge': 0.0526517786582944, 'ev': 0.0992462730461656, 'ev_pct': 9.924627304616559, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 120.0, 'edge': 0.1185440369744454, 'ev': 0.2607968813437799, 'ev_pct': 26.07968813437799, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': 100.0, 'edge': 0.0786582035656964, 'ev': 0.1573164071313928, 'ev_pct': 15.73164071313928, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 115.0, 'edge': 0.0882766481715304, 'ev': 0.1897947935687903, 'ev_pct': 18.979479356879033, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.1057611164396876, 'ev': 0.2379625119892972, 'ev_pct': 23.796251198929717, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0829158412579638, 'ev': 0.1774399002920426, 'ev_pct': 17.74399002920426, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0829158412579638, 'ev': 0.1774399002920426, 'ev_pct': 17.74399002920426, 'book': 'betrivers'}, {'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': 110.0, 'edge': 0.1022280536049359, 'ev': 0.2146789125703654, 'ev_pct': 21.467891257036538, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -104.0, 'edge': 0.0733642890145496, 'ev': 0.1439068746054627, 'ev_pct': 14.39068746054627, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -105.0, 'edge': 0.0709730886319575, 'ev': 0.1385665063766789, 'ev_pct': 13.856650637667888, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0593586867736531, 'ev': 0.1133211292951561, 'ev_pct': 11.33211292951561, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -113.0, 'edge': 0.0526517786582944, 'ev': 0.0992462730461656, 'ev_pct': 9.924627304616559, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 120.0, 'edge': 0.1185440369744454, 'ev': 0.2607968813437799, 'ev_pct': 26.07968813437799, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': 100.0, 'edge': 0.0786582035656964, 'ev': 0.1573164071313928, 'ev_pct': 15.73164071313928, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 115.0, 'edge': 0.0882766481715304, 'ev': 0.1897947935687903, 'ev_pct': 18.979479356879033, 'book': 'bovada'}]","{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'ev': 0.2379625119892972, 'ev_pct': 23.796251198929717, 'book': 'betmgm'}",model 2.5 vs line 3.5 (-1.0),2.459482648556049,"['EV 23.8%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Ayo Dosunmu,CHI,"[{'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': 105.0, 'edge': 0.0835271474560781, 'ev': 0.1712306522849601, 'ev_pct': 17.12306522849601, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 15.5, 'price': -102.0, 'edge': 0.0722884818463631, 'ev': 0.1431595424800524, 'ev_pct': 14.315954248005239, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': 100.0, 'edge': 0.0720451262466769, 'ev': 0.1440902524933538, 'ev_pct': 14.40902524933538, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 135.0, 'edge': 0.1037583354149904, 'ev': 0.2438320882252275, 'ev_pct': 24.38320882252275, 'book': 'bovada'}]",[],"[{'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': 105.0, 'edge': 0.0835271474560781, 'ev': 0.1712306522849601, 'ev_pct': 17.12306522849601, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 15.5, 'price': -102.0, 'edge': 0.0722884818463631, 'ev': 0.1431595424800524, 'ev_pct': 14.315954248005239, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': 100.0, 'edge': 0.0720451262466769, 'ev': 0.1440902524933538, 'ev_pct': 14.40902524933538, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 135.0, 'edge': 0.1037583354149904, 'ev': 0.2438320882252275, 'ev_pct': 24.38320882252275, 'book': 'bovada'}]","{'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 135.0, 'ev': 0.2438320882252275, 'ev_pct': 24.38320882252275, 'book': 'bovada'}",,,"['EV 24.4%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Bam Adebayo,MIA,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.0881923358677541, 'ev': 0.2116616060826099, 'ev_pct': 21.166160608260988, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 123.0, 'edge': 0.1055827669294268, 'ev': 0.2354495702526219, 'ev_pct': 23.54495702526219, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 120.0, 'edge': 0.0994678056575149, 'ev': 0.2188291724465328, 'ev_pct': 21.88291724465328, 'book': 'betmgm'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.0881923358677541, 'ev': 0.2116616060826099, 'ev_pct': 21.166160608260988, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 123.0, 'edge': 0.1055827669294268, 'ev': 0.2354495702526219, 'ev_pct': 23.54495702526219, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 120.0, 'edge': 0.0994678056575149, 'ev': 0.2188291724465328, 'ev_pct': 21.88291724465328, 'book': 'betmgm'}]","{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'ev': 0.2116616060826099, 'ev_pct': 21.166160608260988, 'book': 'bovada'}",model 3.6 vs line 3.5 (+0.1),3.606779765861644,"['EV 21.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brandin Podziemski,GSW,"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 130.0, 'edge': 0.0622080132984013, 'ev': 0.143078430586323, 'ev_pct': 14.307843058632299, 'book': 'bovada'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 130.0, 'edge': 0.0622080132984013, 'ev': 0.143078430586323, 'ev_pct': 14.307843058632299, 'book': 'bovada'}]","{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 130.0, 'ev': 0.143078430586323, 'ev_pct': 14.307843058632299, 'book': 'bovada'}",,,"['EV 14.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brandon Miller,CHA,"[{'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 135.0, 'edge': 0.0824747089949994, 'ev': 0.1938155661382488, 'ev_pct': 19.38155661382488, 'book': 'bovada'}]",[],"[{'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 135.0, 'edge': 0.0824747089949994, 'ev': 0.1938155661382488, 'ev_pct': 19.38155661382488, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 135.0, 'ev': 0.1938155661382488, 'ev_pct': 19.38155661382488, 'book': 'bovada'}",,,"['EV 19.4%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
