date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-08,1630163.0,LaMelo Ball,CHA,ast,UNDER,5.5,215,0.31746031746031744,0.4868083712977694,0.43404185648884686,0.16934805383745194,0.5334463695879734,bovada,Bovada,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1630314.0,Brandon Williams,DAL,ast,UNDER,3.5,185,0.3508771929824561,0.5088687782813323,0.5443438914066615,0.15799158529887614,0.45027601810179696,bovada,Bovada,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1628970.0,Miles Bridges,CHA,ast,UNDER,2.5,200,0.3333333333333333,0.4818802621950707,0.40940131097535337,0.14854692886173737,0.445640786585212,bovada,Bovada,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1642843.0,Cooper Flagg,DAL,ast,OVER,6.5,200,0.3333333333333333,0.46773058583633,0.3386529291816499,0.13439725250299667,0.40319175750898995,bovada,Bovada,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1628970.0,Miles Bridges,CHA,ast,OVER,4.5,200,0.3333333333333333,0.4568057462925125,0.2840287314625627,0.12347241295917921,0.37041723887753764,bovada,Bovada,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1642277.0,Johnny Furphy,IND,ast,OVER,1.5,157,0.38910505836575876,0.5304144102254121,0.6520720511270606,0.14130935185965338,0.36316503427930924,draftkings,DraftKings,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,203944.0,Julius Randle,MIN,ast,UNDER,4.5,170,0.37037037037037035,0.4865530720490715,0.4327653602453574,0.11618270167870115,0.31369329453249306,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,158,0.3875968992248062,0.5087209151232323,0.5436045756161614,0.12112401589842603,0.3124999610179392,fanduel,FanDuel,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1630163.0,LaMelo Ball,CHA,ast,OVER,8.5,205,0.32786885245901637,0.4301179671860935,0.1505898359304676,0.10224911472707715,0.31185979991758517,bovada,Bovada,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1642277.0,Johnny Furphy,IND,ast,OVER,1.5,145,0.40816326530612246,0.5304144102254121,0.6520720511270606,0.12225114491928968,0.29951530505225976,betmgm,BetMGM,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1628978.0,Donte DiVincenzo,MIN,ast,UNDER,3.5,150,0.4,0.5196213600281115,0.5981068001405576,0.11962136002811152,0.2990534000702788,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1629636.0,Darius Garland,CLE,ast,OVER,7.5,185,0.3508771929824561,0.4547519117548069,0.2737595587740346,0.10387471877235077,0.2960429485011997,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1642281.0,Jaylon Tyson,CLE,ast,OVER,2.5,152,0.3968253968253968,0.5035020456170467,0.5175102280852337,0.1066766487916499,0.26882515495495773,betonlineag,BetOnline.ag,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1628378.0,Donovan Mitchell,CLE,ast,UNDER,4.5,165,0.37735849056603776,0.4764791039928274,0.3823955199641369,0.09912061342678963,0.2626696255809925,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1642851.0,Kon Knueppel,CHA,ast,UNDER,2.5,165,0.37735849056603776,0.47413259369090205,0.3706629684545102,0.09677410312486429,0.2564513732808903,bovada,Bovada,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1628378.0,Donovan Mitchell,CLE,ast,OVER,6.5,170,0.37037037037037035,0.461650857318884,0.30825428659442,0.09128048694851365,0.24645731476098676,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,144,0.4098360655737705,0.5087209151232323,0.5436045756161614,0.09888484954946175,0.24127903290068664,betonlineag,BetOnline.ag,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,143,0.411522633744856,0.5087209151232323,0.5436045756161614,0.09719828137837627,0.23619182374945435,draftkings,DraftKings,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,140,0.4166666666666667,0.5087209151232323,0.5436045756161614,0.09205424845656557,0.2209301962957574,williamhill_us,Caesars,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,203944.0,Julius Randle,MIN,ast,OVER,6.5,165,0.37735849056603776,0.45282616065452225,0.2641308032726112,0.07546767008848448,0.19998932573448402,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1630314.0,Brandon Williams,DAL,ast,OVER,5.5,175,0.36363636363636365,0.43620933266711137,0.18104666333555697,0.07257296903074772,0.19957566483455624,bovada,Bovada,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,135,0.425531914893617,0.5087209151232323,0.5436045756161614,0.08318900022961523,0.19549415053959585,betmgm,BetMGM,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1630230.0,Naji Marshall,DAL,ast,UNDER,2.5,135,0.425531914893617,0.508656374667523,0.543281873337615,0.08312445977390598,0.19534248046867908,betrivers,BetRivers,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1630230.0,Naji Marshall,DAL,ast,UNDER,2.5,135,0.425531914893617,0.508656374667523,0.543281873337615,0.08312445977390598,0.19534248046867908,bovada,Bovada,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1628386.0,Jarrett Allen,CLE,ast,OVER,2.5,130,0.43478260869565216,0.5189449315006724,0.594724657503362,0.08416232280502028,0.19357334245154667,betmgm,BetMGM,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1641716.0,Jarace Walker,IND,ast,OVER,1.5,119,0.45662100456621,0.5408738306791138,0.7043691533955687,0.08425282611290374,0.18451368918725908,draftkings,DraftKings,2026-01-09T00:10:00Z,Charlotte Hornets,Indiana Pacers
2026-01-08,1628386.0,Jarrett Allen,CLE,ast,OVER,2.5,125,0.4444444444444444,0.5189449315006724,0.594724657503362,0.07450048705622803,0.167626095876513,betonlineag,BetOnline.ag,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1629636.0,Darius Garland,CLE,ast,UNDER,5.5,140,0.4166666666666667,0.48426396615509326,0.4213198307754664,0.06759729948842658,0.1622335187722238,bovada,Bovada,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1628386.0,Jarrett Allen,CLE,ast,OVER,2.5,122,0.45045045045045046,0.5189449315006724,0.594724657503362,0.06849448105022199,0.15205774793149285,williamhill_us,Caesars,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
2026-01-08,1642843.0,Cooper Flagg,DAL,ast,UNDER,4.5,145,0.40816326530612246,0.4701083939978571,0.35054196998928555,0.06194512869173463,0.15176556529474983,bovada,Bovada,2026-01-09T02:10:00Z,Utah Jazz,Dallas Mavericks
2026-01-08,1628386.0,Jarrett Allen,CLE,ast,OVER,2.5,120,0.45454545454545453,0.5189449315006724,0.594724657503362,0.06439947695521792,0.14167884930147934,draftkings,DraftKings,2026-01-09T01:10:00Z,Minnesota Timberwolves,Cleveland Cavaliers
