date,snapshot_ts,open_snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,open_line,open_price,open_implied_prob,line_move,implied_move,sentiment_strength,sentiment_w,sentiment_applied
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1628973.0,Jalen Brunson,NYK,ast,UNDER,7.5,105,0.4878048780487805,0.5561309497254424,0.9433120225598601,0.06832607167666194,0.14006844693715692,betmgm,BetMGM,2026-03-12T01:10:00Z,Utah Jazz,New York Knicks,7.5,105,0.4878048780487805,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1630567.0,Scottie Barnes,TOR,ast,UNDER,4.5,116,0.46296296296296297,0.5180310390150087,0.8300834699766012,0.05506807605204572,0.11894704427241876,fanduel,FanDuel,2026-03-12T00:10:00Z,New Orleans Pelicans,Toronto Raptors,4.5,116,0.46296296296296297,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1627739.0,Kris Dunn,LAC,ast,OVER,3.5,-108,0.5192307692307693,0.5809793245198771,0.9308878044914879,0.06174855528910783,0.1189231435197633,fanduel,FanDuel,2026-03-12T02:40:00Z,Los Angeles Clippers,Minnesota Timberwolves,3.5,-108,0.5192307692307693,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1630567.0,Scottie Barnes,TOR,ast,UNDER,4.5,113,0.4694835680751174,0.52357355336034,0.8300834699766012,0.054089985285222575,0.11521166865752408,draftkings,DraftKings,2026-03-12T00:10:00Z,New Orleans Pelicans,Toronto Raptors,4.5,113,0.4694835680751174,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1627739.0,Kris Dunn,LAC,ast,OVER,3.5,-116,0.5370370370370371,0.5961146521552048,0.9308878044914879,0.05907761511816767,0.11000659366831234,draftkings,DraftKings,2026-03-12T02:40:00Z,Los Angeles Clippers,Minnesota Timberwolves,3.5,-116,0.5370370370370371,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1631128.0,Christian Braun,DEN,ast,OVER,2.5,106,0.4854368932038835,0.5384369278461585,0.8387704574857171,0.053000034642274985,0.1091800713630865,draftkings,DraftKings,2026-03-12T02:10:00Z,Denver Nuggets,Houston Rockets,2.5,106,0.4854368932038835,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1628973.0,Jalen Brunson,NYK,ast,UNDER,7.5,-124,0.5535714285714286,0.6120325176696934,0.9433120225598601,0.05846108909826475,0.10560712869363958,draftkings,DraftKings,2026-03-12T01:10:00Z,Utah Jazz,New York Knicks,7.5,-124,0.5535714285714286,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1630567.0,Scottie Barnes,TOR,ast,UNDER,4.5,105,0.4878048780487805,0.5391466668379535,0.8300834699766012,0.05134178878917306,0.10525066701780472,betmgm,BetMGM,2026-03-12T00:10:00Z,New Orleans Pelicans,Toronto Raptors,4.5,105,0.4878048780487805,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1631106.0,Tari Eason,HOU,ast,OVER,1.5,100,0.5,0.5513604014574414,0.8424026763829423,0.05136040145744136,0.10272080291488273,betmgm,BetMGM,2026-03-12T02:10:00Z,Denver Nuggets,Houston Rockets,1.5,100,0.5,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,1628973.0,Jalen Brunson,NYK,ast,UNDER,7.5,-128,0.5614035087719298,0.6186897858401194,0.9433120225598601,0.05728627706818956,0.10204118102771259,fanduel,FanDuel,2026-03-12T01:10:00Z,Utah Jazz,New York Knicks,7.5,-128,0.5614035087719298,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,202695.0,Kawhi Leonard,LAC,ast,OVER,3.5,106,0.4854368932038835,0.5332348234931568,0.8040897617990387,0.04779793028927326,0.098463736395903,draftkings,DraftKings,2026-03-12T02:40:00Z,Los Angeles Clippers,Minnesota Timberwolves,3.5,106,0.4854368932038835,0.0,0.0,0.0,0.0,False
2026-03-11,2026-03-11T21:38:46.630875+00:00,2026-03-11T21:38:46.630875+00:00,201572.0,Brook Lopez,LAC,ast,OVER,1.5,-105,0.5121951219512195,0.5623925576451188,0.8468446932438813,0.05019743569389923,0.09800451730713655,draftkings,DraftKings,2026-03-12T02:40:00Z,Los Angeles Clippers,Minnesota Timberwolves,1.5,-105,0.5121951219512195,0.0,0.0,0.0,0.0,False
