date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-02,Detroit Pistons,Minnesota Timberwolves,109.5,55.5,54.0,-2.0,-105,-115,-1.0,-105,-115,-1.0,-110,-110
2026-04-02,Charlotte Hornets,Phoenix Suns,115.5,57.5,57.0,-3.0,-110,-110,-1.5,-110,-110,-1.5,-110,-110
2026-04-02,Oklahoma City Thunder,Los Angeles Lakers,119.5,60.5,59.0,-5.5,-105,-115,-3.0,-110,-110,-2.5,-110,-110
2026-04-02,Golden State Warriors,Cleveland Cavaliers,110.5,55.5,54.5,6.0,-115,-105,3.0,-110,-110,3.0,-115,-105
2026-04-02,Portland Trail Blazers,New Orleans Pelicans,119.0,60.5,59.0,-3.5,-110,-110,-2.0,-105,-115,-2.0,-105,-115
2026-04-02,Los Angeles Clippers,San Antonio Spurs,118.5,60.0,58.5,1.5,-105,-115,1.0,-115,-105,1.0,-115,-105
