gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,game_id,date
0042400406,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:41 PM EST),period,start,1,0,1,0042400406,2025-06-19
0042400406,4,PT12M00.00S,1,1610612754,IND,1626167,Turner,M. Turner,0,0,0,,0,,,0,h,Jump Ball Turner vs. Holmgren: Tip to Gilgeous-Alexander,Jump Ball,,1,0,2,0042400406,2025-06-19
0042400406,7,PT11M44.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,42,21,5,Missed,1,,,0,v,MISS Holmgren 5' Driving Bank Hook Shot,Missed Shot,Driving Bank Hook Shot,1,2,3,0042400406,2025-06-19
0042400406,8,PT11M42.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,v,Hartenstein REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,4,0042400406,2025-06-19
0042400406,9,PT11M42.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,-43,8,4,Made,1,0,2,2,v,Hartenstein 4' Putback Layup (2 PTS),Made Shot,Putback Layup Shot,1,2,5,0042400406,2025-06-19
0042400406,11,PT11M35.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,v,Hartenstein AWAY.FROM.PLAY.FOUL (P1.T1) (Z.Zarba),Foul,Away From Play,1,0,6,0042400406,2025-06-19
0042400406,13,PT11M35.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,0,0,0,,0,1,2,3,h,Haliburton Free Throw 1 of 1 (1 PTS),Free Throw,Free Throw 1 of 1,1,0,7,0042400406,2025-06-19
0042400406,14,PT11M31.00S,1,1610612754,IND,1626167,Turner,M. Turner,-28,84,9,Missed,1,,,0,h,MISS Turner 9' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,2,8,0042400406,2025-06-19
0042400406,15,PT11M27.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,0,0,0,,0,,,0,v,Holmgren REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9,0042400406,2025-06-19
0042400406,16,PT11M19.00S,1,1610612760,OKC,1628983,Gilgeous-Alexander,S. Gilgeous-Alexander,0,0,0,,0,,,0,v,Gilgeous-Alexander Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,10,0042400406,2025-06-19
0042400406,16,PT11M19.00S,1,1610612754,IND,1629614,Nembhard,A. Nembhard,0,0,0,,0,,,0,h,Nembhard STEAL (1 STL),,,1,0,11,0042400406,2025-06-19
0042400406,18,PT11M15.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,-153,200,25,Missed,1,,,0,h,MISS Haliburton 25' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,1,3,12,0042400406,2025-06-19
0042400406,19,PT11M12.00S,1,1610612760,OKC,1631096,Holmgren,C. Holmgren,0,0,0,,0,,,0,v,Holmgren REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,13,0042400406,2025-06-19
