date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-26,Toronto Raptors,Cleveland Cavaliers,107.5,54.5,53.5,1.5,-110,-110,1.0,-115,-105,1.0,-115,-105
2026-04-26,Portland Trail Blazers,San Antonio Spurs,112.5,56.5,55.5,3.0,-110,-110,1.5,-110,-110,1.5,-110,-110
2026-04-26,Philadelphia 76ers,Boston Celtics,110.0,55.0,54.5,4.0,-110,-110,2.0,-110,-110,2.0,-110,-110
2026-04-26,Houston Rockets,Los Angeles Lakers,106.5,54.0,52.5,-3.0,-110,-110,-1.5,-110,-110,-1.5,-110,-110
