event_id,commence_time,home_team,away_team,has_odds
786e38c6d2a209bb12801b30f17e9ef2,2026-02-12T00:00:00Z,Orlando Magic,Milwaukee Bucks,True
7c66ba90233d458cdf37f776c8a9f406,2026-02-12T00:10:00Z,Charlotte Hornets,Atlanta Hawks,True
1e29ea38e9c7789166418c9a3544bff9,2026-02-12T00:10:00Z,Cleveland Cavaliers,Washington Wizards,True
c09c552bcc0d68d3e96c860980ae1563,2026-02-12T00:30:00Z,Toronto Raptors,Detroit Pistons,True
fa53065fb88985857fe9cfe5372477dc,2026-02-12T00:30:00Z,Philadelphia 76ers,New York Knicks,True
fe5025ebf8e01fd991276b32c2720ea7,2026-02-12T00:40:00Z,Boston Celtics,Chicago Bulls,True
8cdd1f682ca6ed36e908ecf3b00f01bc,2026-02-12T00:40:00Z,Brooklyn Nets,Indiana Pacers,True
eb36e00b7d03160ba917374db994fae4,2026-02-12T01:10:00Z,Houston Rockets,Los Angeles Clippers,True
3313a32e931557302ee2526858b86060,2026-02-12T01:10:00Z,New Orleans Pelicans,Miami Heat,True
3acad36c997423e34f7d485f9598a106,2026-02-12T01:10:00Z,Minnesota Timberwolves,Portland Trail Blazers,True
a8954b4710b0fae858e10da04cd1b866,2026-02-12T02:00:00Z,Phoenix Suns,Oklahoma City Thunder,True
72e90971d6ffe7bcc9ce0c5c15a12ece,2026-02-12T02:10:00Z,Denver Nuggets,Memphis Grizzlies,True
1ad953fef0955a0aa7ed634326688a91,2026-02-12T02:10:00Z,Utah Jazz,Sacramento Kings,True
69338c4d8b76e2c7c832dc2ec56f291f,2026-02-12T03:00:00Z,Golden State Warriors,San Antonio Spurs,True
