date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-29,,CHI,MIN,home,CHI,2000,4433630,Rickea Jackson,scenario,close,587,8.0,14.0,22.0,3.0,6.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,14.0,22.0,30.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433630,Rickea Jackson,scenario,medium,662,7.0,14.0,22.0,3.0,5.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,14.0,21.0,30.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433630,Rickea Jackson,scenario,blowout,751,7.0,14.0,22.0,3.0,6.0,9.0,0.0,2.0,3.0,0.0,1.0,3.0,13.0,21.0,30.0
2026-05-29,,CHI,MIN,home,CHI,2000,2529137,Natasha Cloud,scenario,close,587,6.0,12.0,18.0,3.0,5.0,9.0,1.0,3.0,6.0,0.0,1.0,3.0,14.0,21.0,28.0
2026-05-29,,CHI,MIN,home,CHI,2000,2529137,Natasha Cloud,scenario,medium,662,5.0,11.0,19.0,3.0,5.0,9.0,1.0,3.0,6.0,0.0,1.0,3.0,13.0,20.0,28.0
2026-05-29,,CHI,MIN,home,CHI,2000,2529137,Natasha Cloud,scenario,blowout,751,5.0,11.0,18.0,3.0,5.0,8.0,1.0,3.0,5.0,0.0,1.0,3.0,12.0,20.0,28.0
2026-05-29,,CHI,MIN,home,CHI,2000,2491205,Skylar Diggins,scenario,close,587,5.600000000000001,11.0,19.0,1.0,4.0,7.0,1.0,3.0,5.0,0.0,1.0,3.0,12.0,18.0,26.0
2026-05-29,,CHI,MIN,home,CHI,2000,2491205,Skylar Diggins,scenario,medium,662,5.0,11.0,18.0,2.0,4.0,7.0,1.0,3.0,5.0,0.0,1.0,3.0,11.0,18.0,25.0
2026-05-29,,CHI,MIN,home,CHI,2000,2491205,Skylar Diggins,scenario,blowout,751,5.0,11.0,18.0,2.0,4.0,6.0,1.0,3.0,5.0,0.0,1.0,3.0,10.0,18.0,26.0
2026-05-29,,CHI,MIN,home,CHI,2000,4858656,Gabriela Jaquez,scenario,close,587,4.0,9.0,16.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,1.0,2.0,10.0,16.0,24.0
2026-05-29,,CHI,MIN,home,CHI,2000,4858656,Gabriela Jaquez,scenario,medium,662,4.0,9.0,16.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,1.0,2.0,10.0,16.0,23.0
2026-05-29,,CHI,MIN,home,CHI,2000,4858656,Gabriela Jaquez,scenario,blowout,751,4.0,9.0,15.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,1.0,2.0,9.0,16.0,22.0
2026-05-29,,CHI,MIN,home,CHI,2000,2566186,Rachel Banham,scenario,close,587,4.0,9.0,15.0,1.0,3.0,5.0,1.0,2.0,4.0,0.0,1.0,3.0,8.0,14.0,21.0
2026-05-29,,CHI,MIN,home,CHI,2000,2566186,Rachel Banham,scenario,medium,662,4.0,9.0,15.0,1.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,3.0,8.0,14.0,21.0
2026-05-29,,CHI,MIN,home,CHI,2000,2566186,Rachel Banham,scenario,blowout,751,4.0,9.0,15.0,1.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,3.0,8.0,14.0,21.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433405,Kamilla Cardoso,scenario,close,587,4.0,9.0,16.0,5.0,9.0,13.0,0.0,2.0,4.0,0.0,0.0,1.0,13.0,20.0,28.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433405,Kamilla Cardoso,scenario,medium,662,4.0,8.0,15.0,5.0,8.0,13.0,1.0,2.0,4.0,0.0,0.0,1.0,13.0,20.0,27.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433405,Kamilla Cardoso,scenario,blowout,751,3.0,8.0,15.0,5.0,8.0,12.0,0.0,2.0,4.0,0.0,0.0,1.0,12.0,18.0,26.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433424,Maddy Westbeld,scenario,close,587,3.0,8.0,13.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,14.0,20.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433424,Maddy Westbeld,scenario,medium,662,3.0,8.0,14.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,14.0,22.0
2026-05-29,,CHI,MIN,home,CHI,2000,4433424,Maddy Westbeld,scenario,blowout,751,3.0,8.0,14.0,2.0,5.0,8.0,0.0,1.0,3.0,0.0,1.0,2.0,9.0,14.0,21.0
2026-05-29,,CHI,MIN,home,CHI,2000,3142010,Azura Stevens,scenario,close,587,2.0,6.0,12.0,3.0,6.0,10.0,0.0,1.0,3.0,0.0,1.0,2.0,9.0,14.0,21.0
