date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-02-24,0022500831,Indiana Pacers,Philadelphia 76ers,2026-02-25T00:00:00+00:00,340.0,-460.0,10.0,-10.0,-110,-110,233.0,-110,-110,bovada,IND,PHI,0.5,1.1746842300124265,0.6910834891487049,PHI: Tyrese Maxey (11.9%); PHI: VJ Edgecombe (10.9%); IND: Pascal Siakam (10.4%); PHI: Kelly Oubre Jr. (10.1%); IND: Andrew Nembhard (9.9%)
2026-02-24,0022500833,Brooklyn Nets,Dallas Mavericks,2026-02-25T00:30:00+00:00,110.0,-130.0,2.0,-2.0,-110,-110,226.0,-110,-110,bovada,BKN,DAL,0.5,1.1622660018147906,0.687223375140951,DAL: Cooper Flagg (11.5%); BKN: Michael Porter Jr. (11.1%); DAL: Anthony Davis (10.6%); DAL: P.J. Washington (10.3%); DAL: Max Christie (10.0%)
2026-02-24,0022500835,Cleveland Cavaliers,New York Knicks,2026-02-25T00:30:00+00:00,-170.0,145.0,-4.0,4.0,-115,-105,232.0,-110,-110,bovada,CLE,NYK,0.5,1.3110026435399005,0.730450341372848,NYK: Jalen Brunson (10.8%); NYK: Mikal Bridges (10.7%); CLE: Donovan Mitchell (10.5%); CLE: Evan Mobley (10.4%); NYK: OG Anunoby (10.3%)
2026-02-24,0022500834,Toronto Raptors,Oklahoma City Thunder,2026-02-25T00:30:00+00:00,975.0,1200.0,1.5,-1.5,-135,105,216.0,-110,-110,bovada,TOR,OKC,0.5,1.1461057908910688,0.6821277768330014,TOR: Scottie Barnes (11.4%); TOR: Brandon Ingram (11.2%); OKC: Shai Gilgeous-Alexander (11.1%); TOR: Immanuel Quickley (10.8%); TOR: RJ Barrett (9.8%)
2026-02-24,0022500832,Atlanta Hawks,Washington Wizards,2026-02-25T00:30:00+00:00,-750.0,500.0,-13.0,13.0,-110,-110,239.0,-110,-110,bovada,ATL,WAS,0.5,1.225621488757104,0.7064248100645794,ATL: Jalen Johnson (11.6%); ATL: Dyson Daniels (11.0%); ATL: Nickeil Alexander-Walker (10.8%); ATL: Onyeka Okongwu (10.4%); WAS: CJ McCollum (10.1%)
2026-02-24,0022500836,Chicago Bulls,Charlotte Hornets,2026-02-25T01:00:00+00:00,270.0,-340.0,8.5,-8.5,-105,-115,232.5,-110,-110,bovada,CHI,CHA,0.5,1.3195539428342455,0.7327455138389758,CHA: Miles Bridges (10.7%); CHI: Josh Giddey (10.6%); CHA: Kon Knueppel (10.6%); CHI: Anfernee Simons (10.4%); CHI: Collin Sexton (10.3%)
2026-02-24,0022500838,New Orleans Pelicans,Golden State Warriors,2026-02-25T01:00:00+00:00,1200.0,900.0,-1.5,1.5,105,-135,227.0,-110,-110,bovada,NOP,GSW,0.5,1.2560458019542615,0.7152221288150891,NOP: Trey Murphy III (12.2%); GSW: Stephen Curry (10.7%); GSW: Jimmy Butler III (10.7%); NOP: Saddiq Bey (10.4%); NOP: Zion Williamson (10.2%)
2026-02-24,0022500837,Milwaukee Bucks,Miami Heat,2026-02-25T01:00:00+00:00,195.0,-235.0,6.5,-6.5,-115,-105,227.0,-110,-110,bovada,MIL,MIA,0.5,1.2133487171027866,0.7027996287863443,MIL: Kevin Porter Jr. (10.9%); MIL: Ryan Rollins (10.4%); MIA: Tyler Herro (10.3%); MIA: Bam Adebayo (10.2%); MIA: Andrew Wiggins (10.2%)
2026-02-24,0022500839,Phoenix Suns,Boston Celtics,2026-02-25T02:00:00+00:00,210.0,-250.0,7.0,-7.0,-110,-110,205.5,-110,-110,bovada,PHX,BOS,0.5,1.3400311921023125,0.7381624988091787,BOS: Derrick White (11.2%); BOS: Jaylen Brown (11.2%); PHX: Devin Booker (11.1%); BOS: Payton Pritchard (10.7%); PHX: Dillon Brooks (10.2%)
2026-02-24,0022500841,Portland Trail Blazers,Minnesota Timberwolves,2026-02-25T03:00:00+00:00,215.0,-260.0,7.0,-7.0,-115,-105,236.5,-110,-110,bovada,POR,MIN,0.5,1.3046786839016564,0.7287403188534886,MIN: Anthony Edwards (11.1%); POR: Deni Avdija (10.8%); MIN: Julius Randle (10.6%); POR: Toumani Camara (10.5%); MIN: Jaden McDaniels (10.1%)
2026-02-24,0022500840,Los Angeles Lakers,Orlando Magic,2026-02-25T03:30:00+00:00,-220.0,180.0,-5.5,5.5,-110,-110,230.5,-110,-110,bovada,LAL,ORL,0.51499550161941,1.090429750778711,0.6639279645505051,LAL: Luka Dončić (11.1%); ORL: Paolo Banchero (10.7%); ORL: Desmond Bane (10.6%); LAL: Austin Reaves (10.4%); LAL: LeBron James (10.4%)
