market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Memphis Grizzlies,New York Knicks,Memphis Grizzlies,2025-11-11,0.5579165377382154,334.45454545454544,0.2301736765013601,,,,,,High
ATS,Memphis Grizzlies,New York Knicks,Memphis Grizzlies,2025-11-11,,,,-7.506549835205078,10.0,2.493450164794922,10.0,,High
TOTAL,Under,New York Knicks,Memphis Grizzlies,2025-11-11,,,,-5.213729858398409,232.0,,,226.7862701416016,High
ML,Brooklyn Nets,Brooklyn Nets,Toronto Raptors,2025-11-11,1.623351429990727,341.3636363636364,0.2265705458290422,,,,,,High
ATS,Brooklyn Nets,Brooklyn Nets,Toronto Raptors,2025-11-11,,,,9.6624276638031,10.0,-0.3375723361968994,-10.0,,High
TOTAL,Under,Brooklyn Nets,Toronto Raptors,2025-11-11,,,,-6.01739501953125,233.5,,,227.48260498046875,High
ML,Boston Celtics,Philadelphia 76ers,Boston Celtics,2025-11-11,7.275830166582142,-10.454545454545457,0.0946502057613169,,,,,,High
ATS,Boston Celtics,Philadelphia 76ers,Boston Celtics,2025-11-11,,,,-12.882938385009766,1.0,-11.882938385009766,1.0,,High
TOTAL,Under,Philadelphia 76ers,Boston Celtics,2025-11-11,,,,-11.57763671875,231.5,,,219.92236328125,High
ML,Indiana Pacers,Utah Jazz,Indiana Pacers,2025-11-11,0.27615938449757105,-141.1818181818182,0.5853750471164719,,,,,,High
ATS,Indiana Pacers,Utah Jazz,Indiana Pacers,2025-11-11,,,,-6.754921913146973,-2.5,-9.254921913146973,-2.5,,High
TOTAL,Over,Utah Jazz,Indiana Pacers,2025-11-11,,,,3.8134155273437216,232.5,,,236.31341552734372,Medium
ML,Sacramento Kings,Sacramento Kings,Denver Nuggets,2025-11-11,0.4645407961391248,278.8,0.26399155227032733,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Denver Nuggets,2025-11-11,,,,7.697284698486328,8.5,-0.8027153015136719,-8.5,,High
TOTAL,Under,Sacramento Kings,Denver Nuggets,2025-11-11,,,,-14.3109130859375,243.0,,,228.6890869140625,High
