date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-01-02,0022500477,Washington Wizards,Brooklyn Nets,2026-01-03T00:10:00Z,0.4674153660675743,2.252929542891038,0.8949090951487579,BKN: Michael Porter Jr. (12.4%); WAS: Kyshawn George (11.7%); WAS: CJ McCollum (11.2%); BKN: Nic Claxton (10.7%); WAS: Alex Sarr (9.7%)
2026-01-02,0022500476,Indiana Pacers,San Antonio Spurs,2026-01-03T00:10:00Z,0.422986957567062,2.19739987656023,0.8889083648733332,IND: Pascal Siakam (11.6%); IND: Bennedict Mathurin (11.0%); SAS: De'Aaron Fox (10.8%); SAS: Devin Vassell (10.5%); IND: Andrew Nembhard (10.3%)
2026-01-02,0022500478,Cleveland Cavaliers,Denver Nuggets,2026-01-03T00:40:00Z,0.619756703065786,2.2620310103208183,0.8958612370793597,DEN: Jamal Murray (12.3%); DEN: Nikola Jokić (11.9%); CLE: Donovan Mitchell (11.5%); CLE: Evan Mobley (11.0%); DEN: Cameron Johnson (9.7%)
2026-01-02,0022500483,Phoenix Suns,Sacramento Kings,2026-01-03T02:10:00Z,0.4674153660675743,2.129547458012928,0.881108915112059,SAC: Keegan Murray (12.6%); PHX: Devin Booker (11.2%); SAC: DeMar DeRozan (10.7%); SAC: Domantas Sabonis (10.7%); SAC: Zach LaVine (10.5%)
2026-01-02,0022500484,Golden State Warriors,Oklahoma City Thunder,2026-01-03T03:10:00Z,0.4525126780259387,2.3157871560853,0.9013115298101648,OKC: Shai Gilgeous-Alexander (12.5%); GSW: Stephen Curry (11.7%); GSW: Jimmy Butler III (11.5%); OKC: Jalen Williams (10.5%); OKC: Chet Holmgren (9.8%)
2026-01-02,0022500482,New Orleans Pelicans,Portland Trail Blazers,2026-01-03T01:10:00Z,0.4525126780259387,2.176637821861516,0.8865777639554286,NOP: Trey Murphy III (12.3%); POR: Deni Avdija (12.2%); POR: Jrue Holiday (11.2%); POR: Toumani Camara (11.2%); POR: Jerami Grant (9.6%)
2026-01-02,0022500479,New York Knicks,Atlanta Hawks,2026-01-03T00:40:00Z,0.4376946460331069,2.279697027158312,0.8976847992527563,NYK: Jalen Brunson (11.4%); ATL: Jalen Johnson (11.3%); NYK: Mikal Bridges (11.2%); ATL: Dyson Daniels (10.6%); ATL: Nickeil Alexander-Walker (10.0%)
2026-01-02,0022500481,Milwaukee Bucks,Charlotte Hornets,2026-01-03T01:10:00Z,0.4525126780259387,2.27332514149333,0.8970307770272077,CHA: Miles Bridges (11.9%); MIL: Kevin Porter Jr. (11.7%); CHA: Kon Knueppel (11.5%); MIL: Ryan Rollins (10.6%); CHA: Brandon Miller (10.0%)
2026-01-02,0022500485,Los Angeles Lakers,Memphis Grizzlies,2026-01-03T03:40:00Z,0.422986957567062,2.1662486207268588,0.8853932551360273,LAL: Luka Dončić (13.1%); LAL: Austin Reaves (12.5%); LAL: LeBron James (11.1%); LAL: Rui Hachimura (10.9%); MEM: Jaren Jackson Jr. (9.6%)
2026-01-02,0022500480,Chicago Bulls,Orlando Magic,2026-01-03T01:10:00Z,0.4376946460331069,2.159061089961008,0.884566548199585,ORL: Desmond Bane (11.8%); ORL: Franz Wagner (11.5%); ORL: Paolo Banchero (11.4%); CHI: Josh Giddey (11.2%); ORL: Wendell Carter Jr. (9.9%)
