date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-21,Boston Celtics,Philadelphia 76ers,111.5,56.5,55.0,-8.5,-110,-110,-4.5,-105,-115,-4.0,-115,-105
2026-04-21,San Antonio Spurs,Portland Trail Blazers,113.5,57.0,56.0,-7.0,-110,-110,-3.5,-110,-110,-3.5,-110,-110
2026-04-21,Los Angeles Lakers,Houston Rockets,101.0,51.0,50.0,2.5,-105,-115,1.5,-115,-105,1.5,-115,-105
