event_id,commence_time,home_team,away_team,has_odds
19a5443c8ea8f228498d950cb51a24a4,2026-02-04T00:10:00Z,Detroit Pistons,Denver Nuggets,True
635e88c2f951b24786768df6799cea86,2026-02-04T00:10:00Z,Indiana Pacers,Utah Jazz,True
b115535fb5004176720bf3e256b127db,2026-02-04T00:10:00Z,Washington Wizards,New York Knicks,True
01033031be4b2306531dce32f69191b5,2026-02-04T00:40:00Z,Miami Heat,Atlanta Hawks,True
4cc413ea9714a3e472033030eac2adb7,2026-02-04T00:40:00Z,Brooklyn Nets,Los Angeles Lakers,True
e0d51f970fc760f66ccb9b94f0d7527a,2026-02-04T01:10:00Z,Dallas Mavericks,Boston Celtics,True
6e77a178712aabf4adad2f5c2761833a,2026-02-04T01:10:00Z,Milwaukee Bucks,Chicago Bulls,True
cbd809d5c1bf7515e3baa1882f0356ad,2026-02-04T01:10:00Z,Oklahoma City Thunder,Orlando Magic,True
b3edd94288c50752fc0b9bd809fd69cc,2026-02-04T03:10:00Z,Golden State Warriors,Philadelphia 76ers,True
6d3f4f581df87818646720ba857a14cb,2026-02-04T04:10:00Z,Portland Trail Blazers,Phoenix Suns,True
