market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Golden State Warriors,Atlanta Hawks,Golden State Warriors,2026-03-21,0.7804680992460542,-105.0,0.5121951219512195,-16.234113849853866,10.5,-5.734113849853866,10.5,,High
TOTAL,Under,Atlanta Hawks,Golden State Warriors,2026-03-21,0.1322634464614567,-100.43414083528695,0.5010830012129613,-2.714427056634804,229.5,,,226.7855729433652,Medium
ATS,Memphis Grizzlies,Charlotte Hornets,Memphis Grizzlies,2026-03-21,0.901371361480892,-110.0,0.5238095238095238,-31.78091639212758,16.5,-15.280916392127578,16.5,,High
TOTAL,Under,Charlotte Hornets,Memphis Grizzlies,2026-03-21,0.4860404949901347,-100.0,0.5,-10.442956766304548,235.0,,,224.55704323369545,High
ATS,Los Angeles Clippers,Dallas Mavericks,Los Angeles Clippers,2026-03-21,0.15075446367326129,-110.0,0.5238095238095238,-3.126473155513226,-7.0,-10.126473155513226,-7.0,,High
TOTAL,Under,Dallas Mavericks,Los Angeles Clippers,2026-03-21,0.2941191622682745,103.23327118272168,0.4920454186366593,-5.5972180293643135,233.5,,,227.9027819706357,High
ATS,Houston Rockets,Houston Rockets,Miami Heat,2026-03-21,-0.029717950364082646,-115.0,0.5348837209302325,0.5713683074710234,-2.0,2.5713683074710234,2.0,,Low
TOTAL,Over,Houston Rockets,Miami Heat,2026-03-21,0.0639252153656672,-100.11572734637194,0.5002891510525098,1.2956466731509124,229.5,,,230.7956466731509,Low
ATS,Orlando Magic,Orlando Magic,Los Angeles Lakers,2026-03-21,0.2934185991000302,-110.0,0.5238095238095238,5.5287982917336045,3.0,2.5287982917336045,-3.0,,High
TOTAL,Under,Orlando Magic,Los Angeles Lakers,2026-03-21,0.5390480514201202,101.08932461873638,0.49729144095341277,-11.57817809209817,232.5,,,220.92182190790183,High
ATS,Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,2026-03-21,0.7718853285746207,-110.0,0.5238095238095238,-17.544088907902605,11.5,-6.044088907902607,11.5,,High
TOTAL,Over,Phoenix Suns,Milwaukee Bucks,2026-03-21,0.3059683188798257,100.21226915729144,0.4994698897370653,6.264246664578479,220.0,,,226.26424666457848,High
ATS,Indiana Pacers,San Antonio Spurs,Indiana Pacers,2026-03-21,0.8553836469594183,-115.0,0.5348837209302325,-29.13925778193185,19.0,-10.13925778193185,19.0,,High
TOTAL,Under,San Antonio Spurs,Indiana Pacers,2026-03-21,0.37649684897862623,102.04585885618634,0.49493714232063885,-7.540471702228302,233.0,,,225.4595282977717,High
ATS,Utah Jazz,Utah Jazz,Philadelphia 76ers,2026-03-21,0.3263084059933219,-105.0,0.5121951219512195,5.589869160558543,6.0,-0.4101308394414578,-6.0,,High
TOTAL,Under,Utah Jazz,Philadelphia 76ers,2026-03-21,0.20999277132890537,100.72957894261975,0.4981826820280724,-4.169514482156387,230.5,,,226.3304855178436,High
ATS,Washington Wizards,Washington Wizards,Oklahoma City Thunder,2026-03-21,0.8267050437091671,-115.0,0.5348837209302325,23.96121301111963,21.0,2.961213011119628,-21.0,,High
TOTAL,Over,Washington Wizards,Oklahoma City Thunder,2026-03-21,0.11170871659736148,100.3185727938834,0.499204834605598,2.211667409387701,230.0,,,232.2116674093877,Medium
