date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-02-06,0022500741,BOS,1627759,Jaylen Brown,0.1214295923640478,8.235224878314542,724,1,0.1214295923640478
2026-02-06,0022500741,BOS,1628401,Derrick White,0.1204639216202602,8.301240624992364,730,2,0.241893513984308
2026-02-06,0022500741,BOS,1630202,Payton Pritchard,0.1118764557408291,8.938431177303125,794,3,0.3537699697251371
2026-02-06,0022500742,DET,1630595,Cade Cunningham,0.1236129152524632,8.089769567828982,709,1,0.1236129152524632
2026-02-06,0022500742,NYK,1628973,Jalen Brunson,0.1200062807583204,8.332897192388549,733,2,0.2436191960107836
2026-02-06,0022500742,NYK,1628969,Mikal Bridges,0.1199644841993979,8.335800438551955,734,3,0.3635836802101815
2026-02-06,0022500743,IND,1627783,Pascal Siakam,0.1168569124931355,8.557474082320486,756,1,0.1168569124931355
2026-02-06,0022500743,MIL,1629645,Kevin Porter Jr.,0.1134145199020951,8.817213182785135,782,2,0.2302714323952306
2026-02-06,0022500743,IND,1629614,Andrew Nembhard,0.1058721580032898,9.4453538952982,845,3,0.3361435903985204
2026-02-06,0022500744,NOP,1630530,Trey Murphy III,0.1239030178171854,8.070828439993813,707,1,0.1239030178171854
2026-02-06,0022500744,MIN,1630162,Anthony Edwards,0.1211936959442219,8.251254260454598,725,2,0.2450967137614073
2026-02-06,0022500744,MIN,203944,Julius Randle,0.1104170853315303,9.05656943395556,806,3,0.35551379909293757
2026-02-06,0022500745,POR,1630166,Deni Avdija,0.1290677376217428,7.747869594884256,675,1,0.1290677376217428
2026-02-06,0022500745,POR,1641739,Toumani Camara,0.1234603957330585,8.099763442862786,710,2,0.2525281333548013
2026-02-06,0022500745,MEM,1628991,Jaren Jackson Jr.,0.1057499061376368,9.45627316868224,846,3,0.3582780394924381
2026-02-06,0022500746,SAC,1631099,Keegan Murray,0.1249735546498561,8.001692860555531,700,1,0.1249735546498561
2026-02-06,0022500746,LAC,201935,James Harden,0.1222243652953313,8.18167472241476,718,2,0.24719791994518742
2026-02-06,0022500746,SAC,201942,DeMar DeRozan,0.1085231672691821,9.214622325936991,821,3,0.3557210872143695
