date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-11-24,Indiana Pacers,Detroit Pistons,IND,DET,117,122,,,-5,239,,
2025-11-24,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,110,99,,,11,209,,
2025-11-24,Brooklyn Nets,New York Knicks,BKN,NYK,100,113,,,-13,213,,
2025-11-24,Miami Heat,Dallas Mavericks,MIA,DAL,106,102,,,4,208,,
2025-11-24,Memphis Grizzlies,Denver Nuggets,MEM,DEN,115,125,,,-10,240,,
2025-11-24,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,103,115,,,-12,218,,
2025-11-24,New Orleans Pelicans,Chicago Bulls,NOP,CHI,143,130,,,13,273,,
2025-11-24,Phoenix Suns,Houston Rockets,PHX,HOU,92,114,,,-22,206,,
2025-11-24,Golden State Warriors,Utah Jazz,GSW,UTA,134,117,,,17,251,,
2025-11-24,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,117,112,,,5,229,,
