date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-01-09,0022500532,TOR,1630567,Scottie Barnes,0.1188495082133455,8.41400200163143,741,1,0.1188495082133455
2026-01-09,0022500532,BOS,1627759,Jaylen Brown,0.1181834033591278,8.461424968117283,746,2,0.2370329115724733
2026-01-09,0022500532,BOS,1628401,Derrick White,0.1180321314267892,8.472269270340693,747,3,0.3550650429992625
2026-01-09,0022500533,PHI,1630178,Tyrese Maxey,0.1338779762642989,7.469488469304484,647,1,0.1338779762642989
2026-01-09,0022500533,PHI,1642845,VJ Edgecombe,0.1127066085290343,8.87259418991736,787,2,0.2465845847933332
2026-01-09,0022500533,PHI,1626162,Kelly Oubre Jr.,0.1023768055667393,9.767837494676481,877,3,0.3489613903600725
2026-01-09,0022500534,NOP,1630530,Trey Murphy III,0.1352240085685795,7.395136489337581,640,1,0.1352240085685795
2026-01-09,0022500534,WAS,1642273,Kyshawn George,0.1119854696180454,8.929729932023784,793,2,0.2472094781866249
2026-01-09,0022500534,WAS,203468,CJ McCollum,0.1071680363929469,9.331140456221082,833,3,0.3543775145795718
2026-01-09,0022500535,LAC,201935,James Harden,0.1320499238671237,7.5728934232954055,657,1,0.1320499238671237
2026-01-09,0022500535,LAC,202695,Kawhi Leonard,0.1248855584866048,8.007330968594417,701,2,0.2569354823537285
2026-01-09,0022500535,BKN,1629008,Michael Porter Jr.,0.1174676300547209,8.512983530306705,751,3,0.37440311240844937
2026-01-09,0022500536,OKC,1628983,Shai Gilgeous-Alexander,0.1278931263496238,7.819028500924135,682,1,0.1278931263496238
2026-01-09,0022500536,MEM,1628991,Jaren Jackson Jr.,0.109592487313057,9.12471305759714,812,2,0.23748561366268078
2026-01-09,0022500536,OKC,1631114,Jalen Williams,0.1078273315128957,9.27408650450006,827,3,0.3453129451755765
2026-01-09,0022500537,ATL,1630552,Jalen Johnson,0.1179866853524258,8.475532616354155,748,1,0.1179866853524258
2026-01-09,0022500537,DEN,1627750,Jamal Murray,0.1178286533753932,8.486900014159335,749,2,0.235815338727819
2026-01-09,0022500537,DEN,203999,Nikola Jokić,0.1127825331300732,8.866621206731455,787,3,0.3485978718578922
2026-01-09,0022500538,NYK,1628973,Jalen Brunson,0.1185163639733545,8.43765338788849,744,1,0.1185163639733545
2026-01-09,0022500538,NYK,1628969,Mikal Bridges,0.1170373867673127,8.544278265441324,754,2,0.2355537507406672
2026-01-09,0022500538,PHX,1626164,Devin Booker,0.1116782531420561,8.954294787616242,795,3,0.3472320038827233
2026-01-09,0022500539,SAC,1631099,Keegan Murray,0.128974956475709,7.753443205761724,675,1,0.128974956475709
2026-01-09,0022500539,SAC,1627734,Domantas Sabonis,0.1131050221429214,8.841340384836169,784,2,0.2420799786186304
2026-01-09,0022500539,SAC,201942,DeMar DeRozan,0.1127850371005867,8.866424356523071,787,3,0.3548650157192171
2026-01-09,0022500540,HOU,1641708,Amen Thompson,0.118859049486036,8.413326577354834,741,1,0.118859049486036
2026-01-09,0022500540,HOU,201142,Kevin Durant,0.1163970896657952,8.59128009876576,759,2,0.2352561391518312
2026-01-09,0022500540,POR,1630166,Deni Avdija,0.111462383969,8.97163656824459,797,3,0.3467185231208312
2026-01-09,0022500541,LAL,1629029,Luka Dončić,0.1242961540002584,8.045301224669599,705,1,0.1242961540002584
2026-01-09,0022500541,LAL,1630559,Austin Reaves,0.1171520926105467,8.53591239999732,754,2,0.2414482466108051
2026-01-09,0022500541,MIL,1629645,Kevin Porter Jr.,0.1111559474160465,8.996369724213604,800,3,0.3526041940268516
