date,snapshot_ts,open_snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,open_line,open_price,open_implied_prob,line_move,implied_move,sentiment_strength,sentiment_w,sentiment_applied
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1630578.0,Alperen Sengun,HOU,ast,UNDER,5.5,-110,0.5238095238095238,0.7482339962766749,0.8434100024232575,0.22442447246715103,0.4284467201645611,draftkings,DraftKings,2026-03-14T00:10:00Z,Houston Rockets,New Orleans Pelicans,5.5,-110,0.5238095238095238,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1630578.0,Alperen Sengun,HOU,ast,UNDER,5.5,-110,0.5238095238095238,0.7482339962766749,0.8434100024232575,0.22442447246715103,0.4284467201645611,betmgm,BetMGM,2026-03-14T00:10:00Z,Houston Rockets,New Orleans Pelicans,5.5,-110,0.5238095238095238,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1630578.0,Alperen Sengun,HOU,ast,UNDER,5.5,-114,0.5327102803738317,0.7482339962766749,0.8434100024232575,0.21552371590284314,0.40457960704568785,fanduel,FanDuel,2026-03-14T00:10:00Z,Houston Rockets,New Orleans Pelicans,5.5,-114,0.5327102803738317,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1629001.0,De'Anthony Melton,GSW,ast,OVER,2.5,133,0.4291845493562232,0.6013885890984629,0.6518601967176489,0.17220403974223975,0.40123541259941864,draftkings,DraftKings,2026-03-14T02:10:00Z,Golden State Warriors,Minnesota Timberwolves,2.5,133,0.4291845493562232,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,131,0.4329004329004329,0.5929005790918042,0.6413971709442077,0.16000014619137126,0.3696003377020677,draftkings,DraftKings,2026-03-14T02:10:00Z,Portland Trail Blazers,Utah Jazz,2.5,131,0.4329004329004329,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1629001.0,De'Anthony Melton,GSW,ast,OVER,2.5,122,0.45045045045045046,0.6013885890984629,0.6518601967176489,0.15093813864801248,0.33508266779858764,fanduel,FanDuel,2026-03-14T02:10:00Z,Golden State Warriors,Minnesota Timberwolves,2.5,122,0.45045045045045046,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1627739.0,Kris Dunn,LAC,ast,UNDER,5.5,-118,0.5412844036697247,0.7096950185573059,0.7841192674703823,0.16841061488758113,0.3111314749618024,fanduel,FanDuel,2026-03-14T02:40:00Z,Los Angeles Clippers,Chicago Bulls,5.5,-118,0.5412844036697247,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1628404.0,Josh Hart,NYK,ast,UNDER,4.5,100,0.5,0.6529319488103615,0.7101874003211726,0.15293194881036154,0.3058638976207231,betmgm,BetMGM,2026-03-13T23:40:00Z,Indiana Pacers,New York Knicks,4.5,100,0.5,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1641729.0,Brice Sensabaugh,UTA,ast,OVER,2.5,115,0.46511627906976744,0.5929005790918042,0.6413971709442077,0.12778430002203672,0.2747362450473789,betmgm,BetMGM,2026-03-14T02:10:00Z,Portland Trail Blazers,Utah Jazz,2.5,115,0.46511627906976744,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1641824.0,Matas Buzelis,CHI,ast,OVER,2.5,148,0.4032258064516129,0.5107967241432331,0.5166120591080583,0.1075709176916202,0.266775875875218,fanduel,FanDuel,2026-03-14T02:40:00Z,Los Angeles Clippers,Chicago Bulls,2.5,148,0.4032258064516129,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,203110.0,Draymond Green,GSW,ast,UNDER,5.5,100,0.5,0.6284030289658455,0.6827943941877185,0.12840302896584554,0.2568060579316911,betmgm,BetMGM,2026-03-14T02:10:00Z,Golden State Warriors,Minnesota Timberwolves,5.5,100,0.5,0.0,0.0,0.0,0.0,False
2026-03-13,2026-03-13T13:44:06.115408+00:00,2026-03-13T13:44:06.115408+00:00,1630595.0,Cade Cunningham,DET,ast,UNDER,10.5,-120,0.5454545454545454,0.6801648517093343,0.7407468665996553,0.13471030625478886,0.24696889480044615,draftkings,DraftKings,2026-03-13T23:40:00Z,Detroit Pistons,Memphis Grizzlies,10.5,-120,0.5454545454545454,0.0,0.0,0.0,0.0,False
