date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,CON,4433514,Saniya Rivers,blend_lag1_roll3_roll5_roll10,27.44333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4684384,Aneesah Morrow,blend_lag1_roll3_roll5_roll10,24.490000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,3922628,Kennedy Burke,blend_lag1_roll3_roll5_roll10,21.89,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4703609,Charlisse Leger-Walker,blend_lag1_roll3_roll5_roll10,18.533333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4898898,Gianna Kneepkens,blend_lag1_roll3_roll5_roll10,16.400000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4433635,Diamond Miller,blend_lag1_roll3_roll5_roll10,15.763333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4433412,Hailey Van Lith,blend_lag1_roll3_roll5_roll10,15.319999999999999,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4433408,Aaliyah Edwards,blend_lag1_roll3_roll5_roll10,14.633333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,5105732,Raegan Beers,blend_lag1_roll3_roll5_roll10,14.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,2490553,Brittney Griner,blend_lag1_roll3_roll5_roll10,10.093333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,5208981,Leila Lacan,blend_lag1_roll3_roll5_roll10,7.010000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,5345319,Nell Angloma,blend_lag1_roll3_roll5_roll10,6.533333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,CON,4398966,Olivia Nelson-Ododa,blend_lag1_roll3_roll5_roll10,5.006666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4399415,Maddy Siegrist,blend_lag1_roll3_roll5_roll10,25.836666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4433730,Paige Bueckers,blend_lag1_roll3_roll5_roll10,25.75,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,2529047,Odyssey Sims,blend_lag1_roll3_roll5_roll10,22.639999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4433807,Aziaha James,blend_lag1_roll3_roll5_roll10,20.76333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,924,Alysha Clark,blend_lag1_roll3_roll5_roll10,19.466666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4433790,Azzi Fudd,blend_lag1_roll3_roll5_roll10,19.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,3906949,Jessica Shepard,blend_lag1_roll3_roll5_roll10,18.943333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,3913881,Alanna Smith,blend_lag1_roll3_roll5_roll10,18.453333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4594527,Dulcy Fankam Mendjiadeu,blend_lag1_roll3_roll5_roll10,10.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4434015,JJ Quinerly,blend_lag1_roll3_roll5_roll10,9.366666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,4336633,Li Yueru,blend_lag1_roll3_roll5_roll10,5.226666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,5345473,Costanza Verona,blend_lag1_roll3_roll5_roll10,4.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,DAL,3904577,Arike Ogunbowale,blend_lag1_roll3_roll5_roll10,3.2600000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,4595910,Haley Jones,blend_lag1_roll3_roll5_roll10,24.05666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,3906972,Bridget Carleton,blend_lag1_roll3_roll5_roll10,23.02,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,5209202,Nyadiew Puoch,blend_lag1_roll3_roll5_roll10,22.200000000000003,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,5208982,Carla Leite,blend_lag1_roll3_roll5_roll10,16.693333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,5108550,Serah Williams,blend_lag1_roll3_roll5_roll10,15.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,4682797,Luisa Geiselsoder,blend_lag1_roll3_roll5_roll10,15.120000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
,POR,4703794,Sarah Ashlee Barker,blend_lag1_roll3_roll5_roll10,15.096666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-18T16:00:00Z
