player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
A.J. Green,MIL,"[{'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -125.0, 'edge': 0.0848705015636329, 'ev': 0.1527669028145394, 'ev_pct': 15.27669028145394, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': 115.0, 'edge': 0.1061449395989962, 'ev': 0.2282116201378418, 'ev_pct': 22.82116201378418, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -111.0, 'edge': 0.092735923837947, 'ev': 0.1762818011694308, 'ev_pct': 17.628180116943078, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.093587202029578, 'ev': 0.1749673777074718, 'ev_pct': 17.49673777074718, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.093587202029578, 'ev': 0.1749673777074718, 'ev_pct': 17.49673777074718, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 12.5, 'price': 145.0, 'edge': 0.2507173754976954, 'ev': 0.6142575699693539, 'ev_pct': 61.42575699693539, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'edge': 0.0827872266556773, 'ev': 0.1464697086985061, 'ev_pct': 14.646970869850609, 'book': 'betmgm'}]",[],"[{'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -125.0, 'edge': 0.0848705015636329, 'ev': 0.1527669028145394, 'ev_pct': 15.27669028145394, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': 115.0, 'edge': 0.1061449395989962, 'ev': 0.2282116201378418, 'ev_pct': 22.82116201378418, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': -111.0, 'edge': 0.092735923837947, 'ev': 0.1762818011694308, 'ev_pct': 17.628180116943078, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.093587202029578, 'ev': 0.1749673777074718, 'ev_pct': 17.49673777074718, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.093587202029578, 'ev': 0.1749673777074718, 'ev_pct': 17.49673777074718, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 12.5, 'price': 145.0, 'edge': 0.2507173754976954, 'ev': 0.6142575699693539, 'ev_pct': 61.42575699693539, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'edge': 0.0827872266556773, 'ev': 0.1464697086985061, 'ev_pct': 14.646970869850609, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'ev': 0.1464697086985061, 'ev_pct': 14.646970869850609, 'book': 'betmgm'}",,,"['EV 14.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Aaron Wiggins,OKC,"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -118.0, 'edge': 0.0521129589833258, 'ev': 0.0962764835454662, 'ev_pct': 9.62764835454662, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 125.0, 'edge': 0.3803418291753532, 'ev': 0.8557691156445447, 'ev_pct': 85.57691156445448, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 120.0, 'edge': 0.3702408190743431, 'ev': 0.8145298019635547, 'ev_pct': 81.45298019635547, 'book': 'betonlineag'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -118.0, 'edge': 0.0521129589833258, 'ev': 0.0962764835454662, 'ev_pct': 9.62764835454662, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 125.0, 'edge': 0.3803418291753532, 'ev': 0.8557691156445447, 'ev_pct': 85.57691156445448, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 120.0, 'edge': 0.3702408190743431, 'ev': 0.8145298019635547, 'ev_pct': 81.45298019635547, 'book': 'betonlineag'}]","{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': -118.0, 'ev': 0.0962764835454662, 'ev_pct': 9.62764835454662, 'book': 'betmgm'}",model 2.4 vs line 1.5 (+0.9),2.3824241930480112,"['EV 9.6%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Alex Sarr,WAS,[],[],[],,,,[],0.0,0.0
Alperen Sengun,HOU,[],[],[],,,,[],0.0,0.0
Andre Drummond,PHI,"[{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'edge': 0.1078, 'ev': 0.2156, 'ev_pct': 21.560000000000002, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0699285714285714, 'ev': 0.1335, 'ev_pct': 13.350000000000001, 'book': 'betmgm'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'edge': 0.1078, 'ev': 0.2156, 'ev_pct': 21.560000000000002, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0699285714285714, 'ev': 0.1335, 'ev_pct': 13.350000000000001, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'ev': 0.2156, 'ev_pct': 21.560000000000002, 'book': 'betmgm'}",,,"['EV 21.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Andrew Wiggins,MIA,"[{'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 115.0, 'edge': 0.0789829100221686, 'ev': 0.1698132565476625, 'ev_pct': 16.98132565476625, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -110.0, 'edge': 0.0761757824976223, 'ev': 0.1454264938590972, 'ev_pct': 14.54264938590972, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': 120.0, 'edge': 0.0858052566342229, 'ev': 0.1887715645952904, 'ev_pct': 18.87715645952904, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 115.0, 'edge': 0.071608825205023, 'ev': 0.1539589741907995, 'ev_pct': 15.395897419079951, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.0671382900955175, 'ev': 0.1383048775967661, 'ev_pct': 13.83048775967661, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.0666173334296402, 'ev': 0.1365655335307625, 'ev_pct': 13.656553353076252, 'book': 'betmgm'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 115.0, 'edge': 0.0789829100221686, 'ev': 0.1698132565476625, 'ev_pct': 16.98132565476625, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -110.0, 'edge': 0.0761757824976223, 'ev': 0.1454264938590972, 'ev_pct': 14.54264938590972, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': 120.0, 'edge': 0.0858052566342229, 'ev': 0.1887715645952904, 'ev_pct': 18.87715645952904, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 115.0, 'edge': 0.071608825205023, 'ev': 0.1539589741907995, 'ev_pct': 15.395897419079951, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.0671382900955175, 'ev': 0.1383048775967661, 'ev_pct': 13.83048775967661, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.0666173334296402, 'ev': 0.1365655335307625, 'ev_pct': 13.656553353076252, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 115.0, 'ev': 0.1539589741907995, 'ev_pct': 15.395897419079951, 'book': 'bovada'}",,,"['EV 15.4%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Anfernee Simons,CHI,[],[],[],,,,[],0.0,0.0
Anthony Black,ORL,"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 120.0, 'edge': 0.0350107763913815, 'ev': 0.0770237080610394, 'ev_pct': 7.70237080610394, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0900973467498578, 'ev': 0.1801946934997156, 'ev_pct': 18.01946934997156, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -114.0, 'edge': 0.0871094106325505, 'ev': 0.163521174345314, 'ev_pct': 16.3521174345314, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -117.0, 'edge': 0.085688160794056, 'ev': 0.15892590506248, 'ev_pct': 15.892590506248, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -125.0, 'edge': 0.0820834500925712, 'ev': 0.1477502101666282, 'ev_pct': 14.775021016662821, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 19.5, 'price': -130.0, 'edge': 0.0834470300917081, 'ev': 0.1476370532391759, 'ev_pct': 14.76370532391759, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0972592845387766, 'ev': 0.1945185690775532, 'ev_pct': 19.451856907755317, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 20.5, 'price': -111.0, 'edge': 0.0944362303185164, 'ev': 0.1795139152901529, 'ev_pct': 17.95139152901529, 'book': 'fanduel'}, {'market': 'pts', 'side': 'OVER', 'line': 18.5, 'price': 145.0, 'edge': 0.2381143050315994, 'ev': 0.5833800473274187, 'ev_pct': 58.338004732741865, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 130.0, 'edge': 0.0928636154351914, 'ev': 0.2135863155009403, 'ev_pct': 21.358631550094028, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -114.0, 'edge': 0.0832192218765177, 'ev': 0.1562185393120595, 'ev_pct': 15.621853931205951, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -118.0, 'edge': 0.0813329147514213, 'ev': 0.1502591136933038, 'ev_pct': 15.02591136933038, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -120.0, 'edge': 0.0804154835587608, 'ev': 0.1474283865243948, 'ev_pct': 14.74283865243948, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -122.0, 'edge': 0.0795145826578598, 'ev': 0.1446904700823351, 'ev_pct': 14.46904700823351, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 113.0, 'edge': 0.0615540693007657, 'ev': 0.1311101676106311, 'ev_pct': 13.11101676106311, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 112.0, 'edge': 0.0612218875309013, 'ev': 0.1297904015655108, 'ev_pct': 12.979040156551081, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 111.0, 'edge': 0.0608865571186685, 'ev': 0.1284706355203906, 'ev_pct': 12.847063552039058, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 110.0, 'edge': 0.060548033083462, 'ev': 0.1271508694752702, 'ev_pct': 12.715086947527022, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 105.0, 'edge': 0.0588058728047163, 'ev': 0.1205520392496686, 'ev_pct': 12.055203924966861, 'book': 'bovada'}]",[],"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 120.0, 'edge': 0.0350107763913815, 'ev': 0.0770237080610394, 'ev_pct': 7.70237080610394, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0900973467498578, 'ev': 0.1801946934997156, 'ev_pct': 18.01946934997156, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -114.0, 'edge': 0.0871094106325505, 'ev': 0.163521174345314, 'ev_pct': 16.3521174345314, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -117.0, 'edge': 0.085688160794056, 'ev': 0.15892590506248, 'ev_pct': 15.892590506248, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 20.5, 'price': -125.0, 'edge': 0.0820834500925712, 'ev': 0.1477502101666282, 'ev_pct': 14.775021016662821, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 19.5, 'price': -130.0, 'edge': 0.0834470300917081, 'ev': 0.1476370532391759, 'ev_pct': 14.76370532391759, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.0972592845387766, 'ev': 0.1945185690775532, 'ev_pct': 19.451856907755317, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 20.5, 'price': -111.0, 'edge': 0.0944362303185164, 'ev': 0.1795139152901529, 'ev_pct': 17.95139152901529, 'book': 'fanduel'}, {'market': 'pts', 'side': 'OVER', 'line': 18.5, 'price': 145.0, 'edge': 0.2381143050315994, 'ev': 0.5833800473274187, 'ev_pct': 58.338004732741865, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 130.0, 'edge': 0.0928636154351914, 'ev': 0.2135863155009403, 'ev_pct': 21.358631550094028, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -114.0, 'edge': 0.0832192218765177, 'ev': 0.1562185393120595, 'ev_pct': 15.621853931205951, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -118.0, 'edge': 0.0813329147514213, 'ev': 0.1502591136933038, 'ev_pct': 15.02591136933038, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -120.0, 'edge': 0.0804154835587608, 'ev': 0.1474283865243948, 'ev_pct': 14.74283865243948, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 8.5, 'price': -122.0, 'edge': 0.0795145826578598, 'ev': 0.1446904700823351, 'ev_pct': 14.46904700823351, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 113.0, 'edge': 0.0615540693007657, 'ev': 0.1311101676106311, 'ev_pct': 13.11101676106311, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 112.0, 'edge': 0.0612218875309013, 'ev': 0.1297904015655108, 'ev_pct': 12.979040156551081, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 111.0, 'edge': 0.0608865571186685, 'ev': 0.1284706355203906, 'ev_pct': 12.847063552039058, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 110.0, 'edge': 0.060548033083462, 'ev': 0.1271508694752702, 'ev_pct': 12.715086947527022, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': 105.0, 'edge': 0.0588058728047163, 'ev': 0.1205520392496686, 'ev_pct': 12.055203924966861, 'book': 'bovada'}]","{'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 130.0, 'ev': 0.2135863155009403, 'ev_pct': 21.358631550094028, 'book': 'bovada'}",,,"['EV 21.4%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned']",0.75,0.0
Anthony Edwards,MIN,[],[],[],,,,[],0.0,0.0
Ayo Dosunmu,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 109.0, 'edge': 0.0757589351423709, 'ev': 0.1583361744475552, 'ev_pct': 15.833617444755522, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 104.0, 'edge': 0.0739998583058947, 'ev': 0.1509597109440253, 'ev_pct': 15.09597109440253, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 103.0, 'edge': 0.073637644454837, 'ev': 0.1494844182433192, 'ev_pct': 14.94844182433192, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': -115.0, 'edge': 0.0672967119310657, 'ev': 0.1258155918711229, 'ev_pct': 12.58155918711229, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': 135.0, 'edge': 0.1225530374342467, 'ev': 0.28799963797048, 'ev_pct': 28.799963797048, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': 105.0, 'edge': 0.1104829268292683, 'ev': 0.2264899999999999, 'ev_pct': 22.64899999999999, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -102.0, 'edge': 0.1067108910891089, 'ev': 0.2113294117647058, 'ev_pct': 21.13294117647058, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -126.0, 'edge': 0.0951451327433627, 'ev': 0.1706571428571427, 'ev_pct': 17.06571428571427, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 130.0, 'edge': 0.1184170214999506, 'ev': 0.2723591494498865, 'ev_pct': 27.23591494498865, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 105.0, 'edge': 0.1098515443671888, 'ev': 0.2251956659527371, 'ev_pct': 22.51956659527371, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -119.0, 'edge': 0.0976252385424867, 'ev': 0.1796632541244084, 'ev_pct': 17.96632541244084, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -125.0, 'edge': 0.0949463953156982, 'ev': 0.1709035115682569, 'ev_pct': 17.09035115682569, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 12.5, 'price': 120.0, 'edge': 0.2428561772079029, 'ev': 0.5342835898573863, 'ev_pct': 53.42835898573863, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1103679569192385, 'ev': 0.2317727095304008, 'ev_pct': 23.17727095304008, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1103679569192385, 'ev': 0.2317727095304008, 'ev_pct': 23.17727095304008, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1078127885104115, 'ev': 0.2210162164463436, 'ev_pct': 22.10162164463436, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -104.0, 'edge': 0.3171275603337944, 'ev': 0.6220579068085966, 'ev_pct': 62.205790680859664, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -105.0, 'edge': 0.3147363599512023, 'ev': 0.6144852741904425, 'ev_pct': 61.448527419044254, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -105.0, 'edge': 0.3147363599512023, 'ev': 0.6144852741904425, 'ev_pct': 61.448527419044254, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -109.0, 'edge': 0.305400381423953, 'ev': 0.5855842175927172, 'ev_pct': 58.55842175927172, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -110.0, 'edge': 0.303121958092898, 'ev': 0.5786873745409871, 'ev_pct': 57.86873745409871, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -111.0, 'edge': 0.3008651311915213, 'ev': 0.5719147989316307, 'ev_pct': 57.19147989316306, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -113.0, 'edge': 0.2964150499775392, 'ev': 0.5587292534974855, 'ev_pct': 55.87292534974855, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 109.0, 'edge': 0.0757589351423709, 'ev': 0.1583361744475552, 'ev_pct': 15.833617444755522, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 104.0, 'edge': 0.0739998583058947, 'ev': 0.1509597109440253, 'ev_pct': 15.09597109440253, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 103.0, 'edge': 0.073637644454837, 'ev': 0.1494844182433192, 'ev_pct': 14.94844182433192, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 100.0, 'edge': 0.0725292700706006, 'ev': 0.1450585401412012, 'ev_pct': 14.50585401412012, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': -115.0, 'edge': 0.0672967119310657, 'ev': 0.1258155918711229, 'ev_pct': 12.58155918711229, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': 135.0, 'edge': 0.1225530374342467, 'ev': 0.28799963797048, 'ev_pct': 28.799963797048, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': 105.0, 'edge': 0.1104829268292683, 'ev': 0.2264899999999999, 'ev_pct': 22.64899999999999, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -102.0, 'edge': 0.1067108910891089, 'ev': 0.2113294117647058, 'ev_pct': 21.13294117647058, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -126.0, 'edge': 0.0951451327433627, 'ev': 0.1706571428571427, 'ev_pct': 17.06571428571427, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 130.0, 'edge': 0.1184170214999506, 'ev': 0.2723591494498865, 'ev_pct': 27.23591494498865, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 105.0, 'edge': 0.1098515443671888, 'ev': 0.2251956659527371, 'ev_pct': 22.51956659527371, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -119.0, 'edge': 0.0976252385424867, 'ev': 0.1796632541244084, 'ev_pct': 17.96632541244084, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': -125.0, 'edge': 0.0949463953156982, 'ev': 0.1709035115682569, 'ev_pct': 17.09035115682569, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 12.5, 'price': 120.0, 'edge': 0.2428561772079029, 'ev': 0.5342835898573863, 'ev_pct': 53.42835898573863, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1103679569192385, 'ev': 0.2317727095304008, 'ev_pct': 23.17727095304008, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.1103679569192385, 'ev': 0.2317727095304008, 'ev_pct': 23.17727095304008, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 105.0, 'edge': 0.1078127885104115, 'ev': 0.2210162164463436, 'ev_pct': 22.10162164463436, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -104.0, 'edge': 0.3171275603337944, 'ev': 0.6220579068085966, 'ev_pct': 62.205790680859664, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -105.0, 'edge': 0.3147363599512023, 'ev': 0.6144852741904425, 'ev_pct': 61.448527419044254, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -105.0, 'edge': 0.3147363599512023, 'ev': 0.6144852741904425, 'ev_pct': 61.448527419044254, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -109.0, 'edge': 0.305400381423953, 'ev': 0.5855842175927172, 'ev_pct': 58.55842175927172, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -110.0, 'edge': 0.303121958092898, 'ev': 0.5786873745409871, 'ev_pct': 57.86873745409871, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -111.0, 'edge': 0.3008651311915213, 'ev': 0.5719147989316307, 'ev_pct': 57.19147989316306, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -113.0, 'edge': 0.2964150499775392, 'ev': 0.5587292534974855, 'ev_pct': 55.87292534974855, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'ev': 0.2317727095304008, 'ev_pct': 23.17727095304008, 'book': 'fanduel'}",,,"['EV 23.2%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
