market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Dallas Mavericks,Dallas Mavericks,Los Angeles Lakers,2026-01-24,0.015466984279815077,155.07120981102307,0.3920473818824473,,,,,,Low
ATS,Los Angeles Lakers,Dallas Mavericks,Los Angeles Lakers,2026-01-24,-0.003200300132353062,-110.0,0.5238095238095238,-0.6660976409912109,-4.0,-4.666097640991211,-4.0,,Low
TOTAL,Under,Dallas Mavericks,Los Angeles Lakers,2026-01-24,0.4521496602736925,100.34698126301178,0.49913404918600623,-9.555404663085909,233.5,,,223.9445953369141,High
ML,Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,2026-01-24,0.01626043475059602,104.3351557119772,0.4893920463738314,,,,,,Low
ATS,Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,2026-01-24,0.04408711659928877,-105.0,0.5121951219512195,-1.047384262084961,1.0,-0.0473842620849609,1.0,,Low
TOTAL,Under,Orlando Magic,Cleveland Cavaliers,2026-01-24,0.11703879936086958,-100.88847408479126,0.5022113615249431,-2.4556579589844034,226.0,,,223.5443420410156,Medium
ML,Chicago Bulls,Chicago Bulls,Boston Celtics,2026-01-24,0.22428315393575415,140.43688052245133,0.4159095717042556,,,,,,High
ATS,Chicago Bulls,Chicago Bulls,Boston Celtics,2026-01-24,0.1769886463582745,-110.0,0.5238095238095238,3.5561769008636475,3.5,0.0561769008636474,-3.5,,High
TOTAL,Under,Chicago Bulls,Boston Celtics,2026-01-24,0.49299260075819173,-102.75862000955576,0.5068027194341373,-11.12921142578125,232.0,,,220.87078857421875,High
ML,Utah Jazz,Utah Jazz,Miami Heat,2026-01-24,0.2382845600323379,233.016256555676,0.30028564081009446,,,,,,High
ATS,Utah Jazz,Utah Jazz,Miami Heat,2026-01-24,0.02679607817861146,-110.0,0.5238095238095238,1.140089988708496,7.0,-5.859910011291504,-7.0,,Low
TOTAL,Under,Utah Jazz,Miami Heat,2026-01-24,0.3985627836168175,101.87170282895816,0.4953641278031324,-8.060745239257812,245.0,,,236.9392547607422,High
