date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-01-02,Indiana Pacers,San Antonio Spurs,IND,SAS,113,123,,,-10,236,,
2026-01-02,Washington Wizards,Brooklyn Nets,WAS,BKN,119,99,,,20,218,,
2026-01-02,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,113,108,,,5,221,,
2026-01-02,New York Knicks,Atlanta Hawks,NYK,ATL,99,111,,,-12,210,,
2026-01-02,Chicago Bulls,Orlando Magic,CHI,ORL,121,114,,,7,235,,
2026-01-02,Milwaukee Bucks,Charlotte Hornets,MIL,CHA,122,121,,,1,243,,
2026-01-02,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,109,122,,,-13,231,,
2026-01-02,Phoenix Suns,Sacramento Kings,PHX,SAC,129,102,,,27,231,,
2026-01-02,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,94,131,,,-37,225,,
2026-01-02,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,128,121,,,7,249,,
