date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-01-29,Washington Wizards,Milwaukee Bucks,114.5,58.0,56.5,1.0,-105,-115,0.5,-105,-115.0,0.5,-110,-110.0
2026-01-29,Philadelphia 76ers,Sacramento Kings,118.5,60.5,58.0,-7.0,-105,-115,-4.0,-105,-115.0,-3.5,-105,-115.0
2026-01-29,Atlanta Hawks,Houston Rockets,108.5,55.5,53.5,2.0,-110,-110,1.0,-110,-110.0,1.0,-110,-110.0
2026-01-29,Chicago Bulls,Miami Heat,122.5,62.0,60.5,0.5,-115,-105,0.5,-120,,0.5,-120,
2026-01-29,Dallas Mavericks,Charlotte Hornets,110.5,56.0,54.5,2.0,-105,-115,1.0,-105,-115.0,1.0,-105,-115.0
2026-01-29,Denver Nuggets,Brooklyn Nets,107.5,54.5,53.0,-4.0,-105,-115,-2.0,-110,-110.0,-2.0,-110,-110.0
2026-01-29,Phoenix Suns,Detroit Pistons,110.5,56.0,54.5,2.5,-110,-110,1.0,-105,-115.0,1.0,-105,-115.0
2026-01-29,Minnesota Timberwolves,Oklahoma City Thunder,114.5,58.5,56.5,3.5,-105,-115,2.0,-115,-105.0,2.0,-115,-105.0
