date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-07,2026-02-08T00:40:00Z,Atlanta Hawks,Charlotte Hornets,116.5838645584508,-116.58386455845083,1.5,-1.5,-115,-105,231.5,100.21672229205498,-100.21672229205494,11,11,7,8,oddsapi_consensus
2026-02-07,2026-02-08T01:40:00Z,Los Angeles Lakers,Golden State Warriors,-129.31850186183124,129.31850186183124,-2.5,2.5,-115,-105,222.5,-101.63817161457595,101.63817161457592,11,11,9,7,oddsapi_consensus
2026-02-07,2026-02-07T20:40:00Z,Oklahoma City Thunder,Houston Rockets,-140.54765429919985,140.54765429919985,-3.5,3.5,-190,145,213.5,-100.58549494880057,100.58549494880057,11,11,9,6,oddsapi_consensus
2026-02-07,2026-02-08T03:10:00Z,Sacramento Kings,Cleveland Cavaliers,491.8099281920911,-491.80992819209115,12.0,-12.0,-115,-105,234.0,-100.0,-100.0,11,11,8,7,oddsapi_consensus
2026-02-07,2026-02-08T00:10:00Z,Orlando Magic,Utah Jazz,-242.1020346843714,242.10203468437155,-7.5,7.5,-105,-115,237.5,-101.08440756880505,101.08440756880508,11,11,6,8,oddsapi_consensus
2026-02-07,2026-02-08T02:10:00Z,Phoenix Suns,Philadelphia 76ers,-110.00102872751833,110.00102872751835,-1.5,1.5,-135,105,224.0,-100.34928396786586,100.3492839678659,11,11,11,6,oddsapi_consensus
2026-02-07,2026-02-07T20:10:00Z,Brooklyn Nets,Washington Wizards,-207.28189970694268,207.2818997069427,-6.0,6.0,-115,-105,218.5,-100.0,-100.0,11,11,7,9,oddsapi_consensus
2026-02-07,2026-02-07T23:10:00Z,San Antonio Spurs,Dallas Mavericks,-337.18345645589875,337.18345645589875,-10.0,10.0,-115,-105,230.0,-100.0,-100.0,11,11,7,5,oddsapi_consensus
2026-02-07,2026-02-08T03:10:00Z,Portland Trail Blazers,Memphis Grizzlies,-283.9464973300608,283.9464973300607,-8.5,8.5,-110,-110,234.5,-100.06366397433042,100.06366397433041,11,11,11,7,oddsapi_consensus
2026-02-07,2026-02-08T01:10:00Z,Chicago Bulls,Denver Nuggets,191.0493374510576,-191.0493374510576,5.5,-5.5,-110,-110,233.0,100.11878177412459,-100.11878177412454,11,11,10,7,oddsapi_consensus
