event_id,commence_time,home_team,away_team,has_odds
bb4195b038cce802d282f17ff4ca7471,2026-03-01T18:10:00Z,New York Knicks,San Antonio Spurs,True
ab2357087428a9fee8c8a747eed1fced,2026-03-01T20:40:00Z,Brooklyn Nets,Cleveland Cavaliers,True
cc2edd23c90efdc9ac05b2dda6db0710,2026-03-01T20:40:00Z,Chicago Bulls,Milwaukee Bucks,True
25a45928a3d4b8a0d492283f6f434421,2026-03-01T20:40:00Z,Denver Nuggets,Minnesota Timberwolves,True
1ac567e2d0cf71fd4c1de0ff58cb9a0a,2026-03-01T22:10:00Z,Indiana Pacers,Memphis Grizzlies,True
36b7acd903108abf04b18bf6449f45b3,2026-03-01T23:10:00Z,Atlanta Hawks,Portland Trail Blazers,True
7129ee2856df2237632c277ccbc657f7,2026-03-01T23:10:00Z,Boston Celtics,Philadelphia 76ers,True
4d40482f62b199752b8b264572ff8460,2026-03-01T23:10:00Z,Orlando Magic,Detroit Pistons,True
3d268484ec4724f35d87620826643242,2026-03-02T01:10:00Z,Dallas Mavericks,Oklahoma City Thunder,True
7ef96743c87da2d41e5269fb5d3ac078,2026-03-02T02:10:00Z,Los Angeles Clippers,New Orleans Pelicans,True
517d3f658ed7692ebe7eaea81aa3c1ef,2026-03-02T02:40:00Z,Los Angeles Lakers,Sacramento Kings,True
