date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied,open_line,open_price,open_snapshot_ts,open_implied_prob,line_move,implied_move,movement_significant,movement_tier
2026-05-23,2026-05-24T02:16:48.961150+00:00,3065570,Kelsey Plum,LAS,ast,UNDER,7.5,-215,0.6825396825396826,0.7220508839671812,0.9459476920563404,0.0395112014274986,0.0578885044170329,fanduel,FanDuel,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,5.5,-108,2026-05-23T10:41:52.749536+00:00,0.5192307692307693,2.0,0.16330891330891328,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,2529122,Chelsea Gray,LVA,ast,UNDER,5.5,130,0.4347826086956521,0.440894460780766,0.4755282892630782,0.0061118520851138,0.014057259795762,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,5.5,107,2026-05-23T10:41:52.749536+00:00,0.4830917874396135,0.0,-0.0483091787439614,True,significant
2026-05-23,2026-05-24T02:16:48.961150+00:00,2529122,Chelsea Gray,LVA,dd,YES,,2200,0.0434782608695652,0.0584760068723483,0.0584760068723483,0.0149977460027831,0.3449481580640118,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,,1180,2026-05-23T10:41:52.749536+00:00,0.078125,,-0.0346467391304348,True,significant
2026-05-23,2026-05-24T02:16:48.961150+00:00,3149391,A'ja Wilson,LVA,pr,UNDER,42.5,-145,0.5918367346938775,0.6767413516837638,0.9777668119206336,0.0849046169898862,0.1434595252587733,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,32.5,-107,2026-05-23T10:41:52.749536+00:00,0.5169082125603864,10.0,0.0749285221334911,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3065570,Kelsey Plum,LAS,pts,UNDER,37.5,116,0.4629629629629629,0.7223445334145229,0.994098963143384,0.2593815704515599,0.5602641921753694,fanduel,FanDuel,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,20.5,-122,2026-05-23T10:41:52.749536+00:00,0.5495495495495496,17.0,-0.08658658658658669,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3065570,Kelsey Plum,LAS,pts,UNDER,38.5,-160,0.6153846153846154,0.7232186130591833,0.9960413623537407,0.1078339976745679,0.1752302462211729,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,20.5,-114,2026-05-23T10:41:52.749536+00:00,0.5327102803738317,18.0,0.0826743350107837,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,2566106,Dearica Hamby,LAS,pts,UNDER,15.5,100,0.5,0.5843100130515329,0.6873555845589618,0.0843100130515328,0.1686200261030657,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,16.5,-103,2026-05-23T10:41:52.749536+00:00,0.5073891625615764,-1.0,-0.007389162561576401,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3149391,A'ja Wilson,LVA,pts,UNDER,25.5,-113,0.5305164319248826,0.5688219567380013,0.6529376816400028,0.0383055248131186,0.0722042193380024,fanduel,FanDuel,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,23.5,-110,2026-05-23T10:41:52.749536+00:00,0.5238095238095238,2.0,0.0067069081153587895,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3149391,A'ja Wilson,LVA,pts,UNDER,24.5,-110,0.5238095238095238,0.5469861522517714,0.604413671670603,0.0231766284422475,0.0442462906624726,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,23.5,-109,2026-05-23T10:41:52.749536+00:00,0.5215311004784688,1.0,0.0022784233310549906,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3149391,A'ja Wilson,LVA,reb,UNDER,15.5,168,0.373134328358209,0.4656641791044776,0.9999962423761898,0.0925298507462686,0.2479800000000001,fanduel,FanDuel,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,8.5,106,2026-05-23T10:41:52.749536+00:00,0.4854368932038835,7.0,-0.11230256484567452,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,3149391,A'ja Wilson,LVA,reb,UNDER,15.5,145,0.4081632653061224,0.4954387755102041,0.9999962423761898,0.0872755102040816,0.213825,draftkings,DraftKings,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,8.5,-101,2026-05-23T10:41:52.749536+00:00,0.5024875621890548,7.0,-0.09432429688293237,True,fast
2026-05-23,2026-05-24T02:16:48.961150+00:00,2529122,Chelsea Gray,LVA,threes,OVER,0.5,230,0.303030303030303,0.8681220259890321,0.8681220259890321,0.5650917229587291,1.8648026857638056,fanduel,FanDuel,2026-05-24T00:06:47Z,Las Vegas Aces,Los Angeles Sparks,,,False,1.5,-130,2026-05-23T10:41:52.749536+00:00,0.5652173913043478,-1.0,-0.2621870882740448,True,fast
