player,team,plays,ladders,sim_ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
A'ja Wilson,LVA,[],[],[],"{'pts': 25.732883, 'reb': 8.292894, 'ast': 3.1267831, 'threes': 0.31833753, 'stl': 1.235286, 'blk': 1.8702984, 'tov': 2.7876325, 'pra': 37.15256}",[],,,,[],0.0,0.0
Aliyah Boston,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.0055014828619276, 'ev': 0.0121032622962409, 'ev_pct': 1.21032622962409, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -102.0, 'edge': 0.0396043379441413, 'ev': 0.078432120242319, 'ev_pct': 7.8432120242319, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': -108.0, 'edge': 0.0357596349306692, 'ev': 0.0688704080146223, 'ev_pct': 6.88704080146223, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -114.0, 'edge': 0.0017855397456665, 'ev': 0.0033518026804615, 'ev_pct': 0.33518026804615003, 'book': 'fanduel'}]",[],[],"{'pts': 10.84126, 'reb': 7.542119, 'ast': 2.6415586, 'threes': 0.1526243, 'stl': 0.7182529, 'blk': 0.58965456, 'tov': 1.8365228, 'pra': 21.024937}","[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.0055014828619276, 'ev': 0.0121032622962409, 'ev_pct': 1.21032622962409, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': -102.0, 'edge': 0.0396043379441413, 'ev': 0.078432120242319, 'ev_pct': 7.8432120242319, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': -108.0, 'edge': 0.0357596349306692, 'ev': 0.0688704080146223, 'ev_pct': 6.88704080146223, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -114.0, 'edge': 0.0017855397456665, 'ev': 0.0033518026804615, 'ev_pct': 0.33518026804615003, 'book': 'fanduel'}]","{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'ev': 0.0121032622962409, 'ev_pct': 1.21032622962409, 'book': 'draftkings'}",model 2.6 vs line 2.5 (+0.1),2.6415586,"['EV 1.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Allisha Gray,ATL,"[{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -140.0, 'edge': 0.0542941394876665, 'ev': 0.0930756676931428, 'ev_pct': 9.30756676931428, 'book': 'fanduel'}]",[],[],"{'pts': 9.654308, 'reb': 3.694936, 'ast': 1.0958921, 'threes': 0.95714915, 'stl': 0.49909005, 'blk': 0.34761623, 'tov': 1.0780728, 'pra': 14.445136}","[{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -140.0, 'edge': 0.0542941394876665, 'ev': 0.0930756676931428, 'ev_pct': 9.30756676931428, 'book': 'fanduel'}]","{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -140.0, 'ev': 0.0930756676931428, 'ev_pct': 9.30756676931428, 'book': 'fanduel'}",model 3.7 vs line 8.5 (-4.8),3.694936,"['EV 9.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Angel Reese,ATL,"[{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 118.0, 'edge': 0.0599964169869333, 'ev': 0.1307921890315148, 'ev_pct': 13.07921890315148, 'book': 'fanduel'}]",[],[],"{'pts': 7.2283792, 'reb': 5.274088, 'ast': 1.167568, 'threes': 0.0, 'stl': 0.6431707, 'blk': 0.5305965, 'tov': 1.2393856, 'pra': 13.670035}","[{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 118.0, 'edge': 0.0599964169869333, 'ev': 0.1307921890315148, 'ev_pct': 13.07921890315148, 'book': 'fanduel'}]","{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 118.0, 'ev': 0.1307921890315148, 'ev_pct': 13.07921890315148, 'book': 'fanduel'}",model 5.3 vs line 8.5 (-3.2),5.274088,"['EV 13.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brittney Sykes,TOR,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 112.0, 'edge': 0.0341933426524962, 'ev': 0.0724898864232922, 'ev_pct': 7.24898864232922, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 110.0, 'edge': 0.033519488205057, 'ev': 0.0703909252306197, 'ev_pct': 7.03909252306197, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 109.0, 'edge': 0.0331777247053987, 'ev': 0.0693414446342834, 'ev_pct': 6.934144463428341, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 106.0, 'edge': 0.0321325256530459, 'ev': 0.0661930028452746, 'ev_pct': 6.61930028452746, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -106.0, 'edge': 0.0687178107903589, 'ev': 0.13354593417749, 'ev_pct': 13.354593417749, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': -102.0, 'edge': 0.0620564894812922, 'ev': 0.1228961850511866, 'ev_pct': 12.28961850511866, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 114.0, 'edge': 0.0522237881630487, 'ev': 0.1117589066689244, 'ev_pct': 11.175890666892439, 'book': 'fanduel'}]",[],[],"{'pts': 12.564937, 'reb': 3.2054858, 'ast': 3.2780344, 'threes': 0.7928858, 'stl': 1.0809064, 'blk': 0.33768207, 'tov': 2.1837187, 'pra': 19.048456}","[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 112.0, 'edge': 0.0341933426524962, 'ev': 0.0724898864232922, 'ev_pct': 7.24898864232922, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 110.0, 'edge': 0.033519488205057, 'ev': 0.0703909252306197, 'ev_pct': 7.03909252306197, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 109.0, 'edge': 0.0331777247053987, 'ev': 0.0693414446342834, 'ev_pct': 6.934144463428341, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 106.0, 'edge': 0.0321325256530459, 'ev': 0.0661930028452746, 'ev_pct': 6.61930028452746, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -106.0, 'edge': 0.0687178107903589, 'ev': 0.13354593417749, 'ev_pct': 13.354593417749, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': -102.0, 'edge': 0.0620564894812922, 'ev': 0.1228961850511866, 'ev_pct': 12.28961850511866, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 114.0, 'edge': 0.0522237881630487, 'ev': 0.1117589066689244, 'ev_pct': 11.175890666892439, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 114.0, 'ev': 0.1117589066689244, 'ev_pct': 11.175890666892439, 'book': 'fanduel'}",,,"['EV 11.2%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Caitlin Clark,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -130.0, 'edge': 0.0607469701123419, 'ev': 0.1074754086602973, 'ev_pct': 10.74754086602973, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.0593593660420367, 'ev': 0.1033292668139158, 'ev_pct': 10.33292668139158, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.0593593660420367, 'ev': 0.1033292668139158, 'ev_pct': 10.33292668139158, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -138.0, 'edge': 0.0585547888920278, 'ev': 0.1009857953355263, 'ev_pct': 10.09857953355263, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': -112.0, 'edge': 0.0911664577740402, 'ev': 0.172565080786576, 'ev_pct': 17.2565080786576, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -120.0, 'edge': 0.0742197071696135, 'ev': 0.1360694631442914, 'ev_pct': 13.606946314429141, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -114.0, 'edge': 0.089463649870064, 'ev': 0.1679405357209973, 'ev_pct': 16.794053572099727, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.2889766347840708, 'ev': 0.6184099984379114, 'ev_pct': 61.840999843791145, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 112.0, 'edge': 0.2845682412026918, 'ev': 0.6032846713497069, 'ev_pct': 60.32846713497069, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 111.0, 'edge': 0.2823327051211395, 'ev': 0.5957220078056045, 'ev_pct': 59.57220078056045, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 111.0, 'edge': 0.2823327051211395, 'ev': 0.5957220078056045, 'ev_pct': 59.57220078056045, 'book': 'betonlineag'}]",[],[],"{'pts': 13.939593, 'reb': 3.6559205, 'ast': 3.8772974, 'threes': 1.5020652, 'stl': 1.3490552, 'blk': 0.44900617, 'tov': 2.2414176, 'pra': 21.472813}","[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -130.0, 'edge': 0.0607469701123419, 'ev': 0.1074754086602973, 'ev_pct': 10.74754086602973, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.0593593660420367, 'ev': 0.1033292668139158, 'ev_pct': 10.33292668139158, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -135.0, 'edge': 0.0593593660420367, 'ev': 0.1033292668139158, 'ev_pct': 10.33292668139158, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': -138.0, 'edge': 0.0585547888920278, 'ev': 0.1009857953355263, 'ev_pct': 10.09857953355263, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': -112.0, 'edge': 0.0911664577740402, 'ev': 0.172565080786576, 'ev_pct': 17.2565080786576, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -120.0, 'edge': 0.0742197071696135, 'ev': 0.1360694631442914, 'ev_pct': 13.606946314429141, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -114.0, 'edge': 0.089463649870064, 'ev': 0.1679405357209973, 'ev_pct': 16.794053572099727, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 114.0, 'edge': 0.2889766347840708, 'ev': 0.6184099984379114, 'ev_pct': 61.840999843791145, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 112.0, 'edge': 0.2845682412026918, 'ev': 0.6032846713497069, 'ev_pct': 60.32846713497069, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 111.0, 'edge': 0.2823327051211395, 'ev': 0.5957220078056045, 'ev_pct': 59.57220078056045, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 111.0, 'edge': 0.2823327051211395, 'ev': 0.5957220078056045, 'ev_pct': 59.57220078056045, 'book': 'betonlineag'}]","{'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -114.0, 'ev': 0.1679405357209973, 'ev_pct': 16.794053572099727, 'book': 'fanduel'}",,,"['EV 16.8%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Cameron Brink,LAS,"[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -114.0, 'edge': 0.0080478013956193, 'ev': 0.0151072763040572, 'ev_pct': 1.51072763040572, 'book': 'fanduel'}]",[],[],"{'pts': 6.547906, 'reb': 4.2434244, 'ast': 1.061543, 'threes': 0.30502427, 'stl': 0.43322763, 'blk': 0.81403744, 'tov': 0.9741022, 'pra': 11.852873}","[{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -114.0, 'edge': 0.0080478013956193, 'ev': 0.0151072763040572, 'ev_pct': 1.51072763040572, 'book': 'fanduel'}]","{'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': -114.0, 'ev': 0.0151072763040572, 'ev_pct': 1.51072763040572, 'book': 'fanduel'}",,,"['EV 1.5%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Courtney Williams,MIN,"[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 104.0, 'edge': 0.0043267655821173, 'ev': 0.0088266017875193, 'ev_pct': 0.8826601787519299, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 102.0, 'edge': 0.0035987516042489, 'ev': 0.0072694782405828, 'ev_pct': 0.72694782405828, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 100.0, 'edge': 0.0028561773468231, 'ev': 0.0057123546936463, 'ev_pct': 0.57123546936463, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 100.0, 'edge': 0.0028561773468231, 'ev': 0.0057123546936463, 'ev_pct': 0.57123546936463, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -112.0, 'edge': 0.0333573306700891, 'ev': 0.0631406616255259, 'ev_pct': 6.31406616255259, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -122.0, 'edge': 0.0423490976886951, 'ev': 0.0770614728433633, 'ev_pct': 7.70614728433633, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0081461731502189, 'ev': 0.0149346507754012, 'ev_pct': 1.4934650775401201, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 123.0, 'edge': 0.0163348408241002, 'ev': 0.0364266950377435, 'ev_pct': 3.64266950377435, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 122.0, 'edge': 0.016031847247564, 'ev': 0.0355907008895922, 'ev_pct': 3.55907008895922, 'book': 'fanduel'}]",[],[],"{'pts': 11.888776, 'reb': 4.0648627, 'ast': 4.7059145, 'threes': 0.5501355, 'stl': 1.3200549, 'blk': 0.24703503, 'tov': 2.003437, 'pra': 20.659554}","[{'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 104.0, 'edge': 0.0043267655821173, 'ev': 0.0088266017875193, 'ev_pct': 0.8826601787519299, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 102.0, 'edge': 0.0035987516042489, 'ev': 0.0072694782405828, 'ev_pct': 0.72694782405828, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 100.0, 'edge': 0.0028561773468231, 'ev': 0.0057123546936463, 'ev_pct': 0.57123546936463, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 4.5, 'price': 100.0, 'edge': 0.0028561773468231, 'ev': 0.0057123546936463, 'ev_pct': 0.57123546936463, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -112.0, 'edge': 0.0333573306700891, 'ev': 0.0631406616255259, 'ev_pct': 6.31406616255259, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': -122.0, 'edge': 0.0423490976886951, 'ev': 0.0770614728433633, 'ev_pct': 7.70614728433633, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0081461731502189, 'ev': 0.0149346507754012, 'ev_pct': 1.4934650775401201, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 123.0, 'edge': 0.0163348408241002, 'ev': 0.0364266950377435, 'ev_pct': 3.64266950377435, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 122.0, 'edge': 0.016031847247564, 'ev': 0.0355907008895922, 'ev_pct': 3.55907008895922, 'book': 'fanduel'}]","{'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 123.0, 'ev': 0.0364266950377435, 'ev_pct': 3.64266950377435, 'book': 'betonlineag'}",model 4.1 vs line 4.5 (-0.4),4.0648627,"['EV 3.6%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Dearica Hamby,LAS,[],[],[],"{'pts': 17.562374, 'reb': 7.189698, 'ast': 3.0905588, 'threes': 0.19423619, 'stl': 1.0493273, 'blk': 0.45963982, 'tov': 2.4668589, 'pra': 27.84263}",[],,,,[],0.0,0.0
Erica Wheeler,LAS,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0184285628216791, 'ev': 0.0340459889417461, 'ev_pct': 3.40459889417461, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0184285628216791, 'ev': 0.0340459889417461, 'ev_pct': 3.40459889417461, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -120.0, 'edge': 0.017803041553956, 'ev': 0.032638909515586, 'ev_pct': 3.2638909515586, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -120.0, 'edge': 0.017803041553956, 'ev': 0.032638909515586, 'ev_pct': 3.2638909515586, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': -114.0, 'edge': 0.0031900953478773, 'ev': 0.0059884246004013, 'ev_pct': 0.59884246004013, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1146451161426725, 'ev': 0.2407547438996123, 'ev_pct': 24.07547438996123, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 109.0, 'edge': 0.1123666928116176, 'ev': 0.234846387976281, 'ev_pct': 23.4846387976281, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 104.0, 'edge': 0.1006395139017762, 'ev': 0.2053046083596235, 'ev_pct': 20.53046083596235, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.0908355923331487, 'ev': 0.1816711846662975, 'ev_pct': 18.167118466629752, 'book': 'draftkings'}]",[],[],"{'pts': 10.825724, 'reb': 2.5874891, 'ast': 3.5270648, 'threes': 1.7033142, 'stl': 0.9921386, 'blk': 0.18581647, 'tov': 1.8858637, 'pra': 16.940277}","[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0184285628216791, 'ev': 0.0340459889417461, 'ev_pct': 3.40459889417461, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0184285628216791, 'ev': 0.0340459889417461, 'ev_pct': 3.40459889417461, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -120.0, 'edge': 0.017803041553956, 'ev': 0.032638909515586, 'ev_pct': 3.2638909515586, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -120.0, 'edge': 0.017803041553956, 'ev': 0.032638909515586, 'ev_pct': 3.2638909515586, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': -114.0, 'edge': 0.0031900953478773, 'ev': 0.0059884246004013, 'ev_pct': 0.59884246004013, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 110.0, 'edge': 0.1146451161426725, 'ev': 0.2407547438996123, 'ev_pct': 24.07547438996123, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 109.0, 'edge': 0.1123666928116176, 'ev': 0.234846387976281, 'ev_pct': 23.4846387976281, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 104.0, 'edge': 0.1006395139017762, 'ev': 0.2053046083596235, 'ev_pct': 20.53046083596235, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.0908355923331487, 'ev': 0.1816711846662975, 'ev_pct': 18.167118466629752, 'book': 'draftkings'}]","{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'ev': 0.0340459889417461, 'ev_pct': 3.40459889417461, 'book': 'fanduel'}",model 3.5 vs line 4.5 (-1.0),3.5270648,"['EV 3.4%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
