market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Sacramento Kings,Houston Rockets,Sacramento Kings,2026-02-25,0.5500898044190641,-110.0,0.5238095238095238,-10.621340274810791,14.0,3.378659725189209,14.0,,High
TOTAL,Over,Houston Rockets,Sacramento Kings,2026-02-25,0.21163321632764087,-110.0,0.5238095238095238,5.507751464843722,222.0,,,227.50775146484372,High
ATS,Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors,2026-02-25,0.1180970855281267,-110.0,0.5238095238095238,2.5970427989959717,4.0,-1.4029572010040283,-4.0,,Medium
TOTAL,Under,Memphis Grizzlies,Golden State Warriors,2026-02-25,0.27237154149961507,-110.0,0.5238095238095238,-6.8834381103515625,230.5,,,223.61656188964844,High
ATS,Oklahoma City Thunder,Detroit Pistons,Oklahoma City Thunder,2026-02-25,0.6294401086744633,-110.0,0.5238095238095238,-12.619607925415039,7.5,-5.119607925415039,7.5,,High
TOTAL,Over,Detroit Pistons,Oklahoma City Thunder,2026-02-25,0.46304073264833545,-110.0,0.5238095238095238,11.630310058593722,220.5,,,232.13031005859372,High
ATS,Toronto Raptors,Toronto Raptors,San Antonio Spurs,2026-02-25,0.39434475300003136,-110.0,0.5238095238095238,7.36722731590271,7.5,-0.13277268409729,-7.5,,High
TOTAL,Under,Toronto Raptors,San Antonio Spurs,2026-02-25,0.12129619716987339,-110.0,0.5238095238095238,-3.53155517578125,229.5,,,225.96844482421875,Medium
ATS,Milwaukee Bucks,Milwaukee Bucks,Cleveland Cavaliers,2026-02-25,0.5840310116371771,-110.0,0.5238095238095238,11.437211036682129,9.0,2.437211036682129,-9.0,,High
TOTAL,Over,Milwaukee Bucks,Cleveland Cavaliers,2026-02-25,0.0661747784598965,-110.0,0.5238095238095238,2.3535614013671875,228.0,,,230.3535614013672,Medium
