date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-03-23,2026-03-24T00:10:00Z,Chicago Bulls,Houston Rockets,299.6984807580648,-299.6984807580648,8.5,-8.5,-115,-105,229.5,-100.43391477913738,100.43391477913738,11,11,10,4,oddsapi_consensus
2026-03-23,2026-03-24T01:10:00Z,Utah Jazz,Toronto Raptors,549.925766021569,-549.9257660215694,12.5,-12.5,-110,-110,231.0,-101.77291284499452,101.7729128449945,11,11,11,6,oddsapi_consensus
2026-03-23,2026-03-24T02:10:00Z,Portland Trail Blazers,Brooklyn Nets,-685.2656976338588,685.2656976338594,-14.5,14.5,-110,-110,219.0,-100.30343120000971,100.30343120000971,11,11,11,7,oddsapi_consensus
2026-03-23,2026-03-23T23:10:00Z,Philadelphia 76ers,Oklahoma City Thunder,703.8969271582023,-703.896927158202,15.0,-15.0,-110,-110,224.5,-100.9387118343934,100.9387118343934,11,11,6,6,oddsapi_consensus
2026-03-23,2026-03-23T23:40:00Z,Atlanta Hawks,Memphis Grizzlies,-657.3097945428711,657.3097945428715,-14.0,14.0,-105,-115,239.5,-100.0,-100.0,11,11,7,6,oddsapi_consensus
2026-03-23,2026-03-24T02:40:00Z,Los Angeles Clippers,Milwaukee Bucks,-597.3343375796401,597.3343375796396,-13.5,13.5,-115,-105,222.5,-100.43093432132724,100.43093432132723,11,11,11,8,oddsapi_consensus
2026-03-23,2026-03-23T23:10:00Z,Detroit Pistons,Los Angeles Lakers,127.73222524894464,-127.7322252489447,2.5,-2.5,135,-180,226.5,100.7902978535788,-100.7902978535788,11,11,11,10,oddsapi_consensus
2026-03-23,2026-03-23T23:10:00Z,Miami Heat,San Antonio Spurs,183.5537128710221,-183.5537128710221,5.0,-5.0,-110,-110,240.5,100.31382584044302,-100.31382584044306,11,11,9,7,oddsapi_consensus
2026-03-23,2026-03-24T01:40:00Z,Dallas Mavericks,Golden State Warriors,115.89808492623575,-115.89808492623574,2.0,-2.0,-105,-115,231.0,-100.0,-100.0,11,11,8,6,oddsapi_consensus
2026-03-23,2026-03-23T23:10:00Z,Orlando Magic,Indiana Pacers,-581.3103070854808,581.3103070854806,-13.5,13.5,-110,-110,233.0,-100.1819174094961,100.1819174094961,11,11,5,7,oddsapi_consensus
