date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-03-14,0022500969,PHI,4431678,Tyrese Maxey,0.1238097415689681,8.076908871043488,708,1,0.1238097415689681
2026-03-14,0022500969,PHI,5124612,VJ Edgecombe,0.1155557587977035,8.653830933260883,765,2,0.2393655003666716
2026-03-14,0022500969,PHI,3133603,Kelly Oubre Jr.,0.1111113065362534,8.999984170591317,800,3,0.350476806902925
2026-03-14,0022500970,ATL,4278039,Nickeil Alexander-Walker,0.1144642333270515,8.73635345237287,774,1,0.1144642333270515
2026-03-14,0022500970,ATL,4701230,Jalen Johnson,0.1115344338862002,8.965840997770346,797,2,0.22599866721325168
2026-03-14,0022500970,MIL,4397140,Kevin Porter Jr.,0.1100190203823116,9.089337430246523,809,3,0.3360176875955633
2026-03-14,0022500971,BOS,3917376,Jaylen Brown,0.1128639611891071,8.860224197912641,786,1,0.1128639611891071
2026-03-14,0022500971,BOS,4066354,Payton Pritchard,0.1091774498939855,9.159400599400602,816,2,0.2220414110830926
2026-03-14,0022500971,WAS,4395650,Leaky Black,0.1082132854014152,9.241009514594426,824,3,0.3302546964845078
2026-03-14,0022500972,ORL,4432573,Paolo Banchero,0.122974509746374,8.131766510494145,713,1,0.122974509746374
2026-03-14,0022500972,ORL,4066320,Desmond Bane,0.1207741706057828,8.2799161027906,728,2,0.2437486803521568
2026-03-14,0022500972,MIA,4066261,Bam Adebayo,0.1144176353107416,8.73991144183452,774,3,0.3581663156628984
2026-03-14,0022500973,CHA,5061575,Kon Knueppel,0.115777492570802,8.63725736147261,764,1,0.115777492570802
2026-03-14,0022500973,CHA,4433287,Brandon Miller,0.1105856767604521,9.042762401917336,804,2,0.2263631693312541
2026-03-14,0022500973,SAS,5104157,Victor Wembanyama,0.1101463692688071,9.078828531874223,808,3,0.3365095386000612
2026-03-14,0022500974,DEN,3112335,Nikola Jokic,0.1123451794149529,8.901138484157356,790,1,0.1123451794149529
2026-03-14,0022500974,LAL,3945274,Luka Doncic,0.1118634247862438,8.939472413891025,794,2,0.2242086042011967
2026-03-14,0022500974,DEN,4431767,Christian Braun,0.1091655988654731,9.160394944860968,816,3,0.3333742030666698
2026-03-14,0022500975,SAC,4702384,Nique Clifford,0.1160159640156405,8.619503432003432,762,1,0.1160159640156405
2026-03-14,0022500975,LAC,6450,Kawhi Leonard,0.1070012100549657,9.345688702831563,835,2,0.2230171740706062
2026-03-14,0022500975,SAC,4898371,Maxime Raynaud,0.104518886500577,9.567648809523812,857,3,0.32753606057118323
