date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-02-10,New York Knicks,Indiana Pacers,109.5,55.5,54.0,59.5,57.0,-7.5,-105,-115.0,-3.5,-115,-105,-3.5,-110,-110,-3.5,-110.0,-110,-2.5,-105,-115
2026-02-10,Houston Rockets,Los Angeles Clippers,103.0,52.0,51.0,55.5,53.5,-4.0,-120,,-2.5,-115,-105,-2.0,-115,-105,-2.5,-110.0,-110,-1.5,-110,-110
2026-02-10,Phoenix Suns,Dallas Mavericks,117.0,59.5,57.5,56.5,54.0,-5.0,-105,-115.0,-2.5,-110,-110,-2.5,-105,-115,-2.5,,-120,-1.5,-105,-115
2026-02-10,Los Angeles Lakers,San Antonio Spurs,117.0,59.5,57.5,56.5,55.0,4.5,-105,-115.0,2.5,-110,-110,2.5,-115,-105,2.5,-110.0,-110,1.5,-105,-115
