player_id,player_name,stat,n,bias,adj,date,window_days
1630172,Patrick Williams,ast,19,-0.40626700000000016,-0.2858915925925927,2025-11-11,30
1629675,Naz Reid,ast,18,-0.34004845000000006,-0.23541815769230773,2025-11-11,30
1630581,Josh Giddey,ast,17,1.8,1.2240000000000002,2025-11-11,30
1628392,Isaiah Hartenstein,ast,13,-0.9274225,-0.5741186904761906,2025-11-11,30
1628991,Jaren Jackson Jr.,ast,13,-0.8639671,-0.5348367761904762,2025-11-11,30
1629060,Rui Hachimura,ast,13,-0.47494839999999994,-0.29401567619047614,2025-11-11,30
1630583,Santi Aldama,ast,13,-0.7809460000000001,-0.483442761904762,2025-11-11,30
1642377,Jaylen Wells,ast,13,-0.26016459999999997,-0.1610542761904762,2025-11-11,30
203484,Kentavious Caldwell-Pope,ast,12,0.6631039000000001,0.39786234000000004,2025-11-11,30
203497,Rudy Gobert,ast,12,-0.4348835000000001,-0.26093010000000005,2025-11-11,30
203924,Jerami Grant,ast,12,-0.22874264999999994,-0.13724558999999995,2025-11-11,30
1626171,Bobby Portis,ast,12,-1.21969345,-0.73181607,2025-11-11,30
1627759,Jaylen Brown,ast,12,0.19121870000000007,0.11473122000000004,2025-11-11,30
1627826,Ivica Zubac,ast,12,-0.5516261,-0.33097566,2025-11-11,30
1627884,Derrick Jones Jr.,ast,12,-0.601225715,-0.360735429,2025-11-11,30
1628401,Derrick White,ast,12,-0.12826059096513642,-0.07695635457908186,2025-11-11,30
1628970,Miles Bridges,ast,12,0.38511934999999986,0.2310716099999999,2025-11-11,30
1628976,Wendell Carter Jr.,ast,12,-0.18063554999999998,-0.10838132999999998,2025-11-11,30
1628978,Donte DiVincenzo,ast,12,0.22231384999999992,0.13338830999999995,2025-11-11,30
1629018,Gary Trent Jr.,ast,12,-0.14869620000000006,-0.08921772000000003,2025-11-11,30
1629023,P.J. Washington,ast,12,0.18717894999999984,0.1123073699999999,2025-11-11,30
1629628,RJ Barrett,ast,12,0.20967640705165325,0.12580584423099195,2025-11-11,30
1629674,Neemias Queta,ast,12,-0.47589575000000006,-0.28553745,2025-11-11,30
